"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
12.94;;;;;;;"User Request Change Finger";;
12.98;;;;;;;"Changed Finger";;
35.60;;;;;;;"Optimize Signal Quality";;
45.60;;;;;;;"Optimize Signal Quality";;
55.60;;;;;;;"Optimize Signal Quality";;
60.21;98;85;72;79;;;;;
60.96;98;85;72;79;;;;;
61.77;98;85;72;79;;;;;
62.62;98;85;72;79;;;;;
63.48;98;85;72;79;;;;;
64.33;101;80;71;72;;;;;
65.12;101;80;71;72;;;;;
65.88;101;80;71;72;;;;;
66.61;101;80;71;72;;;;;
67.30;101;80;71;72;;;;;
67.98;101;79;71;83;;;;;
68.69;101;79;71;83;;;;;
69.44;101;79;71;83;;;;;
70.23;101;79;71;83;;;;;
71.03;101;79;71;83;;;;;
71.85;101;79;70;76;;;;;
72.61;101;79;70;76;;;;;
73.34;101;79;70;76;;;;;
74.05;101;79;70;76;;;;;
74.77;101;79;70;76;;;;;
75.54;97;75;66;81;;;;;
76.33;97;75;66;81;;;;;
77.13;97;75;66;81;;;;;
77.90;97;75;66;81;;;;;
78.65;97;75;66;81;;;;;
79.41;96;74;66;78;;;;;
80.20;96;74;66;78;;;;;
81.00;96;74;66;78;;;;;
81.77;96;74;66;78;;;;;
82.56;96;74;66;78;;;;;
83.40;96;75;66;75;;;;;
84.24;96;75;66;75;;;;;
85.04;96;75;66;75;;;;;
85.83;96;75;66;75;;;;;
86.63;96;75;66;75;;;;;
87.41;95;75;67;75;;;;;
88.18;95;75;67;75;;;;;
88.90;95;75;67;75;;;;;
89.62;95;75;67;75;;;;;
90.34;95;75;67;75;;;;;
91.11;98;78;70;80;;;;;
91.90;98;78;70;80;;;;;
92.64;98;78;70;80;;;;;
93.38;98;78;70;80;;;;;
94.15;98;78;70;80;;;;;
94.92;97;77;69;79;;;;;
95.66;97;77;69;79;;;;;
96.36;97;77;69;79;;;;;
97.05;97;77;69;79;;;;;
97.77;97;77;69;79;;;;;
98.51;97;78;70;83;;;;;
99.26;97;78;70;83;;;;;
99.98;97;78;70;83;;;;;
100.64;;;;;107;70;"internal";;
100.66;97;78;70;83;;;;;
101.37;97;78;70;83;;;;;
102.11;99;79;71;83;;;;;
102.89;99;79;71;83;;;;;
103.64;99;79;71;83;;;;;
104.34;99;79;71;83;;;;;
105.06;99;79;71;83;;;;;
105.79;99;80;71;82;;;;;
106.55;99;80;71;82;;;;;
107.29;99;80;71;82;;;;;
108.01;99;80;71;82;;;;;
108.75;99;80;71;82;;;;;
109.52;101;80;72;80;;;;;
110.35;101;80;72;80;;;;;
111.12;101;80;72;80;;;;;
111.60;;;;;;;"Optimize Signal Quality";;
111.87;101;80;72;80;;;;;
112.65;101;80;72;80;;;;;
113.41;101;80;72;78;;;;;
114.13;101;80;72;78;;;;;
114.89;101;80;72;78;;;;;
115.66;101;80;72;78;;;;;
116.43;100;80;72;78;;;;;
117.23;102;80;70;79;;;;;
118.00;102;80;70;79;;;;;
118.73;102;80;70;79;;;;;
119.46;102;80;70;79;;;;;
120.20;102;80;70;79;;;;;
120.93;99;77;69;81;;;;;
121.65;99;77;69;81;;;;;
122.36;99;77;69;81;;;;;
123.09;99;77;69;81;;;;;
123.51;;;;;;;"NBPcal";;
123.85;108;82;71;82;;;;;
124.63;108;82;71;82;;;;;
125.38;108;82;71;82;;;;;
126.14;108;82;71;82;;;;;
126.93;108;82;71;82;;;;;
127.70;108;82;72;78;;;;;
128.49;108;82;72;78;;;;;
129.26;108;82;72;78;;;;;
130.04;108;82;72;78;;;;;
130.80;108;82;72;78;;;;;
131.52;107;82;72;80;;;;;
132.27;107;82;72;80;;;;;
133.01;107;82;72;80;;;;;
133.75;107;82;72;80;;;;;
134.48;107;82;72;80;;;;;
135.17;108;82;72;83;;;;;
135.86;108;82;72;83;;;;;
136.56;108;82;72;83;;;;;
137.30;108;82;72;83;;;;;
138.09;108;82;72;83;;;;;
138.87;113;85;74;79;;;;;
139.60;113;85;74;79;;;;;
140.35;113;85;74;79;;;;;
140.75;;;;;;;"Custom1";;
141.12;113;85;74;79;;;;;
141.89;113;85;74;79;;;;;
142.69;112;83;72;78;;;;;
143.46;112;83;72;78;;;;;
144.20;112;83;72;78;;;;;
144.96;112;83;72;78;;;;;
145.74;112;83;72;78;;;;;
146.54;112;83;72;77;;;;;
147.33;112;83;72;77;;;;;
148.06;112;83;72;77;;;;;
148.80;112;83;72;77;;;;;
149.56;112;83;72;77;;;;;
150.34;111;82;71;78;;;;;
151.13;111;82;71;78;;;;;
151.89;111;82;71;78;;;;;
152.60;;;;;;;"Optimize Signal Quality";;
152.69;111;82;71;78;;;;;
153.55;111;82;71;78;;;;;
154.37;111;82;71;74;;;;;
155.14;111;82;71;74;;;;;
155.90;111;82;71;74;;;;;
156.66;111;82;71;74;;;;;
157.37;110;82;72;74;;;;;
158.17;108;82;71;76;;;;;
158.90;108;82;71;76;;;;;
159.65;108;82;71;76;;;;;
160.42;108;82;71;76;;;;;
161.18;108;82;71;76;;;;;
161.95;107;82;72;78;;;;;
162.68;107;82;72;78;;;;;
163.35;107;82;72;78;;;;;
163.99;107;82;72;78;;;;;
164.62;107;82;72;78;;;;;
165.33;114;86;73;88;;;;;
166.43;114;86;73;88;;;;;
167.44;114;86;73;88;;;;;
168.39;114;86;73;88;;;;;
169.28;114;86;73;88;;;;;
170.12;105;76;67;68;;;;;
170.91;105;76;67;68;;;;;
171.65;105;76;67;68;;;;;
172.36;105;76;67;68;;;;;
173.05;105;76;67;68;;;;;
173.70;96;72;63;85;;;;;
174.32;96;72;63;85;;;;;
174.93;96;72;63;85;;;;;
175.55;96;72;63;85;;;;;
176.21;96;72;63;85;;;;;
177.31;108;80;68;74;;;;;
178.45;108;80;68;74;;;;;
179.57;108;80;68;74;;;;;
180.62;108;80;68;74;;;;;
181.63;108;80;68;74;;;;;
182.55;105;75;63;61;;;;;
183.30;105;75;63;61;;;;;
183.98;105;75;63;61;;;;;
184.64;105;75;63;61;;;;;
185.31;105;75;63;61;;;;;
186.03;102;72;61;83;;;;;
186.84;102;72;61;83;;;;;
187.76;102;72;61;83;;;;;
188.63;102;72;61;83;;;;;
189.46;102;72;61;83;;;;;
190.25;95;68;58;73;;;;;
191.01;95;68;58;73;;;;;
191.72;95;68;58;73;;;;;
192.38;95;68;58;73;;;;;
193.02;95;68;58;73;;;;;
193.62;80;62;56;91;;;;;
194.21;80;62;56;91;;;;;
194.80;80;62;56;91;;;;;
195.43;80;62;56;91;;;;;
196.14;80;62;56;91;;;;;
196.96;100;75;65;84;;;;;
197.76;100;75;65;84;;;;;
198.53;100;75;65;84;;;;;
199.29;100;75;65;84;;;;;
200.02;100;75;65;84;;;;;
200.73;99;74;66;82;;;;;
201.41;99;74;66;82;;;;;
202.05;99;74;66;82;;;;;
202.67;99;74;66;82;;;;;
203.27;99;74;66;82;;;;;
203.88;110;83;72;95;;;;;
204.52;110;83;72;95;;;;;
205.68;110;83;72;95;;;;;
206.75;110;83;72;95;;;;;
207.78;110;83;72;95;;;;;
