"Time [s]";"Pressure [mmHg]";
0.00;0.30;
0.01;0.12;
0.02;0.11;
0.03;0.05;
0.04;0.30;
0.05;0.11;
0.06;0.17;
0.07;0.25;
0.08;0.03;
0.09;0.14;
0.10;0.19;
0.11;0.25;
0.12;0.14;
0.13;0.11;
0.14;0.19;
0.15;0.09;
0.16;0.17;
0.17;0.25;
0.18;0.19;
0.19;0.20;
0.20;0.30;
0.21;0.27;
0.22;0.25;
0.23;0.17;
0.24;0.19;
0.25;0.34;
0.26;0.19;
0.27;0.16;
0.28;0.17;
0.29;0.06;
0.30;0.14;
0.31;0.05;
0.32;0.05;
0.33;0.12;
0.34;0.17;
0.35;0.17;
0.36;0.23;
0.37;0.19;
0.38;0.17;
0.39;0.25;
0.40;0.28;
0.41;0.23;
0.42;0.12;
0.43;0.14;
0.44;0.14;
0.45;0.17;
0.46;0.19;
0.47;0.22;
0.48;0.06;
0.49;0.22;
0.50;0.20;
0.51;0.06;
0.52;0.23;
0.53;0.28;
0.54;0.14;
0.55;0.20;
0.56;0.16;
0.57;0.23;
0.58;0.05;
0.59;0.17;
0.60;0.19;
0.61;0.22;
0.62;0.16;
0.63;0.16;
0.64;0.08;
0.65;0.08;
0.66;0.08;
0.67;0.09;
0.68;0.30;
0.69;0.09;
0.70;0.22;
0.71;0.12;
0.72;0.11;
0.73;0.06;
0.74;0.11;
0.75;0.19;
0.76;0.03;
0.77;0.16;
0.78;0.12;
0.79;0.09;
0.80;0.20;
0.81;0.16;
0.82;0.05;
0.83;0.20;
0.84;0.17;
0.85;0.16;
0.86;0.22;
0.87;0.30;
0.88;0.20;
0.89;0.33;
0.90;0.22;
0.91;0.31;
0.92;0.17;
0.93;0.20;
0.94;0.27;
0.95;0.34;
0.96;0.30;
0.97;0.33;
0.98;0.20;
0.99;0.22;
1.00;0.34;
1.01;0.31;
1.02;0.28;
1.03;0.36;
1.04;0.91;
1.05;1.27;
1.06;1.95;
1.07;2.81;
1.08;3.64;
1.09;4.75;
1.10;5.73;
1.11;6.88;
1.12;7.91;
1.13;9.20;
1.14;10.34;
1.15;11.61;
1.16;12.69;
1.17;13.94;
1.18;15.14;
1.19;16.45;
1.20;17.69;
1.21;18.91;
1.22;20.20;
1.23;21.31;
1.24;22.69;
1.25;23.86;
1.26;25.08;
1.27;26.12;
1.28;27.31;
1.29;28.55;
1.30;29.81;
1.31;30.89;
1.32;31.95;
1.33;32.98;
1.34;34.17;
1.35;35.09;
1.36;36.11;
1.37;37.17;
1.38;38.23;
1.39;39.05;
1.40;40.12;
1.41;41.25;
1.42;42.05;
1.43;43.02;
1.44;43.88;
1.45;44.86;
1.46;45.88;
1.47;46.89;
1.48;47.88;
1.49;48.95;
1.50;49.95;
1.51;51.06;
1.52;51.92;
1.53;53.09;
1.54;54.17;
1.55;55.11;
1.56;56.16;
1.57;57.34;
