"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
21.90;;;;;;;"Optimize Signal Quality";;
31.90;;;;;;;"Optimize Signal Quality";;
43.90;;;;;;;"Optimize Signal Quality";;
50.66;97;83;74;66;;;;;
51.52;97;83;74;66;;;;;
52.37;97;83;74;66;;;;;
53.26;97;83;74;66;;;;;
54.17;97;83;74;66;;;;;
55.01;97;82;74;68;;;;;
55.86;97;82;74;68;;;;;
56.74;97;82;74;68;;;;;
57.63;97;82;74;68;;;;;
58.46;97;82;74;68;;;;;
59.27;95;79;71;71;;;;;
60.10;95;79;71;71;;;;;
60.94;95;79;71;71;;;;;
61.78;95;79;71;71;;;;;
62.61;95;79;71;71;;;;;
63.50;97;80;71;70;;;;;
64.41;97;80;71;70;;;;;
65.35;97;80;71;70;;;;;
66.21;97;80;71;70;;;;;
67.07;97;80;71;70;;;;;
67.95;95;78;69;69;;;;;
68.84;95;78;69;69;;;;;
69.66;95;78;69;69;;;;;
70.50;95;78;69;69;;;;;
71.38;95;78;69;69;;;;;
72.33;95;78;69;67;;;;;
73.27;95;78;69;67;;;;;
74.15;95;78;69;67;;;;;
75.04;95;78;69;67;;;;;
75.94;95;78;69;67;;;;;
76.78;93;77;69;68;;;;;
77.59;93;77;69;68;;;;;
78.43;93;77;69;68;;;;;
79.32;93;77;69;68;;;;;
80.26;93;77;69;68;;;;;
81.11;94;77;69;68;;;;;
81.99;94;77;69;68;;;;;
82.90;94;77;69;68;;;;;
83.83;94;77;69;68;;;;;
84.74;94;77;69;68;;;;;
85.62;94;76;67;67;;;;;
86.52;94;76;67;67;;;;;
87.44;94;76;67;67;;;;;
88.32;94;76;67;67;;;;;
89.12;94;76;67;67;;;;;
89.95;93;75;67;70;;;;;
90.79;93;75;67;70;;;;;
91.64;93;75;67;70;;;;;
92.49;93;75;67;70;;;;;
93.28;93;75;67;70;;;;;
94.11;93;75;67;72;;;;;
94.31;;;;;113;83;"internal";;
94.94;93;75;67;72;;;;;
95.79;93;75;67;72;;;;;
96.59;93;75;67;72;;;;;
97.36;93;75;67;72;;;;;
98.12;90;74;67;76;;;;;
98.85;90;74;67;76;;;;;
99.53;90;74;67;76;;;;;
100.24;90;74;67;76;;;;;
100.98;90;74;67;76;;;;;
101.80;93;77;69;79;;;;;
102.67;93;77;69;79;;;;;
103.48;93;77;69;79;;;;;
104.35;93;77;69;79;;;;;
104.90;;;;;;;"Optimize Signal Quality";;
105.32;93;77;69;79;;;;;
106.29;93;77;69;69;;;;;
107.19;93;77;69;69;;;;;
108.03;93;77;69;69;;;;;
108.90;93;77;69;69;;;;;
109.78;93;77;69;69;;;;;
110.68;93;77;69;68;;;;;
111.47;93;77;69;68;;;;;
112.32;93;77;69;68;;;;;
113.23;93;77;69;68;;;;;
114.17;93;77;69;68;;;;;
115.12;94;77;68;67;;;;;
115.99;94;77;68;67;;;;;
116.88;94;77;68;67;;;;;
117.82;94;77;68;67;;;;;
118.54;;;;;;;"NBPcal";;
118.79;113;92;82;65;;;;;
119.67;113;92;82;65;;;;;
120.54;113;92;82;65;;;;;
121.44;113;92;82;65;;;;;
122.39;113;92;82;65;;;;;
123.26;111;92;82;67;;;;;
124.16;111;92;82;67;;;;;
125.10;111;92;82;67;;;;;
126.07;111;92;82;67;;;;;
126.94;111;92;82;67;;;;;
127.81;110;91;82;67;;;;;
128.66;110;91;82;67;;;;;
129.48;110;91;82;67;;;;;
130.30;110;91;82;67;;;;;
131.14;110;91;82;67;;;;;
131.94;107;90;81;73;;;;;
132.73;107;90;81;73;;;;;
133.56;107;90;81;73;;;;;
134.42;107;90;81;73;;;;;
135.33;107;90;81;73;;;;;
136.17;109;91;82;70;;;;;
137.03;109;91;82;70;;;;;
137.94;109;91;82;70;;;;;
138.89;109;91;82;70;;;;;
139.77;109;91;82;70;;;;;
140.63;109;91;82;68;;;;;
141.53;109;91;82;68;;;;;
142.46;109;91;82;68;;;;;
143.32;109;91;82;68;;;;;
144.17;109;91;82;68;;;;;
145.03;102;85;74;69;;;;;
145.94;102;85;74;69;;;;;
146.78;102;85;74;69;;;;;
147.64;102;85;74;69;;;;;
148.51;102;85;74;69;;;;;
149.39;90;78;70;70;;;;;
150.12;90;78;70;70;;;;;
150.95;90;78;70;70;;;;;
151.74;90;78;70;70;;;;;
152.57;90;78;70;70;;;;;
153.37;89;76;69;73;;;;;
154.22;89;76;69;73;;;;;
155.11;89;76;69;73;;;;;
155.97;89;76;69;73;;;;;
156.80;89;76;69;73;;;;;
157.63;90;80;73;71;;;;;
158.45;90;80;73;71;;;;;
159.27;90;80;73;71;;;;;
160.09;90;80;73;71;;;;;
160.91;90;80;73;71;;;;;
161.71;88;78;72;73;;;;;
162.50;88;78;72;73;;;;;
163.25;88;78;72;73;;;;;
164.02;88;78;72;73;;;;;
164.81;88;78;72;73;;;;;
165.58;86;77;71;77;;;;;
166.38;86;77;71;77;;;;;
167.24;86;77;71;77;;;;;
168.13;86;77;71;77;;;;;
168.90;;;;;;;"Optimize Signal Quality";;
168.99;86;77;71;77;;;;;
169.91;86;77;71;70;;;;;
170.83;86;77;71;70;;;;;
171.74;86;77;71;70;;;;;
172.62;86;77;71;70;;;;;
173.49;86;77;71;70;;;;;
174.36;86;77;71;68;;;;;
175.14;86;77;71;68;;;;;
175.94;86;77;71;68;;;;;
176.79;86;77;71;68;;;;;
177.67;86;77;71;68;;;;;
178.59;91;81;74;67;;;;;
179.52;91;81;74;67;;;;;
180.36;91;81;74;67;;;;;
181.18;91;81;74;67;;;;;
182.02;91;81;74;67;;;;;
182.84;90;80;73;72;;;;;
183.63;90;80;73;72;;;;;
184.41;90;80;73;72;;;;;
185.26;90;80;73;72;;;;;
186.14;90;80;73;72;;;;;
186.97;91;82;75;71;;;;;
187.85;91;82;75;71;;;;;
188.76;91;82;75;71;;;;;
189.66;91;82;75;71;;;;;
190.57;91;82;75;71;;;;;
191.47;90;79;72;67;;;;;
192.30;90;79;72;67;;;;;
193.16;90;79;72;67;;;;;
194.02;90;79;72;67;;;;;
194.88;90;79;72;67;;;;;
195.66;87;78;71;72;;;;;
196.44;87;78;71;72;;;;;
197.23;87;78;71;72;;;;;
198.03;87;78;71;72;;;;;
198.78;87;78;71;72;;;;;
199.55;92;84;77;77;;;;;
200.36;92;84;77;77;;;;;
201.13;92;84;77;77;;;;;
201.86;92;84;77;77;;;;;
202.61;92;84;77;77;;;;;
203.38;93;85;78;79;;;;;
204.23;93;85;78;79;;;;;
205.12;93;85;78;79;;;;;
206.04;93;85;78;79;;;;;
206.99;93;85;78;79;;;;;
207.85;91;83;77;68;;;;;
208.71;91;83;77;68;;;;;
209.59;91;83;77;68;;;;;
210.43;91;83;77;68;;;;;
211.22;91;83;77;68;;;;;
211.99;91;83;77;74;;;;;
212.80;91;83;77;74;;;;;
213.62;91;83;77;74;;;;;
214.48;91;83;77;74;;;;;
215.35;91;83;77;74;;;;;
216.15;91;84;79;73;;;;;
216.88;91;84;79;73;;;;;
217.60;91;84;79;73;;;;;
218.31;91;84;79;73;;;;;
219.04;91;84;79;73;;;;;
219.83;92;84;78;79;;;"Optimize Signal Quality";;
219.84;92;84;78;79;;;;;
220.76;92;84;78;79;;;;;
221.59;92;84;78;79;;;;;
222.48;92;84;78;79;;;;;
223.43;92;84;78;68;;;;;
224.41;92;84;78;68;;;;;
225.33;92;84;78;68;;;;;
226.12;92;84;78;68;;;;;
226.97;92;84;78;68;;;;;
227.85;98;88;80;69;;;;;
228.42;;;;;;;"Custom1";;
228.74;98;88;80;69;;;;;
229.55;98;88;80;69;;;;;
230.36;98;88;80;69;;;;;
231.14;98;88;80;69;;;;;
231.92;97;87;79;75;;;;;
232.73;97;87;79;75;;;;;
233.54;97;87;79;75;;;;;
234.32;97;87;79;75;;;;;
235.08;97;87;79;75;;;;;
235.87;96;85;77;76;;;;;
236.71;96;85;77;76;;;;;
237.60;96;85;77;76;;;;;
238.51;96;85;77;76;;;;;
239.41;96;85;77;76;;;;;
240.26;94;83;75;69;;;;;
241.04;94;83;75;69;;;;;
241.81;94;83;75;69;;;;;
242.61;94;83;75;69;;;;;
243.45;94;83;75;69;;;;;
244.34;93;83;75;71;;;;;
245.25;93;83;75;71;;;;;
246.08;93;83;75;71;;;;;
246.83;93;83;75;71;;;;;
247.55;93;83;75;71;;;;;
248.25;93;84;77;80;;;;;
248.95;93;84;77;80;;;;;
249.69;93;84;77;80;;;;;
250.44;93;84;77;80;;;;;
251.17;93;84;77;80;;;;;
251.97;92;84;76;80;;;;;
252.70;92;84;76;80;;;;;
253.51;92;84;76;80;;;;;
254.27;92;84;76;80;;;;;
255.10;92;84;76;80;;;;;
255.82;90;81;73;77;;;;;
256.61;90;81;73;77;;;;;
257.33;90;81;73;77;;;;;
258.06;90;81;73;77;;;;;
258.79;90;81;73;77;;;;;
259.54;87;78;70;83;;;;;
260.20;87;78;70;83;;;;;
260.92;87;78;70;83;;;;;
261.60;87;78;70;83;;;;;
262.31;87;78;70;83;;;;;
263.00;85;77;68;85;;;;;
263.72;85;77;68;85;;;;;
264.45;85;77;68;85;;;;;
265.11;85;77;68;85;;;;;
265.81;85;77;68;85;;;;;
