"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
16.75;;;;;;;"Optimize Signal Quality";;
26.75;;;;;;;"Optimize Signal Quality";;
36.75;;;;;;;"Optimize Signal Quality";;
42.51;111;86;75;68;;;;;
43.07;111;86;75;68;;;;;
43.65;111;86;75;68;;;;;
44.22;111;86;75;68;;;;;
44.80;111;86;75;68;;;;;
45.41;115;91;80;86;;;;;
46.04;115;91;80;86;;;;;
46.72;115;91;80;86;;;;;
47.49;115;91;80;86;;;;;
48.28;115;91;80;86;;;;;
49.00;111;88;77;82;;;;;
49.71;111;88;77;82;;;;;
50.43;111;88;77;82;;;;;
51.15;111;88;77;82;;;;;
51.81;111;88;77;82;;;;;
52.49;102;79;68;87;;;;;
53.16;102;79;68;87;;;;;
53.80;102;79;68;87;;;;;
54.44;102;79;68;87;;;;;
55.06;102;79;68;87;;;;;
55.68;95;71;61;95;;;;;
56.28;95;71;61;95;;;;;
56.87;95;71;61;95;;;;;
57.44;95;71;61;95;;;;;
58.00;95;71;61;95;;;;;
58.55;96;74;63;104;;;;;
59.14;96;74;63;104;;;;;
59.75;96;74;63;104;;;;;
60.35;96;74;63;104;;;;;
60.96;96;74;63;104;;;;;
61.64;103;81;70;97;;;;;
62.30;103;81;70;97;;;;;
63.01;103;81;70;97;;;;;
63.70;103;81;70;97;;;;;
64.37;103;81;70;97;;;;;
65.01;99;76;66;91;;;;;
65.64;99;76;66;91;;;;;
66.25;99;76;66;91;;;;;
66.88;99;76;66;91;;;;;
67.50;99;76;66;91;;;;;
68.10;96;72;62;97;;;;;
68.69;96;72;62;97;;;;;
69.28;96;72;62;97;;;;;
69.88;96;72;62;97;;;;;
70.49;96;72;62;97;;;;;
71.10;98;76;65;99;;;;;
71.71;98;76;65;99;;;;;
72.34;98;76;65;99;;;;;
72.96;98;76;65;99;;;;;
73.60;98;76;65;99;;;;;
74.22;99;76;66;95;;;;;
74.88;99;76;66;95;;;;;
75.30;;;;;111;76;"internal";;
75.52;99;76;66;95;;;;;
76.11;99;76;66;95;;;;;
76.71;99;76;66;95;;;;;
77.30;91;69;60;100;;;;;
77.88;91;69;60;100;;;;;
78.43;91;69;60;100;;;;;
79.00;91;69;60;100;;;;;
79.57;91;69;60;100;;;;;
80.15;101;80;69;105;;;;;
80.79;101;80;69;105;;;;;
81.44;101;80;69;105;;;;;
82.14;101;80;69;105;;;;;
82.79;101;80;69;105;;;;;
83.46;105;84;73;91;;;;;
84.14;105;84;73;91;;;;;
84.82;105;84;73;91;;;;;
85.47;105;84;73;91;;;;;
85.75;;;;;;;"Optimize Signal Quality";;
86.09;105;84;73;91;;;;;
86.69;105;84;73;94;;;;;
87.30;105;84;73;94;;;;;
87.91;105;84;73;94;;;;;
88.54;105;84;73;94;;;;;
89.16;105;84;73;94;;;;;
89.75;105;84;73;98;;;;;
90.29;103;81;70;98;;;;;
90.87;103;81;70;98;;;;;
91.45;103;81;70;98;;;;;
92.02;103;81;70;98;;;;;
92.60;107;80;69;100;;;;;
93.18;107;80;69;100;;;;;
93.74;107;80;69;100;;;;;
94.32;107;80;69;100;;;;;
94.91;107;80;69;100;;;;;
95.53;109;85;73;100;;;;;
96.18;109;85;73;100;;;;;
96.80;109;85;73;100;;;;;
97.37;;;;;;;"NBPcal";;
97.47;112;88;77;95;;;;;
98.16;112;88;77;95;;;;;
98.85;112;88;77;95;;;;;
99.52;112;88;77;95;;;;;
100.15;112;88;77;95;;;;;
100.75;106;82;72;95;;;;;
101.32;106;82;72;95;;;;;
101.89;106;82;72;95;;;;;
102.47;106;82;72;95;;;;;
103.03;106;82;72;95;;;;;
103.60;100;78;69;104;;;;;
104.17;100;78;69;104;;;;;
104.74;100;78;69;104;;;;;
105.30;100;78;69;104;;;;;
105.85;100;78;69;104;;;;;
106.43;106;86;76;105;;;;;
107.06;106;86;76;105;;;;;
107.73;106;86;76;105;;;;;
108.46;106;86;76;105;;;;;
109.13;106;86;76;105;;;;;
109.79;105;85;76;91;;;;;
110.42;105;85;76;91;;;;;
111.02;105;85;76;91;;;;;
111.60;105;85;76;91;;;;;
112.24;105;85;76;91;;;;;
112.84;93;74;65;97;;;;;
113.45;93;74;65;97;;;;;
114.07;93;74;65;97;;;;;
114.66;93;74;65;97;;;;;
115.85;93;74;65;97;;;;;
116.39;76;61;55;84;;;;;
116.94;76;61;55;84;;;;;
117.52;76;61;55;84;;;;;
118.09;76;61;55;84;;;;;
118.67;76;61;55;84;;;;;
119.01;81;73;67;119;;;;;
119.58;81;73;67;119;;;;;
120.43;81;73;67;119;;;;;
121.02;81;73;67;119;;;;;
121.71;81;73;67;119;;;;;
122.45;92;82;74;89;;;;;
123.15;92;82;74;89;;;;;
123.86;92;82;74;89;;;;;
124.51;92;82;74;89;;;;;
125.13;92;82;74;89;;;;;
125.74;83;72;65;95;;;;;
126.31;83;72;65;95;;;;;
126.91;83;72;65;95;;;;;
127.49;83;72;65;95;;;;;
128.06;83;72;65;95;;;;;
128.63;82;71;63;103;;;;;
129.24;82;71;63;103;;;;;
129.83;82;71;63;103;;;;;
130.47;82;71;63;103;;;"Custom1";;
131.10;82;71;63;103;;;;;
131.73;85;75;68;97;;;;;
132.35;85;75;68;97;;;;;
132.97;85;75;68;97;;;;;
133.57;85;75;68;97;;;;;
134.15;85;75;68;97;;;;;
134.72;82;72;65;102;;;;;
135.28;82;72;65;102;;;;;
135.84;82;72;65;102;;;;;
136.44;82;72;65;102;;;;;
137.10;82;72;65;102;;;;;
137.77;90;80;71;95;;;;;
138.42;90;80;71;95;;;;;
139.05;90;80;71;95;;;;;
139.68;90;80;71;95;;;;;
140.35;90;80;71;95;;;;;
140.75;;;;;;;"Optimize Signal Quality";;
141.00;90;80;71;94;;;;;
141.72;90;80;71;94;;;;;
142.46;90;80;71;94;;;;;
143.18;90;80;71;94;;;;;
143.91;90;80;71;94;;;;;
144.61;90;80;71;85;;;;;
145.28;90;80;71;85;;;;;
145.73;91;82;74;85;;;;;
146.53;91;82;74;85;;;;;
147.13;91;82;74;85;;;;;
147.72;96;83;75;92;;;;;
148.29;96;83;75;92;;;;;
148.85;96;83;75;92;;;;;
149.40;96;83;75;92;;;;;
149.94;96;83;75;92;;;;;
150.46;97;85;81;109;;;;;
150.98;97;85;81;109;;;;;
151.53;97;85;81;109;;;;;
152.05;97;85;81;109;;;;;
152.51;97;85;81;109;;;;;
152.98;90;77;71;122;;;;;
153.46;90;77;71;122;;;;;
153.95;90;77;71;122;;;;;
154.48;90;77;71;122;;;;;
155.08;90;77;71;122;;;;;
155.95;131;111;97;91;;;;;
156.72;131;111;97;91;;;;;
157.52;131;111;97;91;;;;;
158.40;131;111;97;91;;;;;
159.35;131;111;97;91;;;;;
160.31;;;;;;;"Custom1";;
160.34;139;115;99;66;;;;;
161.33;139;115;99;66;;;;;
