"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
17.43;;;;;;;"Optimize Signal Quality";;
27.43;;;;;;;"Optimize Signal Quality";;
37.43;;;;;;;"Optimize Signal Quality";;
42.82;112;90;79;68;;;;;
43.68;112;90;79;68;;;;;
44.57;112;90;79;68;;;;;
45.48;112;90;79;68;;;;;
46.35;112;90;79;68;;;;;
47.22;112;88;78;68;;;;;
48.15;112;88;78;68;;;;;
49.09;112;88;78;68;;;;;
49.95;112;88;78;68;;;;;
50.78;112;88;78;68;;;;;
51.58;109;86;77;71;;;;;
52.39;109;86;77;71;;;;;
53.24;109;86;77;71;;;;;
54.14;109;86;77;71;;;;;
55.08;109;86;77;71;;;;;
56.02;108;85;75;66;;;;;
56.90;108;85;75;66;;;;;
57.78;108;85;75;66;;;;;
58.69;108;85;75;66;;;;;
59.61;108;85;75;66;;;;;
60.47;105;83;73;67;;;;;
61.30;105;83;73;67;;;;;
62.17;105;83;73;67;;;;;
63.00;105;83;73;67;;;;;
63.81;105;83;73;67;;;;;
64.69;106;84;74;71;;;;;
65.64;106;84;74;71;;;;;
66.61;106;84;74;71;;;;;
67.51;106;84;74;71;;;;;
68.44;106;84;74;71;;;;;
69.36;104;82;72;65;;;;;
70.21;104;82;72;65;;;;;
71.03;104;82;72;65;;;;;
71.91;104;82;72;65;;;;;
72.76;104;82;72;65;;;;;
73.60;104;83;73;70;;;;;
74.50;104;83;73;70;;;;;
75.46;104;83;73;70;;;;;
76.44;104;83;73;70;;;;;
77.37;104;83;73;70;;;;;
78.23;102;81;71;66;;;;;
79.11;102;81;71;66;;;;;
80.01;102;81;71;66;;;;;
80.93;102;81;71;66;;;;;
81.83;102;81;71;66;;;;;
82.65;101;79;70;68;;;;;
83.48;101;79;70;68;;;;;
84.36;101;79;70;68;;;;;
85.28;101;79;70;68;;;;;
86.20;101;79;70;68;;;;;
87.06;102;81;71;68;;;;;
87.93;102;81;71;68;;;;;
88.84;102;81;71;68;;;;;
89.47;;;;;107;78;"internal";;
89.78;102;81;71;68;;;;;
90.69;102;81;71;68;;;;;
91.54;101;80;70;68;;;;;
92.40;101;80;70;68;;;;;
93.28;101;80;70;68;;;;;
94.19;101;80;70;68;;;;;
95.05;101;80;70;68;;;;;
95.91;103;82;71;69;;;;;
96.79;103;82;71;69;;;;;
97.66;103;82;71;69;;;;;
98.46;103;82;71;69;;;;;
99.29;103;82;71;69;;;;;
99.43;;;;;;;"Optimize Signal Quality";;
100.20;103;82;71;70;;;;;
101.12;103;82;71;70;;;;;
102.06;103;82;71;70;;;;;
102.96;103;82;71;70;;;;;
103.80;103;82;71;70;;;;;
104.67;103;82;71;69;;;;;
105.51;103;81;71;69;;;;;
106.42;103;81;71;69;;;;;
107.31;103;81;71;69;;;;;
108.14;103;81;71;69;;;;;
108.98;110;87;77;70;;;;;
109.86;110;87;77;70;;;;;
110.76;110;87;77;70;;;;;
111.63;110;87;77;70;;;;;
112.45;110;87;77;70;;;;;
112.82;;;;;;;"NBPcal";;
113.31;107;87;78;70;;;;;
114.21;107;87;78;70;;;;;
115.13;107;87;78;70;;;;;
115.96;107;87;78;70;;;;;
116.76;107;87;78;70;;;;;
117.58;106;86;77;72;;;;;
118.43;106;86;77;72;;;;;
119.33;106;86;77;72;;;;;
120.20;106;86;77;72;;;;;
121.03;106;86;77;72;;;;;
121.92;107;87;79;69;;;;;
122.83;107;87;79;69;;;;;
123.70;107;87;79;69;;;;;
124.57;107;87;79;69;;;;;
125.46;107;87;79;69;;;;;
126.39;106;86;78;67;;;;;
127.24;106;86;78;67;;;;;
