hr,pat,sbp,dbp
68.37606837606837,0.3350000000000001,109.54916666666668,81.91083333333333
70.79646017699115,0.339,113.39999999999999,85.34666666666668
76.8,0.338,115.48916666666668,87.71166666666666
72.28915662650603,0.33799999999999997,113.9553846153846,88.39083333333333
67.51054852320675,0.304,107.38923076923075,83.84461538461538
73.39449541284404,0.316,102.77357142857143,80.01642857142859
81.49405772495754,0.32599999999999996,101.39071428571428,77.83857142857143
88.23529411764706,0.3291666666666667,100.79692307692306,74.95769230769231
88.12729498164015,0.3228571428571429,102.62099999999998,74.91222222222223
76.23888182973316,0.33083333333333337,103.89833333333333,74.17833333333333
