"Time [s]";"Pressure [mmHg]";
0.00;0.03;
0.01;0.02;
0.02;0.09;
0.03;0.09;
0.04;0.06;
0.05;0.09;
0.06;0.00;
0.07;0.05;
0.08;0.09;
0.09;0.12;
0.10;0.03;
0.11;0.03;
0.12;0.03;
0.13;0.06;
0.14;0.03;
0.15;0.05;
0.16;0.12;
0.17;0.08;
0.18;0.02;
0.19;0.12;
0.20;0.11;
0.21;0.16;
0.22;0.05;
0.23;0.02;
0.24;0.08;
0.25;0.12;
0.26;0.09;
0.27;0.00;
0.28;0.00;
0.29;0.23;
0.30;0.00;
0.31;0.16;
0.32;0.05;
0.33;0.12;
0.34;0.09;
0.35;0.06;
0.36;0.02;
0.37;0.03;
0.38;0.03;
0.39;0.19;
0.40;0.06;
0.41;0.12;
0.42;0.08;
0.43;0.12;
0.44;0.06;
0.45;0.00;
0.46;0.03;
0.47;0.11;
0.48;0.02;
0.49;0.14;
0.50;0.14;
0.51;0.22;
0.52;0.00;
0.53;0.16;
0.54;0.08;
0.55;0.08;
0.56;0.02;
0.57;0.05;
0.58;0.00;
0.59;0.00;
0.60;0.06;
0.61;0.00;
0.62;0.05;
0.63;0.09;
0.64;0.02;
0.65;0.11;
0.66;0.19;
0.67;0.17;
0.68;0.16;
0.69;0.03;
0.70;0.06;
0.71;0.00;
0.72;0.00;
0.73;0.14;
0.74;0.22;
0.75;0.03;
0.76;0.09;
0.77;0.16;
0.78;0.02;
0.79;0.09;
0.80;0.05;
0.81;0.06;
0.82;0.06;
0.83;0.05;
0.84;0.20;
0.85;0.09;
0.86;0.06;
0.87;0.06;
0.88;0.09;
0.89;0.12;
0.90;0.06;
0.91;0.16;
0.92;0.16;
0.93;0.11;
0.94;0.05;
0.95;0.00;
0.96;0.14;
0.97;0.11;
0.98;0.09;
0.99;0.20;
1.00;0.23;
1.01;0.08;
1.02;0.00;
1.03;0.12;
1.04;0.14;
1.05;0.27;
1.06;0.16;
1.07;0.00;
1.08;0.09;
1.09;0.09;
1.10;0.05;
1.11;0.00;
1.12;0.23;
1.13;0.02;
1.14;0.09;
1.15;0.09;
1.16;0.09;
1.17;0.12;
1.18;0.08;
1.19;0.02;
1.20;0.00;
1.21;0.03;
1.22;0.03;
1.23;0.00;
1.24;0.11;
1.25;0.06;
1.26;0.08;
1.27;0.09;
1.28;0.09;
1.29;0.00;
1.30;0.20;
1.31;0.03;
1.32;0.09;
1.33;0.09;
1.34;0.16;
1.35;0.09;
1.36;0.11;
1.37;0.17;
1.38;0.02;
1.39;0.12;
1.40;0.05;
1.41;0.12;
1.42;0.08;
1.43;0.14;
1.44;0.16;
1.45;0.00;
1.46;0.08;
1.47;0.11;
1.48;0.00;
1.49;0.02;
1.50;0.05;
1.51;0.02;
1.52;0.14;
1.53;0.06;
1.54;0.23;
1.55;0.09;
1.56;0.09;
1.57;0.00;
1.58;0.09;
1.59;0.00;
1.60;0.14;
1.61;0.16;
1.62;0.17;
1.63;0.00;
1.64;0.09;
1.65;0.14;
1.66;0.00;
1.67;0.14;
1.68;0.06;
1.69;0.03;
1.70;0.09;
1.71;0.12;
1.72;0.11;
1.73;0.11;
1.74;0.08;
1.75;0.09;
1.76;0.11;
1.77;0.20;
1.78;0.08;
1.79;0.20;
1.80;0.09;
1.81;0.23;
1.82;0.12;
1.83;0.22;
1.84;0.11;
1.85;0.20;
1.86;0.17;
1.87;0.16;
1.88;0.19;
1.89;0.14;
1.90;0.12;
1.91;0.05;
1.92;0.22;
1.93;0.12;
1.94;0.19;
1.95;0.09;
1.96;0.09;
1.97;0.00;
1.98;0.05;
1.99;0.05;
2.00;0.11;
2.01;0.14;
2.02;0.12;
2.03;0.06;
2.04;0.09;
2.05;0.06;
2.06;0.08;
2.07;0.14;
2.08;0.12;
2.09;0.16;
2.10;0.28;
2.11;0.22;
2.12;0.16;
2.13;0.00;
2.14;0.30;
2.15;0.17;
2.16;0.25;
2.17;0.27;
2.18;0.14;
2.19;0.05;
2.20;0.12;
2.21;0.19;
2.22;0.08;
2.23;0.14;
2.24;0.03;
2.25;0.25;
2.26;0.19;
2.27;0.08;
2.28;0.12;
2.29;0.12;
2.30;0.05;
2.31;0.03;
2.32;0.19;
2.33;0.02;
2.34;0.16;
2.35;0.11;
2.36;0.08;
2.37;0.06;
2.38;0.16;
2.39;0.00;
2.40;0.16;
2.41;0.23;
2.42;0.19;
2.43;0.05;
2.44;0.00;
2.45;0.06;
2.46;0.03;
2.47;0.23;
2.48;0.00;
2.49;0.06;
2.50;0.16;
2.51;0.14;
2.52;0.16;
2.53;0.08;
2.54;0.06;
2.55;0.22;
2.56;0.06;
