"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
17.08;;;;;;;"User Request Change Finger";;
17.11;;;;;;;"Changed Finger";;
37.94;;;;;;;"Optimize Signal Quality";;
48.94;;;;;;;"Optimize Signal Quality";;
57.94;;;;;;;"Optimize Signal Quality";;
62.73;93;83;72;77;;;;;
63.49;93;83;72;77;;;;;
64.26;93;83;72;77;;;;;
65.01;93;83;72;77;;;;;
65.75;93;83;72;77;;;;;
66.45;98;82;74;81;;;;;
67.20;98;82;74;81;;;;;
68.09;98;82;74;81;;;;;
69.04;98;82;74;81;;;;;
69.85;98;82;74;81;;;;;
70.61;99;81;73;74;;;;;
71.37;99;81;73;74;;;;;
72.16;99;81;73;74;;;;;
72.95;99;81;73;74;;;;;
73.67;99;81;73;74;;;;;
74.39;96;78;70;81;;;;;
75.12;96;78;70;81;;;;;
75.88;96;78;70;81;;;;;
76.67;96;78;70;81;;;;;
77.40;96;78;70;81;;;;;
78.16;96;78;70;80;;;;;
78.92;96;78;70;80;;;;;
79.75;96;78;70;80;;;;;
80.61;96;78;70;80;;;;;
81.39;96;78;70;80;;;;;
82.15;96;78;70;76;;;;;
82.93;96;78;70;76;;;;;
83.77;96;78;70;76;;;;;
84.58;96;78;70;76;;;;;
85.32;96;78;70;76;;;;;
86.08;95;77;69;77;;;;;
86.87;95;77;69;77;;;;;
87.67;95;77;69;77;;;;;
88.40;95;77;69;77;;;;;
89.15;95;77;69;77;;;;;
89.89;95;79;70;80;;;;;
90.66;95;79;70;80;;;;;
91.45;95;79;70;80;;;;;
92.17;95;79;70;80;;;;;
92.92;95;79;70;80;;;;;
93.69;99;81;73;79;;;;;
94.52;99;81;73;79;;;;;
95.31;99;81;73;79;;;;;
96.03;99;81;73;79;;;;;
96.78;99;81;73;79;;;;;
97.53;97;79;70;79;;;;;
98.30;97;79;70;79;;;;;
