hr,pat,sbp,dbp
68.57142857142857,0.331,120.54083333333335,82.35083333333334
69.97084548104957,0.33,125.15666666666665,86.99583333333334
75.37688442211055,0.33,127.32,89.42333333333333
70.07299270072993,0.33799999999999997,127.62249999999999,90.99833333333333
65.3061224489796,0.32499999999999996,121.82461538461538,88.8546153846154
70.25761124121782,0.3066666666666667,117.426,86.67999999999999
77.72020725388602,0.3133333333333333,117.53285714285713,86.12285714285713
86.95652173913042,0.31928571428571434,119.22384615384615,84.88692307692307
92.66409266409266,0.3171428571428571,121.83800000000001,82.973
78.94736842105263,0.3,124.08833333333332,82.37333333333333
