"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
19.37;;;;;;;"Optimize Signal Quality";;
30.37;;;;;;;"Optimize Signal Quality";;
40.37;;;;;;;"Optimize Signal Quality";;
46.10;123;92;79;71;;;;;
47.07;123;92;79;71;;;;;
47.96;123;92;79;71;;;;;
48.79;123;92;79;71;;;;;
49.63;123;92;79;71;;;;;
50.52;120;91;79;70;;;;;
51.46;120;91;79;70;;;;;
52.39;120;91;79;70;;;;;
53.25;120;91;79;70;;;;;
54.12;120;91;79;70;;;;;
55.03;119;90;78;67;;;;;
55.97;119;90;78;67;;;;;
56.88;119;90;78;67;;;;;
57.72;119;90;78;67;;;;;
58.60;119;90;78;67;;;;;
59.53;119;90;78;67;;;;;
60.49;119;90;78;67;;;;;
61.41;119;90;78;67;;;;;
62.30;119;90;78;67;;;;;
63.21;119;90;78;67;;;;;
64.15;116;87;75;65;;;;;
65.08;116;87;75;65;;;;;
65.95;116;87;75;65;;;;;
66.83;116;87;75;65;;;;;
67.75;116;87;75;65;;;;;
68.69;114;85;74;65;;;;;
69.56;114;85;74;65;;;;;
70.42;114;85;74;65;;;;;
71.32;114;85;74;65;;;;;
72.24;114;85;74;65;;;;;
73.12;113;85;74;67;;;;;
73.96;113;85;74;67;;;;;
74.83;113;85;74;67;;;;;
75.73;113;85;74;67;;;;;
76.66;113;85;74;67;;;;;
77.52;113;84;74;68;;;;;
78.36;113;84;74;68;;;;;
79.24;113;84;74;68;;;;;
80.14;113;84;74;68;;;;;
81.04;113;84;74;68;;;;;
81.88;112;83;72;69;;;;;
82.74;112;83;72;69;;;;;
83.63;112;83;72;69;;;;;
84.55;112;83;72;69;;;;;
85.42;112;83;72;69;;;;;
86.24;111;82;71;70;;;;;
87.10;111;82;71;70;;;;;
87.99;111;82;71;70;;;;;
88.88;111;82;71;70;;;;;
89.71;111;82;71;70;;;;;
90.55;112;84;72;70;;;;;
91.45;112;84;72;70;;;;;
92.39;112;84;72;70;;;;;
93.26;112;84;72;70;;;;;
93.99;;;;;116;77;"internal";;
94.09;112;84;72;70;;;;;
94.97;113;83;71;69;;;;;
95.86;113;83;71;69;;;;;
96.75;113;83;71;69;;;;;
97.58;113;83;71;69;;;;;
98.43;113;83;71;69;;;;;
99.31;112;83;71;69;;;;;
100.22;112;83;71;69;;;;;
101.08;112;83;71;69;;;;;
101.89;112;83;71;69;;;;;
102.72;112;83;71;69;;;;;
103.59;111;83;71;70;;;;;
104.37;;;;;;;"Optimize Signal Quality";;
104.51;111;83;71;70;;;;;
105.44;111;83;71;70;;;;;
106.26;111;83;71;70;;;;;
107.05;111;83;71;70;;;;;
107.82;111;83;71;74;;;;;
108.59;111;83;71;74;;;;;
109.33;111;83;71;74;;;;;
