"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
19.57;;;;;;;"Optimize Signal Quality";;
29.57;;;;;;;"Optimize Signal Quality";;
40.57;;;;;;;"Optimize Signal Quality";;
46.55;114;88;66;70;;;;;
47.46;114;88;66;70;;;;;
48.29;114;88;66;70;;;;;
49.15;114;88;66;70;;;;;
50.02;114;88;66;70;;;;;
50.86;116;82;69;70;;;;;
51.69;116;82;69;70;;;;;
52.48;116;82;69;70;;;;;
53.27;116;82;69;70;;;;;
54.08;116;82;69;70;;;;;
54.92;120;86;72;73;;;;;
55.81;120;86;72;73;;;;;
56.70;120;86;72;73;;;;;
57.59;120;86;72;73;;;;;
58.52;120;86;72;73;;;;;
59.45;117;84;69;66;;;;;
60.39;117;84;69;66;;;;;
61.28;117;84;69;66;;;;;
62.11;117;84;69;66;;;;;
62.95;117;84;69;66;;;;;
63.79;110;79;65;70;;;;;
64.63;110;79;65;70;;;;;
65.49;110;79;65;70;;;;;
66.36;110;79;65;70;;;;;
67.14;110;79;65;70;;;;;
67.92;113;83;69;74;;;;;
68.69;113;83;69;74;;;;;
69.49;113;83;69;74;;;;;
70.34;113;83;69;74;;;;;
71.22;113;83;69;74;;;;;
72.13;116;86;72;69;;;;;
72.99;116;86;72;69;;;;;
73.85;116;86;72;69;;;;;
74.73;116;86;72;69;;;;;
75.60;116;86;72;69;;;;;
76.39;111;81;68;71;;;;;
77.13;111;81;68;71;;;;;
77.87;111;81;68;71;;;;;
78.62;111;81;68;71;;;;;
79.41;111;81;68;71;;;;;
80.21;115;85;71;76;;;;;
81.04;115;85;71;76;;;;;
81.86;115;85;71;76;;;;;
82.68;115;85;71;76;;;;;
83.53;115;85;71;76;;;;;
84.42;115;86;72;71;;;;;
85.32;115;86;72;71;;;;;
86.26;115;86;72;71;;;;;
87.19;115;86;72;71;;;;;
88.05;115;86;72;71;;;;;
88.86;110;78;65;70;;;;;
89.64;110;78;65;70;;;;;
90.47;110;78;65;70;;;;;
91.34;110;78;65;70;;;;;
92.24;110;78;65;70;;;;;
93.10;111;80;67;69;;;;;
93.96;111;80;67;69;;;;;
94.84;111;80;67;69;;;;;
95.76;111;80;67;69;;;;;
96.70;111;80;67;69;;;;;
97.60;111;79;65;66;;;;;
98.40;111;79;65;66;;;;;
99.14;111;79;65;66;;;;;
99.86;111;79;65;66;;;;;
100.60;111;79;65;66;;;;;
101.40;117;90;76;77;;;;;
102.27;117;90;76;77;;;;;
103.16;117;90;76;77;;;;;
104.05;117;90;76;77;;;;;
104.91;117;90;76;77;;;;;
105.51;;;;;141;92;"internal";;
105.72;118;90;75;71;;;;;
106.58;118;90;75;71;;;;;
107.46;118;90;75;71;;;;;
108.28;118;90;75;71;;;;;
109.07;118;90;75;71;;;;;
109.84;113;83;68;75;;;;;
110.63;113;83;68;75;;;;;
111.42;113;83;68;75;;;;;
112.21;113;83;68;75;;;;;
112.98;113;83;68;75;;;;;
113.77;114;84;69;76;;;;;
114.60;114;84;69;76;;;;;
115.47;114;84;69;76;;;;;
115.57;;;;;;;"Optimize Signal Quality";;
116.41;114;84;69;76;;;;;
117.27;114;84;69;76;;;;;
118.10;114;84;69;72;;;;;
118.95;114;84;69;72;;;;;
119.81;114;84;69;72;;;;;
120.63;114;84;69;72;;;;;
121.38;114;83;68;72;;;;;
122.16;115;83;68;75;;;;;
122.97;115;83;68;75;;;;;
123.83;115;83;68;75;;;;;
124.73;115;83;68;75;;;;;
125.64;115;83;68;75;;;;;
126.48;112;79;67;69;;;;;
127.26;112;79;67;69;;;;;
128.02;112;79;67;69;;;;;
128.45;;;;;;;"NBPman";;
128.79;142;107;93;76;;;;;
129.57;142;107;93;76;;;;;
130.39;142;107;93;76;;;;;
131.25;142;107;93;76;;;;;
132.13;142;107;93;76;;;;;
132.99;142;109;94;71;;;;;
133.85;142;109;94;71;;;;;
134.71;142;109;94;71;;;;;
135.61;142;109;94;71;;;;;
136.52;142;109;94;71;;;;;
137.37;137;102;88;69;;;;;
