"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
17.86;;;;;;;"Optimize Signal Quality";;
27.86;;;;;;;"Optimize Signal Quality";;
36.86;;;;;;;"Optimize Signal Quality";;
41.47;114;90;79;85;;;;;
42.11;114;90;79;85;;;;;
42.79;114;90;79;85;;;;;
43.44;114;90;79;85;;;;;
44.07;114;90;79;85;;;;;
44.72;112;88;77;91;;;;;
45.36;112;88;77;91;;;;;
46.01;112;88;77;91;;;;;
46.63;112;88;77;91;;;;;
47.26;112;88;77;91;;;;;
47.90;109;86;74;94;;;;;
48.53;109;86;74;94;;;;;
49.14;109;86;74;94;;;;;
49.76;109;86;74;94;;;;;
50.39;109;86;74;94;;;;;
51.03;111;88;76;95;;;;;
51.68;111;88;76;95;;;;;
52.33;111;88;76;95;;;;;
53.00;111;88;76;95;;;;;
53.71;111;88;76;95;;;;;
54.43;109;84;74;87;;;;;
55.14;109;84;74;87;;;;;
55.81;109;84;74;87;;;;;
56.46;109;84;74;87;;;;;
57.10;109;84;74;87;;;;;
57.72;106;81;70;93;;;;;
58.32;106;81;70;93;;;;;
58.94;106;81;70;93;;;;;
59.56;106;81;70;93;;;;;
60.18;106;81;70;93;;;;;
60.81;110;87;77;97;;;;;
61.41;110;87;77;97;;;;;
62.02;110;87;77;97;;;;;
62.66;110;87;77;97;;;;;
63.32;110;87;77;97;;;;;
63.98;114;90;78;92;;;;;
64.67;114;90;78;92;;;;;
65.31;114;90;78;92;;;;;
65.97;114;90;78;92;;;;;
66.60;114;90;78;92;;;;;
67.21;105;80;70;94;;;;;
67.81;105;80;70;94;;;;;
68.39;105;80;70;94;;;;;
68.98;105;80;70;94;;;;;
69.56;105;80;70;94;;;;;
70.14;107;83;72;102;;;;;
70.75;107;83;72;102;;;;;
71.34;107;83;72;102;;;;;
72.02;107;83;72;102;;;;;
72.75;107;83;72;102;;;;;
73.52;112;89;76;85;;;;;
74.29;112;89;76;85;;;;;
74.98;112;89;76;85;;;;;
75.04;;;;;113;74;"internal";;
75.61;112;89;76;85;;;;;
76.21;112;89;76;85;;;;;
