"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
20.08;;;;;;;"Optimize Signal Quality";;
30.08;;;;;;;"Optimize Signal Quality";;
40.08;;;;;;;"Optimize Signal Quality";;
43.77;96;84;78;89;;;;;
44.42;96;84;78;89;;;;;
45.03;96;84;78;89;;;;;
45.63;96;84;78;89;;;;;
46.22;96;84;78;89;;;;;
46.82;96;83;77;97;;;;;
47.43;96;83;77;97;;;;;
48.05;96;83;77;97;;;;;
48.70;96;83;77;97;;;;;
49.36;96;83;77;97;;;;;
49.99;98;85;79;95;;;;;
50.63;98;85;79;95;;;;;
51.28;98;85;79;95;;;;;
51.94;98;85;79;95;;;;;
52.61;98;85;79;95;;;;;
53.26;96;83;77;92;;;;;
53.89;96;83;77;92;;;;;
54.52;96;83;77;92;;;;;
55.13;96;83;77;92;;;;;
55.73;96;83;77;92;;;;;
56.33;92;79;73;98;;;;;
56.94;92;79;73;98;;;;;
57.56;92;79;73;98;;;;;
58.18;92;79;73;98;;;;;
58.81;92;79;73;98;;;;;
59.43;94;82;76;97;;;;;
60.08;94;82;76;97;;;;;
60.79;94;82;76;97;;;;;
61.52;94;82;76;97;;;;;
62.24;94;82;76;97;;;;;
62.94;93;80;74;85;;;;;
63.61;93;80;74;85;;;;;
64.26;93;80;74;85;;;;;
64.90;93;80;74;85;;;;;
65.53;93;80;74;85;;;;;
66.14;90;77;71;95;;;;;
66.75;90;77;71;95;;;;;
67.38;90;77;71;95;;;;;
68.01;90;77;71;95;;;;;
68.66;90;77;71;95;;;;;
69.36;94;83;76;91;;;;;
70.12;94;83;76;91;;;;;
70.86;94;83;76;91;;;;;
71.54;94;83;76;91;;;;;
72.23;94;83;76;91;;;;;
72.91;92;80;74;87;;;;;
73.58;92;80;74;87;;;;;
74.23;92;80;74;87;;;;;
74.88;92;80;74;87;;;;;
75.51;92;80;74;87;;;;;
76.14;90;77;71;93;;;;;
76.78;90;77;71;93;;;;;
77.40;90;77;71;93;;;;;
78.00;90;77;71;93;;;;;
78.60;90;77;71;93;;;;;
79.22;90;78;72;98;;;;;
79.84;90;78;72;98;;;;;
80.48;90;78;72;98;;;;;
81.13;90;78;72;98;;;;;
