"Time [s]";"Pressure [mmHg]";
0.00;0.12;
0.01;0.00;
0.02;0.06;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.09;
0.09;0.00;
0.10;0.00;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.00;
0.16;0.00;
0.17;0.00;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.02;
0.26;0.00;
0.27;0.12;
0.28;0.00;
0.29;0.00;
0.30;0.00;
0.31;0.00;
0.32;0.00;
0.33;0.00;
0.34;0.00;
0.35;0.00;
0.36;0.00;
0.37;0.00;
0.38;0.00;
0.39;0.00;
0.40;0.00;
0.41;0.02;
0.42;0.00;
0.43;0.00;
0.44;0.02;
0.45;0.00;
0.46;0.00;
0.47;0.00;
0.48;0.00;
0.49;0.00;
0.50;0.00;
0.51;0.00;
0.52;0.00;
0.53;0.00;
0.54;0.00;
0.55;0.00;
0.56;0.00;
0.57;0.00;
0.58;0.00;
0.59;0.00;
0.60;0.05;
0.61;0.00;
0.62;0.00;
0.63;0.00;
0.64;0.00;
0.65;0.00;
0.66;0.00;
0.67;0.00;
0.68;0.00;
0.69;0.06;
0.70;0.06;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.00;
0.83;0.06;
0.84;0.00;
0.85;0.06;
0.86;0.00;
0.87;0.00;
0.88;0.00;
0.89;0.00;
0.90;0.00;
0.91;0.00;
0.92;0.00;
0.93;0.05;
0.94;0.00;
0.95;0.03;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.05;
1.04;0.00;
1.05;0.00;
1.06;0.08;
1.07;0.00;
1.08;0.00;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.06;
1.15;0.00;
1.16;0.02;
1.17;0.00;
1.18;0.06;
1.19;0.00;
1.20;0.00;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.06;
1.25;0.00;
1.26;0.00;
1.27;0.03;
1.28;0.00;
1.29;0.00;
1.30;0.00;
1.31;0.09;
1.32;0.00;
1.33;0.00;
1.34;0.00;
1.35;0.00;
1.36;0.02;
1.37;0.00;
1.38;0.00;
1.39;0.05;
1.40;0.03;
1.41;0.14;
1.42;0.00;
1.43;0.00;
1.44;0.00;
1.45;0.00;
1.46;0.00;
1.47;0.00;
1.48;0.00;
1.49;0.00;
1.50;0.02;
1.51;0.00;
1.52;0.00;
1.53;0.06;
1.54;0.00;
1.55;0.00;
1.56;0.00;
1.57;0.00;
1.58;0.11;
1.59;0.00;
1.60;0.00;
1.61;0.00;
1.62;0.08;
1.63;0.00;
1.64;0.00;
1.65;0.02;
1.66;0.03;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.00;
1.74;0.00;
1.75;0.00;
1.76;0.00;
1.77;0.00;
1.78;0.00;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.08;
1.83;0.03;
1.84;0.05;
1.85;0.00;
1.86;0.00;
1.87;0.00;
1.88;0.00;
1.89;0.03;
1.90;0.02;
1.91;0.00;
1.92;0.03;
1.93;0.05;
1.94;0.03;
1.95;0.00;
1.96;0.05;
1.97;0.00;
1.98;0.00;
1.99;0.00;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.09;
2.04;0.06;
2.05;0.08;
2.06;0.12;
2.07;0.06;
2.08;0.03;
2.09;0.03;
2.10;0.06;
2.11;0.02;
2.12;0.00;
2.13;0.00;
2.14;0.00;
2.15;0.00;
2.16;0.08;
2.17;0.08;
2.18;0.00;
2.19;0.00;
2.20;0.05;
2.21;0.03;
2.22;0.02;
2.23;0.03;
2.24;0.05;
2.25;0.00;
2.26;0.09;
2.27;0.00;
2.28;0.03;
2.29;0.08;
2.30;0.06;
2.31;0.03;
2.32;0.00;
2.33;0.00;
2.34;0.00;
2.35;0.06;
2.36;0.06;
2.37;0.00;
2.38;0.11;
2.39;0.11;
2.40;0.02;
2.41;0.02;
2.42;0.03;
2.43;0.00;
2.44;0.00;
2.45;0.19;
2.46;0.02;
2.47;0.00;
2.48;0.00;
2.49;0.00;
2.50;0.00;
2.51;0.00;
2.52;0.00;
2.53;0.00;
2.54;0.00;
2.55;0.03;
2.56;0.09;
2.57;0.00;
2.58;0.05;
2.59;0.00;
2.60;0.02;
2.61;0.03;
2.62;0.00;
2.63;0.02;
2.64;0.00;
2.65;0.06;
2.66;0.00;
2.67;0.02;
2.68;0.00;
2.69;0.00;
2.70;0.00;
2.71;0.00;
2.72;0.00;
2.73;0.00;
2.74;0.00;
2.75;0.00;
2.76;0.00;
2.77;0.00;
2.78;0.09;
2.79;0.25;
2.80;0.03;
2.81;0.00;
2.82;0.00;
2.83;0.00;
2.84;0.00;
2.85;0.00;
2.86;0.00;
2.87;0.06;
2.88;0.00;
2.89;0.00;
2.90;0.00;
2.91;0.00;
2.92;0.00;
2.93;0.02;
2.94;0.00;
2.95;0.00;
2.96;10.73;
2.97;23.39;
2.98;35.86;
2.99;46.28;
3.00;54.41;
3.01;62.27;
3.02;69.53;
3.03;76.16;
3.04;82.31;
3.05;87.91;
3.06;92.64;
3.07;95.64;
3.08;97.94;
3.09;100.58;
3.10;102.56;
3.11;105.92;
3.12;109.83;
3.13;113.50;
3.14;116.89;
3.15;120.62;
3.16;124.77;
3.17;129.25;
3.18;133.89;
3.19;138.05;
3.20;142.22;
3.21;145.52;
3.22;148.47;
3.23;150.97;
3.24;152.84;
3.25;154.45;
3.26;155.39;
3.27;156.42;
3.28;157.09;
3.29;157.75;
3.30;157.98;
3.31;158.27;
3.32;158.39;
3.33;158.72;
3.34;158.88;
3.35;159.05;
3.36;158.97;
3.37;159.03;
3.38;159.06;
3.39;159.23;
3.40;159.25;
3.41;159.39;
3.42;159.31;
3.43;159.31;
3.44;159.30;
3.45;159.33;
3.46;159.47;
3.47;159.53;
3.48;159.42;
3.49;159.47;
3.50;159.58;
3.51;159.58;
3.52;159.48;
3.53;159.75;
3.54;159.77;
3.55;159.69;
3.56;159.80;
3.57;159.59;
3.58;159.61;
3.59;159.53;
3.60;159.44;
3.61;159.34;
3.62;159.44;
3.63;159.41;
3.64;159.39;
3.65;159.31;
3.66;159.34;
3.67;159.34;
3.68;159.34;
3.69;159.28;
3.70;159.42;
3.71;159.25;
3.72;159.22;
3.73;159.25;
3.74;159.06;
3.75;158.94;
3.76;159.00;
3.77;159.03;
3.78;159.02;
3.79;159.05;
3.80;159.00;
3.81;158.95;
3.82;158.92;
3.83;158.92;
3.84;158.98;
3.85;159.00;
3.86;159.05;
3.87;159.03;
3.88;159.03;
3.89;159.11;
3.90;159.05;
3.91;159.06;
3.92;159.03;
3.93;159.05;
3.94;159.02;
3.95;158.95;
3.96;159.05;
3.97;159.05;
3.98;158.91;
3.99;158.86;
4.00;158.84;
4.01;158.84;
4.02;158.84;
4.03;158.72;
4.04;158.73;
4.05;158.80;
4.06;158.72;
4.07;158.80;
4.08;158.84;
4.09;158.86;
4.10;158.84;
4.11;158.81;
4.12;158.58;
4.13;158.58;
4.14;158.53;
4.15;158.42;
4.16;158.48;
4.17;158.42;
4.18;158.36;
4.19;158.34;
4.20;158.23;
4.21;158.33;
4.22;158.42;
4.23;158.31;
4.24;158.34;
4.25;158.16;
4.26;158.25;
4.27;158.34;
4.28;158.34;
4.29;158.19;
4.30;158.23;
4.31;158.11;
4.32;158.14;
4.33;158.09;
4.34;158.20;
4.35;158.08;
4.36;158.20;
4.37;158.16;
4.38;158.12;
4.39;158.20;
4.40;158.11;
4.41;158.11;
4.42;158.22;
4.43;158.11;
4.44;158.14;
4.45;158.06;
4.46;157.91;
4.47;158.06;
4.48;158.08;
4.49;157.97;
4.50;158.17;
4.51;158.05;
4.52;157.91;
4.53;157.98;
4.54;157.88;
4.55;157.88;
4.56;157.92;
4.57;157.92;
4.58;158.02;
4.59;158.00;
4.60;158.00;
4.61;157.89;
4.62;157.94;
4.63;157.89;
4.64;157.83;
4.65;157.81;
4.66;157.70;
4.67;157.89;
4.68;157.77;
4.69;157.69;
4.70;157.64;
4.71;157.64;
4.72;157.75;
4.73;157.62;
4.74;157.62;
4.75;157.66;
4.76;157.53;
4.77;157.55;
4.78;157.66;
4.79;157.70;
4.80;157.61;
4.81;157.50;
4.82;157.67;
4.83;157.64;
4.84;157.55;
4.85;157.52;
4.86;157.55;
