"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
18.94;;;;;;;"Optimize Signal Quality";;
29.94;;;;;;;"Optimize Signal Quality";;
40.94;;;;;;;"Optimize Signal Quality";;
46.96;116;90;77;68;;;;;
47.85;116;90;77;68;;;;;
48.76;116;90;77;68;;;;;
49.63;116;90;77;68;;;;;
50.55;116;90;77;68;;;;;
51.50;114;88;77;65;;;;;
52.42;114;88;77;65;;;;;
53.33;114;88;77;65;;;;;
54.28;114;88;77;65;;;;;
55.20;114;88;77;65;;;;;
56.06;112;87;76;67;;;;;
56.94;112;87;76;67;;;;;
57.80;112;87;76;67;;;;;
58.68;112;87;76;67;;;;;
59.63;112;87;76;67;;;;;
60.57;112;86;75;65;;;;;
61.45;112;86;75;65;;;;;
62.34;112;86;75;65;;;;;
63.28;112;86;75;65;;;;;
64.23;112;86;75;65;;;;;
65.10;108;82;72;66;;;;;
65.95;108;82;72;66;;;;;
66.82;108;82;72;66;;;;;
67.72;108;82;72;66;;;;;
68.61;108;82;72;66;;;;;
69.46;107;82;71;69;;;;;
70.31;107;82;71;69;;;;;
71.23;107;82;71;69;;;;;
72.18;107;82;71;69;;;;;
73.07;107;82;71;69;;;;;
73.97;107;80;69;67;;;;;
74.89;107;80;69;67;;;;;
75.81;107;80;69;67;;;;;
76.66;107;80;69;67;;;;;
77.51;107;80;69;67;;;;;
78.41;106;79;68;68;;;;;
79.31;106;79;68;68;;;;;
80.14;106;79;68;68;;;;;
81.00;106;79;68;68;;;;;
81.86;106;79;68;68;;;;;
82.70;106;81;69;70;;;;;
83.52;106;81;69;70;;;;;
84.29;106;81;69;70;;;;;
85.08;106;81;69;70;;;;;
85.92;106;81;69;70;;;;;
86.81;105;79;68;71;;;;;
87.70;105;79;68;71;;;;;
88.53;105;79;68;71;;;;;
89.36;105;79;68;71;;;;;
90.22;105;79;68;71;;;;;
91.08;102;77;66;70;;;;;
91.90;102;77;66;70;;;;;
92.70;102;77;66;70;;;;;
93.56;102;77;66;70;;;;;
94.11;;;;;109;77;"internal";;
94.45;102;77;66;70;;;;;
95.32;103;78;67;70;;;;;
96.15;103;78;67;70;;;;;
97.02;103;78;67;70;;;;;
97.92;103;78;67;70;;;;;
98.80;103;78;67;70;;;;;
99.64;100;76;65;70;;;;;
100.47;100;76;65;70;;;;;
101.32;100;76;65;70;;;;;
102.15;100;76;65;70;;;;;
102.93;100;76;65;70;;;;;
103.69;101;77;66;75;;;;;
104.47;101;77;66;75;;;;;
104.94;;;;;;;"Optimize Signal Quality";;
105.35;101;77;66;75;;;;;
106.25;101;77;66;75;;;;;
107.10;101;77;66;75;;;;;
107.92;101;77;66;72;;;;;
108.78;101;77;66;72;;;;;
109.64;101;77;66;72;;;;;
110.49;101;77;66;72;;;;;
111.24;102;78;67;72;;;;;
112.07;112;85;73;74;;;;;
112.93;112;85;73;74;;;;;
113.78;112;85;73;74;;;;;
114.57;112;85;73;74;;;;;
115.35;112;85;73;74;;;;;
116.16;118;91;79;75;;;;;
117.00;118;91;79;75;;;;;
117.80;118;91;79;75;;;;;
118.31;;;;;;;"NBPcal";;
118.58;109;87;78;75;;;;;
119.40;109;87;78;75;;;;;
120.24;109;87;78;75;;;;;
121.11;109;87;78;75;;;;;
121.94;109;87;78;75;;;;;
122.73;105;84;75;74;;;;;
123.55;105;84;75;74;;;;;
124.38;105;84;75;74;;;;;
125.16;105;84;75;74;;;;;
125.91;105;84;75;74;;;;;
126.69;104;84;75;76;;;;;
127.51;104;84;75;76;;;;;
128.37;104;84;75;76;;;;;
129.20;104;84;75;76;;;;;
130.02;104;84;75;76;;;;;
130.87;105;84;75;72;;;;;
131.76;105;84;75;72;;;;;
132.59;105;84;75;72;;;;;
133.36;105;84;75;72;;;;;
134.15;105;84;75;72;;;;;
134.98;103;82;73;74;;;;;
135.84;103;82;73;74;;;;;
136.66;103;82;73;74;;;;;
137.46;103;82;73;74;;;;;
138.31;103;82;73;74;;;;;
139.20;103;83;73;70;;;;;
140.08;103;83;73;70;;;;;
140.90;103;83;73;70;;;;;
141.76;103;83;73;70;;;;;
142.65;103;83;73;70;;;;;
143.53;101;81;72;69;;;;;
144.35;101;81;72;69;;;;;
145.16;101;81;72;69;;;;;
146.02;101;81;72;69;;;;;
146.90;101;81;72;69;;;;;
146.94;;;;;;;"Optimize Signal Quality";;
147.74;101;81;72;70;;;;;
148.49;101;81;72;70;;;;;
149.24;101;81;72;70;;;;;
149.98;101;81;72;70;;;;;
150.79;101;81;72;70;;;;;
151.59;101;81;72;76;;;;;
152.32;103;83;74;76;;;;;
153.12;103;83;74;76;;;;;
153.96;103;83;74;76;;;;;
154.82;103;83;74;76;;;;;
155.62;110;86;76;74;;;;;
156.40;110;86;76;74;;;;;
157.20;110;86;76;74;;;;;
158.04;110;86;76;74;;;;;
158.88;110;86;76;74;;;;;
159.67;109;87;77;74;;;;;
160.47;109;87;77;74;;;;;
161.30;109;87;77;74;;;;;
162.11;109;87;77;74;;;;;
162.86;109;87;77;74;;;;;
163.63;110;89;80;76;;;;;
164.45;110;89;80;76;;;;;
165.31;110;89;80;76;;;;;
166.15;110;89;80;76;;;;;
166.89;110;89;80;76;;;;;
167.65;109;89;80;77;;;;;
168.41;109;89;80;77;;;;;
169.20;109;89;80;77;;;;;
170.01;109;89;80;77;;;;;
170.82;109;89;80;77;;;;;
171.58;104;85;77;76;;;;;
172.28;104;85;77;76;;;;;
173.00;104;85;77;76;;;;;
173.73;104;85;77;76;;;;;
174.49;104;85;77;76;;;;;
175.29;108;89;80;79;;;;;
176.04;108;89;80;79;;;;;
176.86;108;89;80;79;;;;;
177.69;108;89;80;79;;;;;
178.56;108;89;80;79;;;;;
179.45;112;92;82;71;;;;;
180.34;112;92;82;71;;;;;
181.21;112;92;82;71;;;;;
182.07;112;92;82;71;;;;;
182.89;112;92;82;71;;;;;
183.67;106;86;78;73;;;;;
184.43;106;86;78;73;;;;;
185.21;106;86;78;73;;;;;
185.99;106;86;78;73;;;;;
186.78;106;86;78;73;;;;;
187.60;110;91;83;75;;;;;
187.94;;;;;;;"Optimize Signal Quality";;
188.47;110;91;83;75;;;;;
189.30;110;91;83;75;;;;;
190.05;110;91;83;75;;;;;
190.80;110;91;83;75;;;;;
191.56;110;91;83;78;;;;;
192.36;110;91;83;78;;;;;
193.14;110;91;83;78;;;;;
193.86;110;91;83;78;;;;;
194.65;110;91;83;78;;;;;
195.47;118;98;88;77;;;;;
196.29;118;98;88;77;;;;;
197.14;118;98;88;77;;;;;
198.00;118;98;88;77;;;;;
198.81;118;98;88;77;;;;;
199.66;118;96;86;72;;;;;
200.55;118;96;86;72;;;;;
201.47;118;96;86;72;;;;;
202.42;118;96;86;72;;;;;
203.34;118;96;86;72;;;;;
204.21;111;89;79;67;;;;;
205.10;111;89;79;67;;;;;
205.95;111;89;79;67;;;;;
206.79;111;89;79;67;;;;;
207.56;111;89;79;67;;;;;
208.32;105;84;75;75;;;;;
209.11;105;84;75;75;;;;;
209.92;105;84;75;75;;;;;
210.72;105;84;75;75;;;;;
211.48;105;84;75;75;;;;;
212.30;108;86;77;75;;;;;
213.16;108;86;77;75;;;;;
214.05;108;86;77;75;;;;;
214.97;108;86;77;75;;;;;
215.84;108;86;77;75;;;;;
216.73;107;85;76;68;;;;;
217.61;107;85;76;68;;;;;
218.44;107;85;76;68;;;;;
219.29;107;85;76;68;;;;;
220.17;107;85;76;68;;;;;
221.04;106;85;75;69;;;;;
221.86;106;85;75;69;;;;;
222.69;106;85;75;69;;;;;
223.54;106;85;75;69;;;;;
224.42;106;85;75;69;;;;;
225.27;106;85;75;70;;;;;
226.11;106;85;75;70;;;;;
226.39;;;;;;;"Custom1";;
226.98;106;85;75;70;;;;;
227.88;106;85;75;70;;;;;
228.76;106;85;75;70;;;;;
229.57;105;86;76;70;;;;;
229.94;;;;;;;"Optimize Signal Quality";;
230.40;105;86;76;70;;;;;
231.23;105;86;76;70;;;;;
232.11;105;86;76;70;;;;;
233.03;105;86;76;70;;;;;
233.91;105;86;76;68;;;;;
234.71;105;86;76;68;;;;;
235.49;105;86;76;68;;;;;
236.24;105;86;76;68;;;;;
236.99;105;86;76;68;;;;;
237.72;110;90;80;70;;;;;
238.43;110;90;80;70;;;;;
239.14;110;90;80;70;;;;;
239.95;110;90;80;70;;;;;
240.78;110;90;80;70;;;;;
241.58;120;100;90;75;;;;;
242.36;120;100;90;75;;;;;
243.12;120;100;90;75;;;;;
243.85;120;100;90;75;;;;;
244.55;120;100;90;75;;;;;
245.22;108;89;82;84;;;;;
245.88;108;89;82;84;;;;;
246.51;108;89;82;84;;;;;
247.13;108;89;82;84;;;;;
247.74;108;89;82;84;;;;;
248.36;96;80;76;95;;;;;
248.94;96;80;76;95;;;;;
249.48;96;80;76;95;;;;;
250.03;96;80;76;95;;;;;
250.58;96;80;76;95;;;;;
251.16;100;82;73;105;;;;;
251.79;100;82;73;105;;;;;
253.05;100;82;73;105;;;;;
254.04;100;82;73;105;;;;;
254.99;100;82;73;105;;;;;
255.93;114;91;79;65;;;;;
256.90;114;91;79;65;;;"Custom1";;
257.97;114;91;79;65;;;;;
259.06;114;91;79;65;;;;;
260.12;114;91;79;65;;;;;
261.11;110;85;72;59;;;;;
262.09;110;85;72;59;;;;;
263.10;110;85;72;59;;;;;
264.14;110;85;72;59;;;;;
265.18;110;85;72;59;;;;;
266.23;107;83;71;58;;;;;
267.34;107;83;71;58;;;;;
268.30;107;83;71;58;;;;;
269.26;107;83;71;58;;;;;
270.27;107;83;71;58;;;;;
271.34;105;83;71;58;;;;;
272.40;105;83;71;58;;;;;
273.46;105;83;71;58;;;;;
274.49;105;83;71;58;;;;;
275.55;105;83;71;58;;;;;
276.42;100;78;68;61;;;;;
277.28;100;78;68;61;;;;;
278.16;100;78;68;61;;;;;
279.00;100;78;68;61;;;;;
279.87;100;78;68;61;;;;;
280.91;101;79;68;64;;;;;
281.95;101;79;68;64;;;;;
282.99;101;79;68;64;;;;;
283.87;101;79;68;64;;;;;
284.89;101;79;68;64;;;;;
285.82;100;80;69;62;;;;;
286.66;100;80;69;62;;;;;
287.48;100;80;69;62;;;;;
288.34;100;80;69;62;;;;;
289.23;100;80;69;62;;;;;
290.11;97;76;66;68;;;;;
290.92;97;76;66;68;;;;;
291.74;97;76;66;68;;;;;
292.60;97;76;66;68;;;;;
293.54;97;76;66;68;;;;;
294.52;96;76;65;66;;;;;
295.50;96;76;65;66;;;;;
296.44;96;76;65;66;;;;;
297.35;96;76;65;66;;;;;
298.19;96;76;65;66;;;;;
298.91;90;69;61;72;;;;;
299.66;90;69;61;72;;;;;
300.37;90;69;61;72;;;;;
301.07;90;69;61;72;;;;;
301.75;90;69;61;72;;;;;
302.45;84;64;55;85;;;;;
303.16;84;64;55;85;;;;;
304.33;84;64;55;85;;;;;
