hr,pat,sbp,dbp
72.72727272727272,0.382,106.53750000000001,80.0023076923077
68.76790830945558,0.40499999999999997,111.9346153846154,82.89307692307692
74.07407407407408,0.38,114.81615384615385,84.94307692307692
80.53691275167785,0.377,113.55785714285715,85.76384615384616
77.51937984496124,0.40599999999999997,106.04133333333333,81.63533333333334
77.82101167315174,0.33749999999999997,100.55562499999999,77.40266666666668
87.59124087591242,0.30642857142857144,101.326,75.1757142857143
98.22646657571623,0.32928571428571424,102.80153846153847,74.42583333333333
104.65116279069768,0.3307142857142857,108.237,75.699
74.53416149068323,0.35833333333333334,115.03166666666665,79.14333333333333
