"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
20.63;;;;;;;"Optimize Signal Quality";;
30.63;;;;;;;"Optimize Signal Quality";;
40.63;;;;;;;"Optimize Signal Quality";;
45.54;100;95;73;78;;;;;
46.38;100;95;73;78;;;;;
47.00;100;95;73;78;;;;;
47.62;100;95;73;78;;;;;
48.22;100;95;73;78;;;;;
48.81;98;84;75;90;;;;;
49.41;98;84;75;90;;;;;
50.00;98;84;75;90;;;;;
50.59;98;84;75;90;;;;;
51.17;98;84;75;90;;;;;
51.75;98;84;77;101;;;;;
52.35;98;84;77;101;;;;;
52.95;98;84;77;101;;;;;
53.57;98;84;77;101;;;;;
54.20;98;84;77;101;;;;;
54.81;100;86;78;98;;;;;
55.43;100;86;78;98;;;;;
56.05;100;86;78;98;;;;;
56.68;100;86;78;98;;;;;
57.29;100;86;78;98;;;;;
57.90;97;82;75;98;;;;;
58.52;97;82;75;98;;;;;
59.13;97;82;75;98;;;;;
59.74;97;82;75;98;;;;;
60.32;97;82;75;98;;;;;
60.91;97;82;75;101;;;;;
61.51;97;82;75;101;;;;;
62.14;97;82;75;101;;;;;
62.75;97;82;75;101;;;;;
63.37;97;82;75;101;;;;;
64.01;101;87;79;96;;;;;
64.68;101;87;79;96;;;;;
65.36;101;87;79;96;;;;;
66.02;101;87;79;96;;;;;
66.68;101;87;79;96;;;;;
67.32;99;84;77;92;;;;;
67.93;99;84;77;92;;;;;
68.53;99;84;77;92;;;;;
69.12;99;84;77;92;;;;;
69.70;99;84;77;92;;;;;
70.25;97;83;76;103;;;;;
70.81;97;83;76;103;;;;;
71.37;97;83;76;103;;;;;
72.00;97;83;76;103;;;;;
72.73;97;83;76;103;;;;;
73.52;107;92;83;86;;;;;
74.35;107;92;83;86;;;;;
75.14;107;92;83;86;;;;;
75.89;107;92;83;86;;;;;
76.61;107;92;83;86;;;;;
76.83;;;;;116;83;"internal";;
77.31;93;79;71;84;;;;;
77.94;93;79;71;84;;;;;
78.58;93;79;71;84;;;;;
79.20;93;79;71;84;;;;;
79.82;93;79;71;84;;;;;
80.41;90;76;67;96;;;;;
81.00;90;76;67;96;;;;;
81.59;90;76;67;96;;;;;
82.17;90;76;67;96;;;;;
82.74;90;76;67;96;;;;;
83.32;92;79;71;103;;;;;
83.92;92;79;71;103;;;;;
84.49;92;79;71;103;;;;;
85.12;92;79;71;103;;;;;
85.72;92;79;71;103;;;;;
86.31;96;82;74;100;;;;;
