"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
18.95;;;;;;;"Optimize Signal Quality";;
28.95;;;;;;;"Optimize Signal Quality";;
38.95;;;;;;;"Optimize Signal Quality";;
44.39;80;71;65;69;;;;;
45.31;80;71;65;69;;;;;
46.14;80;71;65;69;;;;;
46.94;80;71;65;69;;;;;
47.76;80;71;65;69;;;;;
48.55;80;71;66;73;;;;;
49.31;80;71;66;73;;;;;
50.08;80;71;66;73;;;;;
50.89;80;71;66;73;;;;;
51.71;80;71;66;73;;;;;
52.59;80;71;65;73;;;;;
53.49;80;71;65;73;;;;;
54.43;80;71;65;73;;;;;
55.35;80;71;65;73;;;;;
56.26;80;71;65;73;;;;;
57.11;79;69;63;68;;;;;
57.90;79;69;63;68;;;;;
58.65;79;69;63;68;;;;;
59.41;79;69;63;68;;;;;
60.17;79;69;63;68;;;;;
61.02;78;70;65;74;;;;;
61.93;78;70;65;74;;;;;
62.85;78;70;65;74;;;;;
63.79;78;70;65;74;;;;;
64.75;78;70;65;74;;;;;
65.67;79;70;65;65;;;;;
66.61;79;70;65;65;;;;;
67.51;79;70;65;65;;;;;
68.33;79;70;65;65;;;;;
69.10;79;70;65;65;;;;;
69.88;77;68;64;73;;;;;
70.73;77;68;64;73;;;;;
71.63;77;68;64;73;;;;;
72.64;77;68;64;73;;;;;
73.66;77;68;64;73;;;;;
74.66;77;68;63;62;;;;;
75.53;77;68;63;62;;;;;
76.38;77;68;63;62;;;;;
77.26;77;68;63;62;;;;;
78.14;77;68;63;62;;;;;
79.04;76;68;63;67;;;;;
79.95;76;68;63;67;;;;;
80.85;76;68;63;67;;;;;
81.73;76;68;63;67;;;;;
82.54;76;68;63;67;;;;;
83.33;76;67;62;72;;;;;
84.16;76;67;62;72;;;;;
85.03;76;67;62;72;;;;;
85.94;76;67;62;72;;;;;
86.87;76;67;62;72;;;;;
87.74;76;68;63;68;;;;;
88.56;76;68;63;68;;;;;
89.38;76;68;63;68;;;;;
90.23;76;68;63;68;;;;;
91.14;76;68;63;68;;;;;
92.04;78;69;64;68;;;;;
92.59;;;;;119;78;"internal";;
92.90;78;69;64;68;;;;;
93.76;78;69;64;68;;;;;
94.60;78;69;64;68;;;;;
95.36;78;69;64;68;;;;;
96.12;78;68;64;75;;;;;
96.91;78;68;64;75;;;;;
97.75;78;68;64;75;;;;;
98.61;78;68;64;75;;;;;
99.50;78;68;64;75;;;;;
100.36;78;70;65;70;;;;;
101.17;78;70;65;70;;;;;
101.99;78;70;65;70;;;;;
102.75;78;70;65;70;;;;;
102.95;;;;;;;"Optimize Signal Quality";;
103.55;78;70;65;70;;;;;
104.36;78;70;65;73;;;;;
105.21;78;70;65;73;;;;;
106.13;78;70;65;73;;;;;
107.10;78;70;65;73;;;;;
107.99;78;70;65;73;;;;;
108.88;78;70;65;67;;;;;
109.73;77;69;64;67;;;;;
110.65;77;69;64;67;;;;;
111.56;77;69;64;67;;;;;
112.41;77;69;64;67;;;;;
113.21;89;77;73;71;;;;;
114.03;89;77;73;71;;;;;
114.87;89;77;73;71;;;;;
115.75;89;77;73;71;;;;;
116.67;89;77;73;71;;;;;
116.79;;;;;;;"NBPcal";;
117.57;118;89;78;68;;;;;
118.41;118;89;78;68;;;;;
119.26;118;89;78;68;;;;;
120.14;118;89;78;68;;;;;
121.04;118;89;78;68;;;;;
121.92;117;89;78;68;;;;;
122.74;117;89;78;68;;;;;
123.57;117;89;78;68;;;;;
124.41;117;89;78;68;;;;;
125.25;117;89;78;68;;;;;
126.12;118;90;79;70;;;;;
126.94;118;90;79;70;;;;;
127.77;118;90;79;70;;;;;
128.64;118;90;79;70;;;;;
129.53;118;90;79;70;;;;;
130.40;116;90;79;69;;;;;
131.19;116;90;79;69;;;;;
131.95;116;90;79;69;;;;;
132.71;116;90;79;69;;;;;
133.48;116;90;79;69;;;;;
134.27;118;90;80;76;;;;;
135.10;118;90;80;76;;;;;
135.95;118;90;80;76;;;;;
136.76;118;90;80;76;;;;;
137.51;118;90;80;76;;;;;
138.28;116;89;79;77;;;;;
139.05;116;89;79;77;;;;;
139.85;116;89;79;77;;;;;
140.69;116;89;79;77;;;;;
141.50;116;89;79;77;;;;;
142.29;117;91;80;75;;;;;
143.11;117;91;80;75;;;;;
143.99;117;91;80;75;;;;;
144.91;117;91;80;75;;;;;
144.95;;;;;;;"Optimize Signal Quality";;
145.86;117;91;80;75;;;;;
146.71;117;91;80;71;;;;;
147.58;117;91;80;71;;;;;
148.48;117;91;80;71;;;;;
149.35;117;91;80;71;;;;;
150.14;120;91;80;71;;;;;
150.92;118;90;78;71;;;;;
151.70;118;90;78;71;;;;;
152.51;118;90;78;71;;;;;
153.36;118;90;78;71;;;;;
154.27;118;90;78;71;;;;;
155.16;119;89;77;68;;;;;
156.05;119;89;77;68;;;;;
156.98;119;89;77;68;;;;;
157.91;119;89;77;68;;;;;
158.79;119;89;77;68;;;;;
159.61;119;88;77;69;;;;;
160.47;119;88;77;69;;;;;
161.35;119;88;77;69;;;;;
162.25;119;88;77;69;;;;;
163.13;119;88;77;69;;;;;
