"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
0.00;;;;;;;"Optimize Signal Quality";;
21.33;;;;;;;"Optimize Signal Quality";;
31.33;;;;;;;"Optimize Signal Quality";;
41.33;;;;;;;"Optimize Signal Quality";;
45.99;102;92;80;80;;;;;
46.79;102;92;80;80;;;;;
47.56;102;92;80;80;;;;;
48.37;102;92;80;80;;;;;
49.27;102;92;80;80;;;;;
50.18;99;84;76;71;;;;;
51.07;99;84;76;71;;;;;
51.87;99;84;76;71;;;;;
52.65;99;84;76;71;;;;;
53.40;99;84;76;71;;;;;
54.18;93;78;70;77;;;;;
54.91;93;78;70;77;;;;;
55.66;93;78;70;77;;;;;
56.36;93;78;70;77;;;;;
57.08;93;78;70;77;;;;;
57.80;94;79;71;82;;;;;
58.54;94;79;71;82;;;;;
59.34;94;79;71;82;;;;;
60.11;94;79;71;82;;;;;
60.82;94;79;71;82;;;;;
61.55;94;79;72;81;;;;;
62.33;94;79;72;81;;;;;
63.06;94;79;72;81;;;;;
63.83;94;79;72;81;;;;;
64.56;94;79;72;81;;;;;
65.28;93;78;70;82;;;;;
65.99;93;78;70;82;;;;;
66.75;93;78;70;82;;;;;
67.52;93;78;70;82;;;;;
68.26;93;78;70;82;;;;;
69.00;93;79;71;81;;;;;
69.73;93;79;71;81;;;;;
70.51;93;79;71;81;;;;;
71.31;93;79;71;81;;;;;
72.04;93;79;71;81;;;;;
72.79;93;78;70;80;;;;;
73.56;93;78;70;80;;;;;
74.33;93;78;70;80;;;;;
75.03;93;78;70;80;;;;;
75.78;93;78;70;80;;;;;
76.56;94;80;72;80;;;;;
77.38;94;80;72;80;;;;;
78.32;94;80;72;80;;;;;
79.29;94;80;72;80;;;;;
80.17;94;80;72;80;;;;;
80.92;90;75;67;71;;;;;
81.68;90;75;67;71;;;;;
82.41;90;75;67;71;;;;;
83.15;90;75;67;71;;;;;
83.88;90;75;67;71;;;;;
84.62;91;76;69;80;;;;;
85.31;91;76;69;80;;;;;
86.01;91;76;69;80;;;;;
86.70;91;76;69;80;;;;;
87.41;91;76;69;80;;;;;
88.16;94;79;71;82;;;;;
88.73;;;;;105;60;"internal";;
88.94;94;79;71;82;;;;;
89.68;94;79;71;82;;;;;
90.40;94;79;71;82;;;;;
91.17;94;79;71;82;;;;;
91.93;94;79;70;79;;;;;
92.68;94;79;70;79;;;;;
93.41;94;79;70;79;;;;;
94.15;94;79;70;79;;;;;
94.90;94;79;70;79;;;;;
95.65;92;76;68;80;;;;;
96.39;92;76;68;80;;;;;
97.13;92;76;68;80;;;;;
97.88;92;76;68;80;;;;;
98.67;92;76;68;80;;;;;
99.33;;;;;;;"Optimize Signal Quality";;
99.47;92;76;68;80;;;;;
100.26;92;76;68;80;;;;;
101.03;92;76;68;80;;;;;
101.83;92;76;68;80;;;;;
102.62;92;76;68;80;;;;;
103.36;92;76;68;78;;;;;
104.01;94;78;69;78;;;;;
104.74;94;78;69;78;;;;;
105.47;94;78;69;78;;;;;
106.16;94;78;69;78;;;;;
106.85;106;89;80;83;;;;;
107.59;106;89;80;83;;;;;
108.42;106;89;80;83;;;;;
109.36;106;89;80;83;;;;;
110.37;106;89;80;83;;;;;
111.09;;;;;;;"NBPcal";;
111.27;101;72;57;66;;;;;
112.14;101;72;57;66;;;;;
112.98;101;72;57;66;;;;;
113.81;101;72;57;66;;;;;
114.61;101;72;57;66;;;;;
115.38;90;60;47;74;;;;;
116.10;90;60;47;74;;;;;
116.81;90;60;47;74;;;;;
117.54;90;60;47;74;;;;;
118.30;90;60;47;74;;;;;
119.10;91;65;52;79;;;;;
