"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
17.55;;;;;;;"Optimize Signal Quality";;
28.55;;;;;;;"Optimize Signal Quality";;
38.55;;;;;;;"Optimize Signal Quality";;
43.91;109;88;76;68;;;;;
44.72;109;88;76;68;;;;;
45.51;109;88;76;68;;;;;
46.27;109;88;76;68;;;;;
47.00;109;88;76;68;;;;;
47.70;112;90;80;78;;;;;
48.45;112;90;80;78;;;;;
49.26;112;90;80;78;;;;;
50.20;112;90;80;78;;;;;
51.18;112;90;80;78;;;;;
52.09;116;94;82;67;;;;;
53.04;116;94;82;67;;;;;
54.04;116;94;82;67;;;;;
55.07;116;94;82;67;;;;;
56.02;116;94;82;67;;;;;
56.96;110;87;76;63;;;;;
57.89;110;87;76;63;;;;;
58.81;110;87;76;63;;;;;
59.71;110;87;76;63;;;;;
60.65;110;87;76;63;;;;;
61.58;110;88;77;64;;;;;
62.43;110;88;77;64;;;;;
63.27;110;88;77;64;;;;;
64.08;110;88;77;64;;;;;
64.92;110;88;77;64;;;;;
65.82;110;89;77;69;;;;;
66.75;110;89;77;69;;;;;
67.68;110;89;77;69;;;;;
68.60;110;89;77;69;;;;;
69.48;110;89;77;69;;;;;
70.35;108;87;76;67;;;;;
71.17;108;87;76;67;;;;;
72.04;108;87;76;67;;;;;
72.94;108;87;76;67;;;;;
73.84;108;87;76;67;;;;;
74.76;110;90;79;67;;;;;
75.58;110;90;79;67;;;;;
76.41;110;90;79;67;;;;;
77.25;110;90;79;67;;;;;
78.06;110;90;79;67;;;;;
78.89;112;91;79;72;;;;;
79.69;112;91;79;72;;;;;
80.50;112;91;79;72;;;;;
81.30;112;91;79;72;;;;;
82.09;112;91;79;72;;;;;
82.86;108;88;76;76;;;;;
83.62;108;88;76;76;;;;;
84.35;108;88;76;76;;;;;
85.11;108;88;76;76;;;;;
85.88;108;88;76;76;;;;;
86.75;112;91;80;75;;;;;
87.69;112;91;80;75;;;;;
88.59;112;91;80;75;;;;;
88.60;;;;;113;86;"internal";;
89.51;112;91;80;75;;;;;
90.47;112;91;80;75;;;;;
91.44;108;87;75;64;;;;;
92.36;108;87;75;64;;;;;
93.31;108;87;75;64;;;;;
94.27;108;87;75;64;;;;;
95.18;108;87;75;64;;;;;
96.03;107;87;75;66;;;;;
96.82;107;87;75;66;;;;;
97.56;107;87;75;66;;;;;
98.29;107;87;75;66;;;;;
98.55;;;;;;;"Optimize Signal Quality";;
99.05;107;87;75;66;;;;;
99.83;107;87;75;74;;;;;
100.72;107;87;75;74;;;;;
101.69;107;87;75;74;;;;;
102.65;107;87;75;74;;;;;
103.67;107;87;75;74;;;;;
104.66;104;85;72;66;;;;;
105.65;104;85;72;66;;;;;
106.62;104;85;72;66;;;;;
107.55;104;85;72;66;;;;;
108.46;104;85;72;66;;;;;
109.35;105;84;72;66;;;;;
110.21;105;84;72;66;;;;;
111.04;105;84;72;66;;;;;
111.73;;;;;;;"NBPcal";;
111.87;114;97;87;70;;;;;
112.67;114;97;87;70;;;;;
113.52;114;97;87;70;;;;;
114.35;114;97;87;70;;;;;
115.26;114;97;87;70;;;;;
116.20;115;98;88;67;;;;;
117.05;115;98;88;67;;;;;
117.90;115;98;88;67;;;;;
118.80;115;98;88;67;;;;;
119.71;115;98;88;67;;;;;
120.60;114;96;86;67;;;;;
121.54;114;96;86;67;;;;;
122.47;114;96;86;67;;;;;
123.30;114;96;86;67;;;;;
124.11;114;96;86;67;;;;;
124.95;111;93;83;70;;;;;
125.84;111;93;83;70;;;;;
126.73;111;93;83;70;;;;;
127.62;111;93;83;70;;;;;
128.46;111;93;83;70;;;;;
129.28;109;92;83;71;;;;;
130.13;109;92;83;71;;;;;
131.01;109;92;83;71;;;;;
131.91;109;92;83;71;;;;;
132.73;109;92;83;71;;;;;
133.50;107;90;81;73;;;;;
134.28;107;90;81;73;;;;;
135.05;107;90;81;73;;;;;
135.82;107;90;81;73;;;;;
136.60;107;90;81;73;;;;;
137.48;112;95;85;73;;;;;
137.70;;;;;;;"Custom1";;
138.41;112;95;85;73;;;;;
139.27;112;95;85;73;;;;;
140.07;112;95;85;73;;;;;
140.92;112;95;85;73;;;;;
141.82;109;91;81;69;;;;;
142.76;109;91;81;69;;;;;
143.61;109;91;81;69;;;;;
144.40;109;91;81;69;;;;;
145.25;109;91;81;69;;;;;
146.17;108;90;80;69;;;;;
147.10;108;90;80;69;;;;;
147.96;108;90;80;69;;;;;
148.75;108;90;80;69;;;;;
149.57;108;90;80;69;;;;;
150.47;109;91;81;70;;;;;
150.55;;;;;;;"Optimize Signal Quality";;
151.50;109;91;81;70;;;;;
152.49;109;91;81;70;;;;;
153.38;109;91;81;70;;;;;
154.21;109;91;81;70;;;;;
155.09;109;91;81;68;;;;;
155.99;109;91;81;68;;;;;
156.82;109;91;81;68;;;;;
157.70;109;91;81;68;;;;;
158.60;109;91;81;68;;;;;
159.45;111;94;85;69;;;;;
160.22;111;94;85;69;;;;;
160.94;111;94;85;69;;;;;
161.64;111;94;85;69;;;;;
162.37;111;94;85;69;;;;;
163.39;117;100;90;71;;;;;
164.36;117;100;90;71;;;;;
165.28;117;100;90;71;;;;;
166.18;117;100;90;71;;;;;
167.02;117;100;90;71;;;;;
167.79;111;93;83;72;;;;;
168.53;111;93;83;72;;;;;
169.26;111;93;83;72;;;;;
170.02;111;93;83;72;;;;;
170.88;111;93;83;72;;;;;
171.81;119;100;90;71;;;;;
172.72;119;100;90;71;;;;;
173.59;119;100;90;71;;;;;
174.41;119;100;90;71;;;;;
175.17;119;100;90;71;;;;;
175.90;113;95;85;76;;;;;
176.63;113;95;85;76;;;;;
177.37;113;95;85;76;;;;;
178.21;113;95;85;76;;;;;
179.16;113;95;85;76;;;;;
180.11;119;100;90;68;;;;;
181.01;119;100;90;68;;;;;
181.88;119;100;90;68;;;;;
182.66;119;100;90;68;;;;;
183.41;119;100;90;68;;;;;
184.15;114;96;86;76;;;;;
184.92;114;96;86;76;;;;;
185.75;114;96;86;76;;;;;
186.59;114;96;86;76;;;;;
187.40;114;96;86;76;;;;;
188.19;111;93;83;75;;;;;
188.94;111;93;83;75;;;;;
189.66;111;93;83;75;;;;;
190.36;111;93;83;75;;;;;
191.06;111;93;83;75;;;;;
191.75;114;97;87;84;;;;;
192.52;114;97;87;84;;;;;
193.44;114;97;87;84;;;;;
194.36;114;97;87;84;;;;;
195.22;114;97;87;84;;;;;
196.04;115;97;87;71;;;;;
196.84;115;97;87;71;;;;;
197.60;115;97;87;71;;;;;
198.34;115;97;87;71;;;;;
199.06;115;97;87;71;;;;;
199.78;113;95;85;81;;;;;
200.51;113;95;85;81;;;;;
201.30;113;95;85;81;;;;;
202.21;113;95;85;81;;;;;
203.14;113;95;85;81;;;;;
204.02;114;96;86;70;;;;;
204.82;114;96;86;70;;;;;
205.61;114;96;86;70;;;;;
206.35;114;96;86;70;;;;;
207.07;114;96;86;70;;;;;
207.78;110;92;83;80;;;;;
208.47;110;92;83;80;;;;;
209.18;110;92;83;80;;;;;
209.93;110;92;83;80;;;;;
210.82;110;92;83;80;;;;;
211.71;115;98;87;73;;;;;
212.60;115;98;87;73;;;;;
213.46;115;98;87;73;;;;;
214.29;115;98;87;73;;;;;
215.09;115;98;87;73;;;;;
215.85;102;83;74;75;;;;;
216.58;102;83;74;75;;;;;
217.28;102;83;74;75;;;;;
217.97;102;83;74;75;;;;;
218.67;102;83;74;75;;;;;
219.41;107;90;80;83;;;;;
220.20;107;90;80;83;;;;;
221.03;107;90;80;83;;;;;
221.88;107;90;80;83;;;;;
222.67;107;90;80;83;;;;;
223.42;106;89;79;77;;;;;
224.18;106;89;79;77;;;;;
224.96;106;89;79;77;;;;;
225.75;106;89;79;77;;;;;
226.56;106;89;79;77;;;;;
227.22;;;;;;;"Custom1";;
227.34;107;88;79;76;;;;;
228.08;107;88;79;76;;;;;
228.78;107;88;79;76;;;;;
229.49;107;88;79;76;;;;;
