"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
17.06;;;;;;;"Optimize Signal Quality";;
27.06;;;;;;;"Optimize Signal Quality";;
80.55;;;;;134;91;"internal";;
98.06;;;;;;;"Optimize Signal Quality";;
108.06;;;;;;;"Optimize Signal Quality";;
119.06;;;;;;;"Optimize Signal Quality";;
124.22;105;82;68;71;;;;;
125.05;105;82;68;71;;;;;
125.89;105;82;68;71;;;;;
126.74;105;82;68;71;;;;;
127.59;105;82;68;71;;;;;
128.45;107;84;70;70;;;;;
129.06;;;;;;;"Optimize Signal Quality";;
129.27;107;84;70;70;;;;;
130.13;107;84;70;70;;;;;
130.96;107;84;70;70;;;;;
131.83;107;84;70;70;;;;;
132.72;107;84;70;69;;;;;
133.59;107;84;70;69;;;;;
134.03;107;84;70;69;;;;;
134.41;107;84;70;69;;;;;
135.29;107;84;70;69;;;;;
136.17;113;87;71;69;;;;;
137.00;113;87;71;69;;;;;
137.80;113;87;71;69;;;;;
138.60;113;87;71;69;;;;;
139.44;113;87;71;69;;;;;
140.33;116;89;75;71;;;;;
141.11;;;;;;;"NBPman";;
141.24;135;108;92;69;;;;;
142.13;135;108;92;69;;;;;
143.01;135;108;92;69;;;;;
143.91;135;108;92;69;;;;;
144.82;135;108;92;69;;;;;
145.75;135;106;90;66;;;;;
146.62;135;106;90;66;;;;;
147.40;135;106;90;66;;;;;
148.18;135;106;90;66;;;;;
148.98;135;106;90;66;;;;;
149.83;137;109;93;72;;;;;
150.72;137;109;93;72;;;;;
151.65;137;109;93;72;;;;;
152.53;137;109;93;72;;;;;
153.42;137;109;93;72;;;;;
154.33;137;108;92;67;;;;;
155.22;137;108;92;67;;;;;
156.05;137;108;92;67;;;;;
156.91;137;108;92;67;;;;;
157.80;137;108;92;67;;;;;
158.63;134;104;90;70;;;;;
159.41;134;104;90;70;;;;;
160.19;134;104;90;70;;;;;
161.00;134;104;90;70;;;;;
161.84;134;104;90;70;;;;;
162.66;137;110;95;73;;;;;
163.53;137;110;95;73;;;;;
164.44;137;110;95;73;;;;;
165.36;137;110;95;73;;;;;
166.21;137;110;95;73;;;;;
167.06;135;107;92;70;;;;;
167.91;135;107;92;70;;;;;
168.75;135;107;92;70;;;;;
169.56;135;107;92;70;;;;;
170.06;;;;;;;"Optimize Signal Quality";;
170.43;135;107;92;70;;;;;
171.28;135;107;92;71;;;;;
172.07;135;107;92;71;;;;;
172.85;135;107;92;71;;;;;
173.64;135;107;92;71;;;;;
174.48;135;107;92;71;;;;;
175.36;135;107;92;71;;;;;
176.19;134;107;92;71;;;;;
177.03;134;107;92;71;;;;;
177.81;134;107;92;71;;;;;
178.59;134;107;92;71;;;;;
179.38;137;108;93;74;;;;;
180.15;137;108;93;74;;;;;
180.93;137;108;93;74;;;;;
181.69;137;108;93;74;;;;;
182.40;137;108;93;74;;;;;
183.14;137;109;94;80;;;;;
183.90;137;109;94;80;;;;;
184.70;137;109;94;80;;;;;
185.48;137;109;94;80;;;;;
186.29;137;109;94;80;;;;;
187.14;140;112;97;74;;;;;
187.99;140;112;97;74;;;;;
188.84;140;112;97;74;;;;;
189.67;140;112;97;74;;;;;
190.41;140;112;97;74;;;;;
191.14;130;104;92;78;;;;;
191.87;130;104;92;78;;;;;
192.60;130;104;92;78;;;;;
193.36;130;104;92;78;;;;;
194.14;130;104;92;78;;;;;
194.91;135;112;98;79;;;;;
195.72;135;112;98;79;;;;;
196.52;135;112;98;79;;;;;
197.28;135;112;98;79;;;;;
198.04;135;112;98;79;;;;;
198.80;134;110;96;78;;;;;
199.56;134;110;96;78;;;;;
200.38;134;110;96;78;;;;;
201.25;134;110;96;78;;;;;
202.13;134;110;96;78;;;;;
202.97;135;110;94;72;;;;;
203.81;135;110;94;72;;;;;
204.68;135;110;94;72;;;;;
205.56;135;110;94;72;;;;;
206.41;135;110;94;72;;;;;
207.21;128;102;88;72;;;;;
207.99;128;102;88;72;;;;;
208.75;128;102;88;72;;;;;
209.52;128;102;88;72;;;;;
210.30;128;102;88;72;;;;;
211.11;130;106;90;76;;;;;
211.97;130;106;90;76;;;"Optimize Signal Quality";;
212.90;130;106;90;76;;;;;
213.71;130;106;90;76;;;;;
214.50;130;106;90;76;;;;;
215.32;130;106;90;74;;;;;
216.14;130;106;90;74;;;;;
216.94;130;106;90;74;;;;;
217.80;130;106;90;74;;;;;
218.62;130;106;90;74;;;;;
219.39;133;105;91;75;;;;;
220.17;133;105;91;75;;;;;
220.95;133;105;91;75;;;;;
221.77;133;105;91;75;;;;;
222.57;133;105;91;75;;;;;
223.35;136;110;96;76;;;;;
224.13;136;110;96;76;;;;;
224.92;136;110;96;76;;;;;
225.74;136;110;96;76;;;;;
226.59;136;110;96;76;;;;;
227.46;139;110;95;72;;;;;
228.34;139;110;95;72;;;;;
229.15;139;110;95;72;;;;;
229.92;139;110;95;72;;;;;
230.72;139;110;95;72;;;;;
231.52;137;106;92;74;;;;;
232.35;137;106;92;74;;;;;
233.16;137;106;92;74;;;;;
233.96;137;106;92;74;;;;;
234.78;137;106;92;74;;;;;
235.63;139;108;94;73;;;;;
236.50;139;108;94;73;;;;;
237.33;139;108;94;73;;;;;
238.10;139;108;94;73;;;;;
238.87;139;108;94;73;;;;;
239.64;140;110;95;76;;;;;
240.45;140;110;95;76;;;;;
241.29;140;110;95;76;;;;;
242.17;140;110;95;76;;;;;
243.06;140;110;95;76;;;;;
243.91;142;110;95;70;;;;;
244.74;142;110;95;70;;;;;
245.58;142;110;95;70;;;;;
246.37;142;110;95;70;;;;;
247.17;142;110;95;70;;;;;
247.97;143;113;98;74;;;;;
248.75;143;113;98;74;;;;;
249.50;143;113;98;74;;;;;
250.26;143;113;98;74;;;;;
251.03;143;113;98;74;;;;;
251.82;145;115;99;77;;;;;
252.62;145;115;99;77;;;;;
253.06;;;;;;;"Optimize Signal Quality";;
253.43;145;115;99;77;;;;;
254.21;145;115;99;77;;;;;
255.03;145;115;99;77;;;;;
255.85;145;115;99;75;;;;;
256.66;145;115;99;75;;;;;
257.42;145;115;99;75;;;;;
258.13;144;115;99;75;;;;;
258.87;144;115;99;75;;;;;
259.62;139;111;95;75;;;;;
260.35;139;111;95;75;;;;;
261.11;139;111;95;75;;;;;
261.89;139;111;95;75;;;;;
262.68;139;111;95;75;;;;;
263.47;136;112;98;76;;;;;
264.20;136;112;98;76;;;;;
264.91;136;112;98;76;;;;;
265.59;136;112;98;76;;;;;
266.31;136;112;98;76;;;;;
267.05;138;114;98;83;;;;;
267.79;138;114;98;83;;;;;
268.55;138;114;98;83;;;;;
269.29;138;114;98;83;;;;;
270.02;138;114;98;83;;;;;
270.75;137;112;96;82;;;;;
271.47;137;112;96;82;;;;;
272.22;137;112;96;82;;;;;
272.98;137;112;96;82;;;;;
273.73;137;112;96;82;;;;;
274.42;134;108;92;82;;;;;
275.10;134;108;92;82;;;;;
275.74;134;108;92;82;;;;;
276.38;134;108;92;82;;;;;
277.04;134;108;92;82;;;;;
277.72;133;107;91;90;;;;;
278.41;133;107;91;90;;;;;
279.09;133;107;91;90;;;;;
279.77;133;107;91;90;;;;;
280.46;133;107;91;90;;;;;
281.14;130;102;87;88;;;;;
281.79;130;102;87;88;;;;;
282.45;130;102;87;88;;;;;
282.56;;;;;;;"Custom1";;
283.11;130;102;87;88;;;;;
283.78;130;102;87;88;;;;;
284.46;129;104;88;90;;;;;
285.15;129;104;88;90;;;;;
285.88;129;104;88;90;;;;;
286.65;129;104;88;90;;;;;
287.46;129;104;88;90;;;;;
288.27;130;102;86;77;;;;;
289.12;130;102;86;77;;;;;
289.99;130;102;86;77;;;;;
290.84;130;102;86;77;;;;;
291.64;130;102;86;77;;;;;
292.44;122;94;79;74;;;;;
293.27;122;94;79;74;;;;;
294.11;122;94;79;74;;;;;
294.91;122;94;79;74;;;"Optimize Signal Quality";;
295.76;122;94;79;74;;;;;
296.57;122;94;79;74;;;;;
297.31;122;94;79;74;;;;;
298.02;122;94;79;74;;;;;
298.73;122;94;79;74;;;;;
299.43;122;94;79;74;;;;;
300.16;123;98;81;79;;;;;
301.06;123;98;81;79;;;;;
301.97;123;98;81;79;;;;;
302.90;123;98;81;79;;;;;
303.84;123;98;81;79;;;;;
304.77;119;93;78;66;;;;;
305.70;119;93;78;66;;;;;
306.61;119;93;78;66;;;;;
307.51;119;93;78;66;;;;;
308.36;119;93;78;66;;;;;
309.17;113;89;75;70;;;;;
309.95;113;89;75;70;;;;;
310.70;113;89;75;70;;;;;
311.49;113;89;75;70;;;;;
312.37;113;89;75;70;;;;;
313.32;125;103;87;69;;;;;
314.31;125;103;87;69;;;;;
315.31;125;103;87;69;;;;;
316.21;125;103;87;69;;;;;
317.03;125;103;87;69;;;;;
317.26;;;;;;;"Custom2";;
317.79;125;102;85;71;;;;;
318.50;125;102;85;71;;;;;
319.21;125;102;85;71;;;;;
319.96;125;102;85;71;;;;;
320.72;125;102;85;71;;;;;
321.47;131;110;94;79;;;;;
322.23;131;110;94;79;;;;;
323.03;131;110;94;79;;;;;
323.86;131;110;94;79;;;;;
324.68;131;110;94;79;;;;;
325.45;133;111;94;76;;;;;
326.21;133;111;94;76;;;;;
326.98;133;111;94;76;;;;;
327.73;133;111;94;76;;;;;
328.47;133;111;94;76;;;;;
329.20;138;118;102;80;;;;;
329.98;138;118;102;80;;;;;
330.79;138;118;102;80;;;;;
331.63;138;118;102;80;;;;;
332.46;138;118;102;80;;;;;
333.29;137;117;103;74;;;;;
334.08;137;117;103;74;;;;;
334.86;137;117;103;74;;;;;
335.59;137;117;103;74;;;;;
336.26;137;117;103;74;;;;;
336.92;119;100;92;85;;;;;
337.54;119;100;92;85;;;;;
338.17;119;100;92;85;;;;;
338.80;119;100;92;85;;;;;
339.40;119;100;92;85;;;;;
339.95;112;95;88;99;;;;;
340.54;112;95;88;99;;;;;
341.13;112;95;88;99;;;;;
341.75;112;95;88;99;;;;;
342.47;112;95;88;99;;;"Optimize Signal Quality";;
343.44;112;95;88;95;;;;;
344.43;112;95;88;95;;;;;
345.42;112;95;88;95;;;;;
346.42;112;95;88;95;;;;;
347.45;112;95;88;95;;;;;
347.55;;;;;;;"Custom2";;
348.49;112;95;88;61;;;;;
349.47;135;118;105;61;;;;;
350.48;135;118;105;61;;;;;
351.50;135;118;105;61;;;;;
352.55;135;118;105;61;;;;;
353.57;154;119;99;61;;;;;
354.53;154;119;99;61;;;;;
355.50;154;119;99;61;;;;;
356.48;154;119;99;61;;;;;
357.39;154;119;99;61;;;;;
358.23;149;111;92;66;;;;;
359.10;149;111;92;66;;;;;
360.02;149;111;92;66;;;;;
360.96;149;111;92;66;;;;;
361.81;149;111;92;66;;;;;
362.60;139;103;87;70;;;;;
363.40;139;103;87;70;;;;;
364.19;139;103;87;70;;;;;
364.96;139;103;87;70;;;;;
