"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
19.19;;;;;;;"Optimize Signal Quality";;
28.19;;;;;;;"Optimize Signal Quality";;
38.19;;;;;;;"Optimize Signal Quality";;
43.98;118;88;69;71;;;;;
44.85;118;88;69;71;;;;;
45.67;118;88;69;71;;;;;
46.45;118;88;69;71;;;;;
47.23;118;88;69;71;;;;;
48.03;120;88;71;75;;;;;
48.85;120;88;71;75;;;;;
49.70;120;88;71;75;;;;;
50.58;120;88;71;75;;;;;
51.43;120;88;71;75;;;;;
52.30;118;86;70;70;;;;;
53.18;118;86;70;70;;;;;
54.02;118;86;70;70;;;;;
54.84;118;86;70;70;;;;;
55.66;118;86;70;70;;;;;
56.48;114;82;67;73;;;;;
57.30;114;82;67;73;;;;;
58.08;114;82;67;73;;;;;
58.83;114;82;67;73;;;;;
59.57;114;82;67;73;;;;;
60.33;117;88;73;78;;;;;
61.12;117;88;73;78;;;;;
61.95;117;88;73;78;;;;;
62.83;117;88;73;78;;;;;
63.74;117;88;73;78;;;;;
64.61;113;82;66;70;;;;;
65.47;113;82;66;70;;;;;
66.33;113;82;66;70;;;;;
67.16;113;82;66;70;;;;;
67.94;113;82;66;70;;;;;
68.68;107;78;64;76;;;;;
69.40;107;78;64;76;;;;;
70.15;107;78;64;76;;;;;
70.96;107;78;64;76;;;;;
71.81;107;78;64;76;;;;;
72.70;114;87;71;72;;;;;
73.54;114;87;71;72;;;;;
74.38;114;87;71;72;;;;;
75.22;114;87;71;72;;;;;
76.07;114;87;71;72;;;;;
76.88;111;82;67;72;;;;;
77.70;111;82;67;72;;;;;
78.53;111;82;67;72;;;;;
79.19;;;;;;;"Optimize Signal Quality";;
79.36;111;82;67;72;;;;;
80.22;111;82;67;72;;;;;
81.03;111;82;67;72;;;;;
81.87;111;82;67;72;;;;;
82.72;111;82;67;72;;;;;
83.54;111;82;67;72;;;;;
84.28;109;80;65;72;;;;;
85.03;111;81;65;72;;;;;
85.78;111;81;65;72;;;;;
86.56;111;81;65;72;;;;;
87.36;111;81;65;72;;;;;
88.16;111;81;65;72;;;;;
89.01;111;82;66;73;;;;;
89.90;111;82;66;73;;;;;
90.79;111;82;66;73;;;;;
91.63;111;82;66;73;;;;;
92.46;111;82;66;73;;;;;
93.30;107;77;62;71;;;;;
94.15;107;77;62;71;;;;;
95.00;107;77;62;71;;;;;
95.84;107;77;62;71;;;;;
96.64;107;77;62;71;;;;;
97.43;108;81;66;73;;;;;
98.25;108;81;66;73;;;;;
99.11;108;81;66;73;;;;;
99.98;108;81;66;73;;;;;
