"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.00;
0.02;0.02;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.09;
0.08;0.03;
0.09;0.03;
0.10;0.00;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.03;
0.16;0.05;
0.17;0.03;
0.18;0.00;
0.19;0.06;
0.20;0.06;
0.21;0.02;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.00;
0.26;0.00;
0.27;0.16;
0.28;0.08;
0.29;0.14;
0.30;0.22;
0.31;0.16;
0.32;0.16;
0.33;0.12;
0.34;0.00;
0.35;0.00;
0.36;0.00;
0.37;0.12;
0.38;0.11;
0.39;0.06;
0.40;0.06;
0.41;0.05;
0.42;0.16;
0.43;0.08;
0.44;0.05;
0.45;0.23;
0.46;0.03;
0.47;0.11;
0.48;0.00;
0.49;0.05;
0.50;0.09;
0.51;0.11;
0.52;0.00;
0.53;0.00;
0.54;0.06;
0.55;0.05;
0.56;0.00;
0.57;0.00;
0.58;0.00;
0.59;0.00;
0.60;0.00;
0.61;0.00;
0.62;0.00;
0.63;0.00;
0.64;0.00;
0.65;0.00;
0.66;0.00;
0.67;0.00;
0.68;0.02;
0.69;0.00;
0.70;0.00;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.08;
0.80;0.05;
0.81;0.20;
0.82;0.17;
0.83;0.09;
0.84;0.20;
0.85;0.38;
0.86;0.52;
0.87;0.55;
0.88;0.41;
0.89;0.36;
0.90;0.25;
0.91;0.20;
0.92;0.19;
0.93;0.14;
0.94;0.03;
0.95;0.05;
0.96;0.00;
0.97;0.00;
0.98;0.06;
0.99;0.02;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.03;
1.04;0.00;
1.05;0.00;
1.06;0.00;
1.07;0.00;
1.08;0.00;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.00;
1.15;0.00;
1.16;0.00;
1.17;0.00;
1.18;0.00;
1.19;0.06;
1.20;0.12;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.00;
1.25;0.00;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.00;
1.30;0.00;
1.31;0.00;
1.32;0.00;
1.33;0.12;
1.34;0.02;
1.35;0.02;
1.36;0.11;
1.37;0.08;
1.38;0.09;
1.39;0.19;
1.40;0.14;
1.41;0.05;
1.42;0.02;
1.43;0.00;
1.44;0.00;
1.45;0.11;
1.46;0.08;
1.47;0.00;
1.48;0.00;
1.49;0.08;
1.50;0.12;
1.51;0.00;
1.52;0.14;
1.53;0.06;
1.54;0.22;
1.55;0.17;
1.56;0.12;
1.57;0.09;
1.58;0.05;
1.59;0.12;
1.60;0.00;
1.61;0.00;
1.62;0.03;
1.63;0.03;
1.64;0.00;
1.65;0.00;
1.66;0.00;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.05;
1.74;0.00;
1.75;0.00;
1.76;0.00;
1.77;0.03;
1.78;0.00;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.00;
1.83;0.00;
1.84;0.00;
1.85;0.00;
1.86;0.05;
1.87;0.00;
1.88;0.00;
1.89;0.03;
1.90;0.00;
1.91;0.00;
1.92;0.00;
1.93;0.00;
1.94;0.00;
1.95;0.00;
1.96;0.00;
1.97;0.03;
1.98;0.00;
1.99;0.09;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.00;
2.04;0.00;
2.05;0.00;
2.06;0.08;
2.07;0.02;
2.08;0.00;
2.09;0.00;
2.10;0.00;
2.11;0.00;
2.12;0.00;
2.13;0.05;
2.14;0.06;
2.15;0.05;
2.16;0.11;
2.17;0.03;
2.18;0.09;
2.19;0.00;
2.20;0.09;
2.21;0.00;
2.22;0.12;
2.23;0.02;
2.24;0.00;
2.25;0.00;
2.26;0.03;
2.27;0.20;
2.28;0.00;
2.29;0.00;
2.30;0.00;
2.31;0.00;
2.32;0.05;
2.33;0.00;
2.34;0.06;
2.35;0.06;
2.36;0.00;
2.37;0.03;
2.38;0.00;
2.39;0.00;
2.40;0.00;
2.41;0.19;
2.42;0.17;
2.43;0.00;
2.44;0.00;
2.45;0.00;
2.46;0.17;
2.47;0.00;
2.48;0.00;
2.49;0.00;
2.50;0.00;
2.51;0.00;
2.52;0.02;
2.53;0.00;
2.54;0.00;
2.55;0.00;
2.56;0.00;
2.57;0.00;
2.58;0.00;
2.59;0.00;
2.60;0.00;
2.61;0.00;
2.62;0.00;
2.63;0.00;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.00;
2.69;0.00;
2.70;0.00;
2.71;0.00;
2.72;0.00;
2.73;0.00;
2.74;0.00;
2.75;0.00;
2.76;0.03;
2.77;0.12;
2.78;0.02;
2.79;0.03;
2.80;0.00;
2.81;0.00;
2.82;0.00;
2.83;0.00;
2.84;0.00;
2.85;0.00;
2.86;0.00;
2.87;0.00;
2.88;0.00;
2.89;10.16;
2.90;30.22;
2.91;38.25;
2.92;44.28;
2.93;48.78;
2.94;52.53;
2.95;56.58;
2.96;61.98;
2.97;67.45;
2.98;72.92;
2.99;78.27;
3.00;82.69;
3.01;87.64;
3.02;92.41;
3.03;96.78;
3.04;101.62;
3.05;106.42;
3.06;111.16;
3.07;116.09;
3.08;121.11;
3.09;126.08;
3.10;130.88;
3.11;135.31;
3.12;139.62;
3.13;143.42;
3.14;146.88;
3.15;149.80;
3.16;152.30;
3.17;153.97;
3.18;155.19;
3.19;155.98;
3.20;156.61;
3.21;157.34;
3.22;157.88;
3.23;157.59;
3.24;157.88;
3.25;157.91;
3.26;157.70;
3.27;157.66;
3.28;157.80;
3.29;157.88;
3.30;158.00;
3.31;158.00;
3.32;158.09;
3.33;158.11;
3.34;158.19;
3.35;158.16;
3.36;158.22;
3.37;158.38;
3.38;158.42;
3.39;158.27;
3.40;158.47;
3.41;158.36;
3.42;158.28;
3.43;158.27;
3.44;158.23;
3.45;158.30;
3.46;158.36;
3.47;158.50;
3.48;158.50;
3.49;158.45;
3.50;158.33;
3.51;158.36;
3.52;158.42;
3.53;158.44;
3.54;158.41;
3.55;158.45;
3.56;158.38;
3.57;158.31;
3.58;158.17;
3.59;158.30;
3.60;158.45;
3.61;158.41;
3.62;158.47;
3.63;158.39;
3.64;158.47;
3.65;158.45;
3.66;158.41;
3.67;158.33;
3.68;158.33;
3.69;158.34;
3.70;158.22;
3.71;158.34;
3.72;158.31;
3.73;158.25;
3.74;158.34;
3.75;158.31;
3.76;158.31;
3.77;158.48;
3.78;158.17;
3.79;158.31;
3.80;158.09;
3.81;158.17;
3.82;158.25;
3.83;158.22;
3.84;158.36;
3.85;158.31;
3.86;158.36;
3.87;158.38;
3.88;158.42;
3.89;158.38;
3.90;158.33;
3.91;158.33;
3.92;158.12;
3.93;158.16;
3.94;158.08;
3.95;158.09;
3.96;158.02;
3.97;158.14;
3.98;157.95;
3.99;157.98;
4.00;157.91;
