"Time [s]";"Pressure [mmHg]";
0.00;0.12;
0.01;0.08;
0.02;0.03;
0.03;0.02;
0.04;0.02;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.00;
0.09;0.00;
0.10;0.05;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.00;
0.16;0.00;
0.17;0.00;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.02;
0.24;0.05;
0.25;0.08;
0.26;0.00;
0.27;0.00;
0.28;0.00;
0.29;0.08;
0.30;0.06;
0.31;0.00;
0.32;0.00;
0.33;0.14;
0.34;0.00;
0.35;0.08;
0.36;0.05;
0.37;0.08;
0.38;0.02;
0.39;0.00;
0.40;0.02;
0.41;0.06;
0.42;0.00;
0.43;0.06;
0.44;0.14;
0.45;0.00;
0.46;0.03;
0.47;0.06;
0.48;0.08;
0.49;0.03;
0.50;0.06;
0.51;0.08;
0.52;0.00;
0.53;0.12;
0.54;0.00;
0.55;0.00;
0.56;0.11;
0.57;0.05;
0.58;0.12;
0.59;0.08;
0.60;0.02;
0.61;0.16;
0.62;0.00;
0.63;0.00;
0.64;0.08;
0.65;0.14;
0.66;0.00;
0.67;0.05;
0.68;0.14;
0.69;0.09;
0.70;0.00;
0.71;0.00;
0.72;0.09;
0.73;0.02;
0.74;0.00;
0.75;0.02;
0.76;0.00;
0.77;0.14;
0.78;0.03;
0.79;0.06;
0.80;0.06;
0.81;0.00;
0.82;0.00;
0.83;0.00;
0.84;0.03;
0.85;0.02;
0.86;0.00;
0.87;0.00;
0.88;0.03;
0.89;0.12;
0.90;0.00;
0.91;0.00;
0.92;0.09;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.05;
1.03;0.08;
1.04;0.61;
1.05;1.30;
1.06;1.97;
1.07;2.91;
1.08;3.83;
1.09;4.89;
1.10;5.77;
1.11;6.97;
1.12;8.03;
1.13;9.23;
1.14;10.45;
1.15;11.73;
1.16;13.00;
1.17;14.28;
1.18;15.39;
1.19;16.72;
1.20;17.92;
1.21;19.17;
1.22;20.50;
1.23;21.55;
1.24;22.70;
1.25;24.12;
1.26;25.22;
1.27;26.30;
1.28;27.52;
1.29;28.72;
1.30;29.62;
1.31;30.72;
1.32;31.86;
1.33;32.95;
1.34;34.00;
1.35;34.95;
1.36;35.91;
1.37;36.91;
1.38;37.89;
1.39;38.67;
1.40;39.75;
1.41;40.77;
1.42;41.83;
1.43;42.72;
1.44;43.61;
1.45;44.56;
1.46;45.50;
1.47;46.61;
1.48;47.34;
1.49;48.56;
1.50;49.53;
1.51;50.44;
1.52;51.41;
1.53;52.28;
1.54;53.33;
1.55;54.20;
1.56;55.33;
1.57;56.06;
1.58;57.30;
1.59;58.28;
1.60;59.23;
1.61;60.31;
1.62;61.16;
1.63;61.89;
1.64;63.06;
1.65;64.16;
1.66;65.14;
1.67;65.94;
1.68;63.80;
1.69;58.28;
1.70;54.09;
1.71;50.89;
1.72;48.30;
1.73;46.25;
1.74;44.33;
1.75;42.72;
1.76;41.31;
1.77;40.05;
1.78;38.80;
1.79;37.72;
1.80;36.56;
1.81;35.64;
1.82;34.80;
1.83;34.00;
1.84;33.23;
1.85;32.47;
1.86;31.88;
1.87;31.17;
1.88;30.56;
1.89;29.98;
1.90;29.38;
1.91;29.09;
1.92;28.56;
1.93;28.03;
1.94;27.47;
1.95;27.02;
1.96;26.58;
1.97;26.14;
1.98;25.70;
1.99;25.19;
2.00;24.95;
2.01;24.48;
2.02;24.19;
2.03;23.83;
2.04;23.53;
2.05;23.05;
2.06;22.62;
2.07;22.19;
2.08;21.98;
2.09;21.59;
2.10;21.38;
2.11;21.02;
2.12;20.66;
2.13;20.28;
2.14;20.11;
2.15;19.69;
2.16;19.41;
2.17;19.19;
2.18;18.86;
2.19;18.62;
2.20;18.34;
2.21;18.06;
2.22;17.77;
2.23;17.62;
2.24;17.39;
2.25;17.02;
2.26;16.78;
2.27;16.62;
2.28;16.33;
2.29;15.95;
2.30;15.86;
2.31;15.69;
2.32;15.39;
2.33;15.12;
2.34;14.95;
2.35;14.86;
2.36;14.53;
2.37;14.41;
2.38;14.16;
2.39;14.08;
2.40;13.88;
2.41;13.38;
2.42;13.27;
2.43;13.11;
2.44;13.00;
2.45;12.81;
2.46;12.64;
2.47;12.44;
2.48;12.11;
2.49;11.97;
2.50;11.78;
2.51;11.61;
2.52;11.42;
2.53;11.31;
2.54;11.14;
2.55;11.00;
2.56;10.89;
2.57;10.58;
2.58;10.47;
2.59;10.36;
2.60;10.16;
2.61;10.02;
2.62;9.81;
2.63;9.73;
2.64;9.61;
2.65;9.47;
2.66;9.20;
2.67;9.33;
2.68;9.03;
2.69;8.80;
2.70;8.61;
2.71;8.55;
2.72;8.44;
2.73;8.30;
2.74;8.17;
2.75;8.03;
2.76;7.89;
2.77;7.62;
2.78;7.69;
2.79;7.55;
2.80;7.59;
2.81;7.31;
2.82;7.39;
2.83;7.23;
2.84;7.09;
2.85;6.86;
2.86;6.81;
