b'rst:0x1 (POWERON_RESET),boot:0x1\x13\x95\x955\n'
b'clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00\r\n'
b'mode:DIO, clock div:1\r\n'
b'load:0x3fff0018,len:4\r\n'
b'load:0x3fff001c,len:1044\r\n'
b'load:0x40078000,len:10124\r\n'
b'load:0x40080400,len:5856\r\n'
b'entry 0x400806a8\r\n'
b'46,105,59,60391,4,417,74,28585,19,428\r\n'
b'74,3361,89,15134,5,610,105,28606,1,413\r\n'
b'105,128,119,15116,6,413,135,28574,0,402\r\n'
b'135,3406,150,15101,19,622,165,28583,0,402\r\n'
b'165,132,180,15135,0,413,195,28572,0,398\r\n'
b'195,3391,210,15098,0,575,225,28590,0,383\r\n'
b'225,135,240,15126,0,390,255,28573,0,409\r\n'
b'255,3381,270,15087,0,605,285,28610,6,421\r\n'
b'285,143,300,15173,0,429,315,28596,3,381\r\n'
b'315,3359,330,15132,0,632,345,28615,16,430\r\n'
b'345,144,360,15131,10,451,375,28602,2,387\r\n'
b'375,3352,390,15151,14,619,405,28606,25,435\r\n'
b'405,149,421,15134,5,438,435,28587,12,391\r\n'
b'435,3345,451,15122,6,594,465,28592,16,413\r\n'
b'465,158,481,15097,0,430,496,28582,0,346\r\n'
b'496,3391,511,15128,1,624,526,28593,2,392\r\n'
b'526,135,541,15097,0,455,556,28560,2,315\r\n'
b'556,3378,571,15140,0,667,586,28571,0,358\r\n'
b'586,140,601,15139,7,481,616,28572,0,269\r\n'
b'616,3361,631,15130,14,659,646,28571,0,349\r\n'
b'646,144,661,15125,7,477,676,28588,1,264\r\n'
b'676,3351,692,15122,0,623,706,28626,0,340\r\n'
b'706,146,722,15124,0,425,736,28597,11,240\r\n'
b'736,3335,752,15083,0,630,766,28582,19,336\r\n'
b'766,155,782,15106,0,450,796,28587,20,215\r\n'
b'796,3323,812,15114,0,674,826,28599,5,310\r\n'
b'826,159,842,15130,0,500,856,28588,10,192\r\n'
b'856,3313,872,15126,18,687,887,28587,3,289\r\n'
b'887,133,902,15157,30,533,917,28595,2,205\r\n'
b'917,3357,932,15141,5,705,947,28561,0,302\r\n'
b'947,143,963,15092,10,516,977,28690,5,226\r\n'
b'977,3344,993,15167,0,678,1007,28669,0,360\r\n'
b'1007,145,1023,15092,0,484,1037,28658,0,283\r\n'
b'1037,3333,1053,15115,0,684,1067,28651,0,437\r\n'
b'1067,154,1083,15102,0,571,1097,28604,0,361\r\n'
b'1097,3323,1113,15094,0,717,1127,28626,19,499\r\n'
b'1127,162,1143,15202,26,556,1157,28592,5,420\r\n'
b'1157,3321,1173,15070,27,747,1187,28587,26,621\r\n'
b'1187,163,1203,15195,0,562,1217,28604,0,495\r\n'
b'1217,3315,1234,15106,6,727,1247,28569,24,720\r\n'
b'1247,162,1259,15090,41,540,1273,28677,3,744\r\n'
b'1273,2860,1289,15117,8,696,1303,28613,4,505\r\n'
