105,2098,120,137292,4,8060,135,133668,0,8942
135,2197,150,137273,0,8064,165,133662,0,9003
165,2109,180,137290,0,8093,195,133712,0,9008
195,2242,210,137328,0,8109,225,133705,19,9008
225,2191,240,137353,20,8068,255,133648,15,8989
255,2238,270,137274,3,7997,286,133568,13,8962
286,1883,301,137227,0,7911,316,133547,6,8946
316,1911,331,137184,0,7889,346,133538,0,8979
346,1799,361,137198,1,7921,376,133563,0,9007
376,1909,391,137224,9,7921,406,133612,0,9024
406,1808,421,137236,27,7919,436,133639,8,9040
436,1959,452,137218,15,7893,466,133599,28,9019
466,1869,482,137205,1,7904,496,133621,28,9029
496,1994,512,137209,0,7909,527,133603,8,9008
527,1837,542,137207,0,7955,557,133587,1,9013
557,1967,572,137251,6,7960,587,133566,0,9016
587,1840,602,137234,19,7964,617,133618,0,9044
617,1971,633,137238,2,7975,647,133637,11,9040
647,1872,663,137234,0,7978,677,133633,19,9016
677,2070,693,137249,0,8040,707,133656,15,9012
707,1878,723,137281,0,8070,738,133657,5,8993
738,1979,753,137323,13,8080,768,133641,3,9006
768,2374,783,137312,8,8081,798,133646,0,9021
798,0,814,137310,0,8071,828,133725,0,9017
828,1842,844,137279,0,8100,858,133679,7,9002
858,2234,874,137296,0,8135,888,133680,21,8980
888,2154,904,137347,2,8132,918,133684,8,8962
918,2325,934,137357,9,8151,949,133679,1,8911
949,2186,964,137336,21,8136,979,133668,0,8926
979,2371,995,137329,12,8118,1009,133684,0,8930
1009,2166,1025,137263,0,8081,1039,133627,3,8926
1039,2101,1055,137239,8,8094,1069,133555,16,8900
1069,1904,1085,137240,19,8046,1099,133581,11,8918
1099,2034,1115,137243,22,8029,1129,133600,12,8919
1129,1902,1146,137236,16,8040,1160,133593,0,8912
1160,2015,1176,137255,2,8033,1190,133671,0,8935
1190,1920,1206,137228,0,8055,1220,133677,0,8963
1220,2084,1236,137245,1,8079,1250,133670,0,8995
1250,1970,1266,137274,28,8078,1280,133628,0,9019
1280,2089,1296,137279,25,8073,1310,133616,20,9019
1310,1921,1322,137256,24,8064,1335,133591,17,9016
1335,1994,1347,137267,42,8066,1361,133708,9,9027
1361,2022,1377,137263,0,8067,1391,133665,1,9027
1391,1937,1407,137272,0,8128,1421,133685,0,9042
1421,2096,1437,137324,8,8130,1451,133704,0,9086
1451,1985,1467,137314,22,8108,1481,133666,0,9086
