b'0806a8\r\n'
b'ets Jun  8 2016 00:22:57\r\n'
b'\r\n'
b'rst:0x1 (POWERON_RESET),boot:0x1L\x95\x955\n'
b'clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00\r\n'
b'mode:DIO, clock div:1\r\n'
b'load:0x3fff0018,len:4\r\n'
b'load:0x3fff001c,len:1044\r\n'
b'load:0x40078000,len:10124\r\n'
b'load:0x40080400,len:5856\r\n'
b'entry 0x400806a8\r\n'
b'3372,139,3387,17656,12,426,3402,28383,14,535\r\n'
b'3402,3411,3417,17640,0,648,3432,28386,20,670\r\n'
b'3432,144,3447,17661,0,460,3463,28389,0,487\r\n'
b'3463,3446,3477,17733,0,673,3493,28383,0,621\r\n'
b'3493,119,3507,17743,0,479,3523,28400,2,453\r\n'
b'3523,3440,3537,17691,10,722,3553,28373,3,588\r\n'
b'3553,127,3567,17659,2,517,3583,28383,0,422\r\n'
b'3583,3429,3597,17672,15,724,3613,28388,0,586\r\n'
b'3613,128,3628,17681,4,491,3643,28395,3,439\r\n'
b'3643,3422,3658,17660,0,730,3673,28401,0,605\r\n'
b'3673,134,3688,17636,0,505,3703,28420,0,438\r\n'
b'3703,3406,3718,17658,0,741,3733,28426,21,582\r\n'
b'3733,139,3748,17681,0,562,3763,28406,17,425\r\n'
b'3763,3391,3778,17676,4,775,3793,28402,22,587\r\n'
b'3793,144,3808,17684,25,589,3823,28416,12,410\r\n'
b'3823,3380,3838,17677,6,800,3853,28407,10,590\r\n'
b'3853,150,3869,17682,5,607,3884,28405,2,397\r\n'
b'3884,3422,3899,17672,3,763,3914,28409,11,560\r\n'
b'3914,128,3929,17662,0,591,3944,28384,3,358\r\n'
b'3944,3410,3959,17658,0,755,3974,28382,0,560\r\n'
b'3974,129,3989,17639,0,632,4004,28382,0,341\r\n'
b'4004,3402,4019,17670,0,817,4034,28394,0,573\r\n'
b'4034,140,4049,17675,26,684,4064,28383,2,356\r\n'
b'4064,3391,4079,17669,3,798,4094,28397,6,547\r\n'
b'4094,144,4109,17666,5,697,4124,28432,14,326\r\n'
b'4124,3379,4140,17658,4,802,4154,28401,17,522\r\n'
b'4154,147,4170,17647,5,680,4184,28390,28,309\r\n'
b'4184,3370,4200,17648,0,796,4214,28397,15,502\r\n'
b'4214,156,4230,17660,0,724,4244,28402,17,295\r\n'
b'4244,3358,4260,17661,0,819,4274,28391,12,461\r\n'
b'4274,165,4290,17672,0,806,4305,28382,0,261\r\n'
b'4305,3399,4320,17663,11,851,4335,28388,4,421\r\n'
b'4335,138,4350,17666,16,825,4365,28377,0,236\r\n'
b'4365,3392,4380,17663,9,839,4395,28377,0,426\r\n'
b'4395,143,4411,17653,6,822,4425,28475,0,265\r\n'
b'4425,3379,4441,17653,0,775,4455,28456,0,488\r\n'
b'4455,147,4471,17647,0,813,4485,28449,1,334\r\n'
b'4485,3370,4501,17663,0,808,4515,28438,0,598\r\n'
b'4515,157,4531,17662,9,855,4545,28414,0,414\r\n'
b'4545,3359,4561,17661,4,825,4575,28406,14,689\r\n'
b'4575,167,4591,17687,13,888,4605,28402,17,517\r\n'
b'4605,3361,4621,17684,13,813,4635,28401,26,820\r\n'
b'4635,170,4651,17686,23,902,4665,28385,11,620\r\n'
b'4665,3349,4677,17665,19,924,4690,28452,0,828\r\n'
b'4690,171,4702,17668,40,749,4716,28491,0,919\r\n'
b'4716,353,4732,17632,0,873,4746,28422,0,667\r\n'
b'4746,3312,4762,17655,0,749,4776,28451,0,942\r\n'
b'4776,389,4792,17671,8,909,4806,28468,0,690\r\n'
b'4806,3266,4822,17661,2,805,4836,28469,0,975\r\n'
b'4836,381,4852,17685,23,944,4866,28468,0,709\r\n'
b'4866,3301,4882,17666,21,801,4896,28455,8,1003\r\n'
b'4896,341,4912,17679,20,935,4926,28429,0,756\r\n'
b'4926,3319,4943,17653,11,776,4956,28324,3,1020\r\n'
b'4956,304,4968,17670,20,723,4981,28340,7,893\r\n'
b'4981,3360,4993,17667,50,927,5006,28348,14,753\r\n'
b'5006,3299,5018,17663,22,950,5031,28350,27,961\r\n'
b'5031,170,5043,17667,30,788,5056,28382,21,1006\r\n'
b'5056,352,5068,17672,3,776,5081,28419,13,848\r\n'
b'5081,3365,5093,17658,7,1002,5106,28442,21,722\r\n'
b'5106,3331,5118,17660,0,1007,5132,28467,0,928\r\n'
b'5132,160,5148,17674,6,818,5162,28434,10,817\r\n'
b'5162,3379,5178,17679,0,1010,5192,28435,0,894\r\n'
b'5192,160,5209,17651,0,785,5222,28399,8,789\r\n'
b'5222,3373,5234,17662,13,971,5247,28389,0,690\r\n'
b'5247,2556,5259,17657,54,992,5272,28388,0,906\r\n'
b'5272,159,5284,17660,35,790,5297,28374,0,954\r\n'
b'5297,1118,5309,17657,37,838,5322,28354,4,801\r\n'
b'5322,3371,5334,17661,3,1042,5347,28345,5,709\r\n'
b'5347,2576,5359,17667,21,1057,5372,28341,0,938\r\n'
