b'rst:0x1 (POWERON_RESET),boot:0x13 (SPI_Fxee\r\n'
b'clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00\r\n'
b'mode:DIO, clock div:1\r\n'
b'load:0x3fff0018,len:4\r\n'
b'load:0x3fff001c,len:1044\r\n'
b'load:0x40078000,len:10124\r\n'
b'load:0x40080400,len:5856\r\n'
b'entry 0x400806a8\r\n'
b'46,3152,59,60469,4,486,74,28596,28,242\r\n'
b'74,2805,89,15152,30,376,105,28593,1,385\r\n'
b'105,2337,119,15134,13,481,135,28591,15,218\r\n'
b'135,1798,150,15114,13,395,165,28588,0,385\r\n'
b'165,1983,180,15169,8,485,195,28584,0,239\r\n'
b'195,1692,210,15107,3,371,225,28592,0,408\r\n'
b'225,1502,240,15126,0,500,255,28601,0,239\r\n'
b'255,2699,270,15122,0,410,285,28586,0,431\r\n'
b'285,1073,300,15138,0,541,315,28634,0,245\r\n'
b'315,2160,330,15160,17,426,345,28632,14,423\r\n'
b'345,1291,360,15135,22,559,375,28615,15,242\r\n'
b'375,2415,390,15163,9,411,405,28608,17,408\r\n'
b'405,2115,421,15151,1,548,435,28592,1,223\r\n'
b'435,1839,451,15136,0,403,465,28608,14,412\r\n'
b'465,1163,481,15089,5,547,496,28605,0,210\r\n'
b'496,833,511,15130,1,424,526,28597,0,385\r\n'
b'526,2597,541,15131,0,601,556,28587,4,174\r\n'
b'556,1808,571,15123,8,456,586,28573,0,352\r\n'
b'586,2370,601,15135,17,602,616,28591,0,174\r\n'
b'616,817,631,15128,32,469,646,28587,0,339\r\n'
b'646,1999,661,15131,23,623,676,28599,2,175\r\n'
b'676,1640,692,15134,8,449,706,28620,0,336\r\n'
b'706,3055,722,15128,4,569,736,28604,12,166\r\n'
b'736,1199,752,15109,0,438,766,28592,16,326\r\n'
b'766,1936,782,15117,0,592,796,28622,15,170\r\n'
b'796,1093,812,15141,0,470,826,28591,3,320\r\n'
b'826,2278,842,15117,11,647,856,28605,12,139\r\n'
b'856,1957,872,15148,30,488,887,28598,0,286\r\n'
b'887,3389,902,15128,19,662,917,28592,10,192\r\n'
b'917,144,932,15138,14,503,947,28597,0,336\r\n'
b'947,3395,963,15115,2,648,977,28685,0,187\r\n'
b'977,327,993,15136,0,474,1007,28668,0,393\r\n'
b'1007,3367,1023,15121,2,630,1037,28659,0,257\r\n'
b'1037,597,1053,15131,0,476,1067,28651,2,487\r\n'
b'1067,2640,1083,15152,0,672,1097,28639,0,385\r\n'
b'1097,165,1113,15135,12,507,1127,28587,14,592\r\n'
b'1127,3342,1143,15149,27,689,1157,28617,26,441\r\n'
b'1157,721,1173,15156,20,493,1187,28595,21,674\r\n'
b'1187,3070,1203,15141,10,673,1217,28594,0,534\r\n'
b'1217,167,1229,15144,14,657,1242,28618,27,730\r\n'
b'1242,160,1254,15136,35,468,1268,28675,14,749\r\n'
b'1268,3356,1284,15146,2,659,1298,28612,0,575\r\n'
b'1298,149,1314,15121,0,485,1328,28622,0,734\r\n'
b'1328,3341,1344,15137,0,692,1358,28687,0,615\r\n'
b'1358,155,1374,15133,0,518,1388,28653,0,738\r\n'
b'1388,3342,1404,15130,9,708,1418,28659,0,560\r\n'
b'1418,163,1434,15164,16,507,1448,28652,0,772\r\n'
b'1448,3328,1464,15148,4,701,1478,28635,0,664\r\n'
b'1478,163,1495,15129,0,513,1508,28550,0,795\r\n'
b'1508,3328,1520,15137,28,624,1533,28547,15,565\r\n'
b'1533,3283,1545,15125,44,684,1558,28535,13,651\r\n'
b'1558,170,1570,15132,39,575,1583,28550,6,790\r\n'
b'1583,166,1595,15127,18,520,1608,28602,0,774\r\n'
b'1608,3312,1620,15130,12,665,1633,28613,7,519\r\n'
b'1633,3279,1645,15129,1,713,1658,28654,23,624\r\n'
b'1658,179,1670,15109,18,606,1684,28652,0,750\r\n'
b'1684,155,1700,15112,25,688,1714,28647,0,497\r\n'
b'1714,3302,1730,15127,20,580,1744,28635,0,718\r\n'
b'1744,154,1761,15109,0,689,1774,28584,3,497\r\n'
b'1774,3285,1786,15136,16,721,1799,28598,0,606\r\n'
b'1799,161,1811,15134,58,570,1824,28582,0,718\r\n'
b'1824,157,1836,15156,48,508,1849,28565,3,697\r\n'
b'1849,3309,1861,15110,36,692,1874,28551,0,494\r\n'
b'1874,3277,1886,15159,0,750,1899,28530,0,655\r\n'
b'1899,172,1911,15147,28,614,1924,28540,0,730\r\n'
b'1924,171,1936,15135,0,575,1949,28558,20,724\r\n'
b'1949,3347,1961,15126,7,731,1974,28539,12,527\r\n'
b'1974,3343,1986,15137,0,760,1999,28566,3,633\r\n'
b'1999,166,2012,15134,0,589,2024,28594,5,723\r\n'
b'2024,147,2037,15139,0,525,2049,28589,9,695\r\n'
b'2049,3379,2062,15127,0,707,2075,28590,1,471\r\n'
b'2075,3056,2087,15139,51,729,2100,28593,2,621\r\n'
b'2100,157,2112,15147,16,575,2125,28570,0,702\r\n'
b'2125,432,2137,15157,0,600,2150,28576,0,607\r\n'
b'2150,3315,2162,15138,25,787,2175,28586,0,473\r\n'
b'2175,3295,2187,15142,14,796,2200,28570,0,627\r\n'
b'2200,170,2212,15146,15,630,2225,28595,0,705\r\n'
b'2225,175,2237,15146,11,627,2250,28569,18,611\r\n'
b'2250,3377,2262,15124,11,765,2275,28552,0,493\r\n'
b'2275,3336,2288,15119,5,791,2300,28594,19,638\r\n'
b'2300,144,2313,15123,10,585,2325,28596,27,704\r\n'
b'2325,288,2338,15119,0,591,2350,28591,12,631\r\n'
b'2350,3375,2363,15110,0,758,2375,28603,11,479\r\n'
b'2375,3216,2388,15138,0,791,2400,28596,5,636\r\n'
b'2400,129,2413,15106,11,614,2425,28585,18,690\r\n'
b'2425,335,2438,15112,0,659,2450,28597,13,568\r\n'
b'2450,3365,2463,15101,26,804,2476,28602,0,425\r\n'
b'2476,2557,2488,15126,10,802,2501,28566,2,604\r\n'
b'2501,163,2513,15135,0,624,2526,28584,0,639\r\n'
b'2526,912,2538,15135,0,653,2551,28592,0,494\r\n'
b'2551,3390,2564,15126,5,770,2576,28593,51,397\r\n'
