49,2070,48,70208
53,2064,53,124060
58,2039,58,140439
63,2010,63,156695
68,1978,68,157176
73,1974,73,157188
79,1988,79,157210
84,2003,84,157185
89,2019,89,157199
94,2007,94,157194
99,2004,99,157201
104,2014,104,157221
109,2011,109,157218
114,2007,114,157247
119,2002,119,157233
124,2005,124,157219
129,2019,129,157198
134,2021,134,157133
139,2000,139,157055
144,1995,144,156947
149,2003,149,156791
154,2015,154,156612
159,2027,159,156344
164,2032,164,156098
169,2061,169,155850
174,2076,174,155628
179,2071,179,155499
184,2061,184,155394
189,2046,189,155274
194,2058,194,155199
199,2047,199,155149
204,2064,204,155092
209,2069,209,155092
214,2041,214,155107
219,1997,219,155145
224,1966,224,155203
229,1936,229,155235
234,1927,234,155331
239,1910,239,155390
244,1868,244,155474
249,1842,249,155593
254,1836,254,155699
259,1839,259,155847
264,1824,264,155962
269,1808,269,156094
274,1824,274,156207
279,1839,279,156285
284,1844,284,156362
289,1838,289,156434
294,1825,294,156489
299,1830,299,156530
304,1851,304,156558
309,1855,309,156598
314,1844,314,156646
320,1853,320,156634
325,1842,325,156667
330,1846,330,156696
335,1874,335,156716
340,1879,340,156726
345,1863,345,156751
350,1842,350,156767
355,1798,355,156802
360,1758,360,156781
365,1777,365,156806
370,1782,370,156793
375,1743,375,156780
380,1679,380,156791
385,1649,385,156778
390,1651,390,156763
395,1673,395,156773
400,1711,400,156759
405,1776,405,156750
410,1811,410,156747
415,1843,415,156703
420,1907,420,156704
425,1967,425,156675
430,1994,430,156652
435,1989,435,156650
440,1993,440,156643
445,2015,445,156608
450,2026,450,156632
455,2034,455,156661
460,2025,460,156673
465,2000,465,156662
470,2005,470,156670
475,2041,475,156719
480,2039,480,156723
485,2026,485,156726
490,2062,490,156763
495,2141,495,156758
500,2213,500,156803
505,2214,505,156826
510,2096,510,156843
515,1900,515,156866
520,1703,520,156893
525,1313,525,156918
530,998,530,156931
535,1279,535,156939
540,1874,540,156936
545,2273,545,156974
550,2439,550,156978
556,2398,556,156995
561,2258,561,157002
566,2170,566,157013
571,2128,571,157032
576,2111,576,157043
581,2077,581,157058
586,2059,586,157077
591,2053,591,157091
596,2041,596,157114
601,2036,601,157104
606,2032,606,157117
611,2035,611,157104
616,2045,616,157101
621,2033,621,157138
626,2023,626,157137
631,2021,631,157155
636,1996,636,157188
641,1981,641,157190
646,2001,646,157196
651,1995,651,157205
656,1969,656,157209
661,1984,661,157218
666,1997,666,157224
671,1983,671,157223
676,1968,676,157241
681,1967,681,157232
686,1968,686,157221
691,1940,691,157196
696,1942,696,157137
701,1951,701,157080
706,1951,706,156963
711,1963,711,156803
716,1984,716,156577
721,2000,721,156357
726,2018,726,156069
731,2028,731,155832
736,2031,736,155602
741,2037,741,155444
746,2042,746,155322
751,2062,751,155219
756,2073,756,155132
761,2047,761,155047
766,2022,766,155017
771,2031,771,154982
776,2029,776,155004
781,1997,781,155006
786,1974,786,155065
791,1957,791,155093
797,1925,797,155170
802,1891,802,155234
807,1856,807,155317
812,1856,812,155412
817,1841,817,155494
822,1807,822,155629
827,1801,827,155749
832,1812,832,155877
837,1815,837,156009
842,1827,842,156098
847,1822,847,156208
852,1808,852,156274
857,1820,857,156362
862,1826,862,156397
867,1840,867,156447
872,1836,872,156486
877,1847,877,156540
882,1856,882,156579
887,1856,887,156615
892,1870,892,156651
897,1894,897,156668
902,1887,902,156693
907,1887,907,156706
912,1894,912,156742
917,1884,917,156737
922,1835,922,156768
927,1776,927,156744
932,1761,932,156740
937,1791,937,156740
942,1793,942,156753
947,1746,947,156709
952,1681,952,156723
957,1648,957,156714
962,1646,962,156686
967,1664,967,156680
972,1715,972,156651
977,1780,977,156639
982,1836,982,156618
987,1859,987,156601
992,1918,992,156578
997,2000,997,156557
1002,2039,1002,156580
1007,2007,1007,156553
1012,2007,1012,156559
1017,2011,1017,156559
1022,1980,1022,156573
1027,1979,1027,156590
1032,2000,1032,156595
1038,2029,1038,156628
1043,2033,1043,156645
1048,2015,1048,156650
1053,2011,1053,156665
1058,2030,1058,156689
1063,2046,1063,156717
1068,2110,1068,156747
1073,2196,1073,156797
1078,2214,1078,156807
1083,2106,1083,156819
1088,1872,1088,156842
1093,1683,1093,156850
1098,1338,1098,156885
1103,1036,1103,156913
1108,1223,1108,156938
1113,1877,1113,156967
1118,2373,1118,156983
1123,2514,1123,156989
1128,2448,1128,157007
1133,2299,1133,157026
1138,2210,1138,157048
1143,2165,1143,157056
1148,2121,1148,157063
1153,2107,1153,157073
1158,2067,1158,157100
1163,2045,1163,157096
1168,2044,1168,157101
1173,2017,1173,157133
1178,2019,1178,157120
1183,2027,1183,157129
1188,2023,1188,157147
1193,2012,1193,157147
1198,1991,1198,157162
1203,1986,1203,157167
1208,1981,1208,157153
1213,1981,1213,157148
1218,1981,1218,157168
1223,1970,1223,157178
1228,1968,1228,157174
1233,1965,1233,157181
1238,1954,1238,157194
1243,1965,1243,157175
1248,2004,1248,157199
1253,2012,1253,157183
1258,1956,1258,157172
1263,1924,1263,157131
1268,1947,1268,157067
1273,1954,1273,156992
1279,1971,1279,156866
1284,1961,1284,156677
1289,1942,1289,156452
1294,1966,1294,156184
1299,1997,1299,155909
1304,2009,1304,155650
1309,2030,1309,155485
1314,2037,1314,155319
1319,2003,1319,155206
1324,2006,1324,155093
1329,2018,1329,155012
1334,2053,1334,154942
1339,2039,1339,154901
1344,2015,1344,154916
1349,2001,1349,154910
1354,1998,1354,154968
1359,1979,1359,155020
1364,1963,1364,155069
1369,1946,1369,155124
1374,1905,1374,155205
