"Time [s]";"Pressure [mmHg]";
0.00;0.12;
0.01;0.00;
0.02;0.00;
0.03;0.03;
0.04;0.00;
0.05;0.00;
0.06;0.08;
0.07;0.00;
0.08;0.06;
0.09;0.08;
0.10;0.08;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.02;
0.15;0.00;
0.16;0.05;
0.17;0.02;
0.18;0.02;
0.19;0.00;
0.20;0.00;
0.21;0.05;
0.22;0.11;
0.23;0.17;
0.24;0.11;
0.25;0.08;
0.26;0.09;
0.27;0.05;
0.28;0.05;
0.29;0.14;
0.30;0.12;
0.31;0.09;
0.32;0.08;
0.33;0.09;
0.34;0.14;
0.35;0.12;
0.36;0.03;
0.37;0.14;
0.38;0.20;
0.39;0.17;
0.40;0.06;
0.41;0.00;
0.42;0.17;
0.43;0.11;
0.44;0.16;
0.45;0.08;
0.46;0.17;
0.47;0.12;
0.48;0.27;
0.49;0.14;
0.50;0.08;
0.51;0.25;
0.52;0.00;
0.53;0.19;
0.54;0.16;
0.55;0.11;
0.56;0.14;
0.57;0.03;
0.58;0.06;
0.59;0.22;
0.60;0.14;
0.61;0.06;
0.62;0.00;
0.63;0.00;
0.64;0.08;
0.65;0.03;
0.66;0.05;
0.67;0.14;
0.68;0.09;
0.69;0.11;
0.70;0.06;
0.71;0.02;
0.72;0.00;
0.73;0.00;
0.74;0.17;
0.75;0.06;
0.76;0.06;
0.77;0.05;
0.78;0.06;
0.79;0.19;
0.80;0.11;
0.81;0.23;
0.82;0.05;
0.83;0.14;
0.84;0.00;
0.85;0.16;
0.86;0.25;
0.87;0.05;
0.88;0.00;
0.89;0.03;
0.90;0.05;
0.91;0.11;
0.92;0.00;
0.93;0.00;
0.94;0.02;
0.95;0.05;
0.96;0.08;
0.97;0.02;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.05;
1.02;0.00;
1.03;0.00;
1.04;0.02;
1.05;0.09;
1.06;0.06;
1.07;0.11;
1.08;0.05;
1.09;0.08;
1.10;0.06;
1.11;0.00;
1.12;0.09;
1.13;0.02;
1.14;0.06;
1.15;0.11;
1.16;0.00;
1.17;0.12;
1.18;0.08;
1.19;0.06;
1.20;0.16;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.06;
1.25;0.11;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.03;
1.30;0.05;
1.31;0.12;
1.32;0.08;
1.33;0.11;
1.34;0.12;
1.35;0.08;
1.36;0.03;
1.37;0.30;
1.38;0.06;
1.39;0.02;
1.40;0.03;
1.41;0.00;
1.42;0.02;
1.43;0.08;
1.44;0.06;
1.45;0.02;
1.46;0.08;
1.47;0.06;
1.48;0.09;
1.49;0.06;
1.50;0.03;
1.51;0.03;
1.52;0.02;
1.53;0.02;
1.54;0.08;
1.55;0.08;
1.56;0.19;
1.57;0.03;
1.58;0.00;
1.59;0.00;
1.60;0.00;
1.61;0.00;
1.62;0.00;
1.63;0.00;
1.64;0.00;
1.65;0.00;
1.66;0.03;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.05;
1.71;0.03;
1.72;0.00;
1.73;0.00;
1.74;0.03;
1.75;0.11;
1.76;0.00;
1.77;0.09;
1.78;0.05;
1.79;0.12;
1.80;0.14;
1.81;0.05;
1.82;0.11;
1.83;0.05;
1.84;0.16;
1.85;0.09;
1.86;0.11;
1.87;0.00;
1.88;0.02;
1.89;0.00;
1.90;0.00;
1.91;0.02;
1.92;0.00;
1.93;0.00;
1.94;0.03;
1.95;0.00;
1.96;0.05;
1.97;0.00;
1.98;0.00;
1.99;0.00;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.02;
2.04;0.00;
2.05;0.00;
2.06;0.00;
2.07;0.00;
2.08;0.00;
2.09;0.00;
2.10;0.00;
2.11;0.00;
2.12;0.02;
2.13;0.00;
2.14;0.14;
2.15;0.11;
2.16;0.02;
2.17;0.00;
2.18;0.00;
2.19;0.02;
2.20;0.00;
2.21;0.00;
2.22;0.00;
2.23;0.00;
2.24;0.00;
2.25;0.00;
2.26;0.00;
2.27;0.00;
2.28;0.00;
2.29;0.00;
2.30;0.03;
2.31;0.00;
2.32;0.00;
2.33;0.06;
2.34;0.00;
2.35;0.00;
2.36;0.00;
2.37;0.00;
2.38;0.00;
2.39;0.00;
2.40;0.11;
2.41;0.06;
2.42;0.08;
2.43;0.06;
2.44;0.03;
2.45;0.02;
2.46;0.02;
2.47;0.08;
2.48;0.00;
2.49;0.00;
2.50;0.08;
2.51;0.00;
2.52;0.03;
2.53;0.00;
2.54;0.00;
2.55;0.00;
2.56;0.03;
2.57;0.05;
2.58;0.02;
2.59;0.03;
2.60;0.00;
2.61;0.03;
2.62;0.03;
2.63;0.08;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.06;
2.69;0.08;
2.70;0.06;
2.71;0.12;
2.72;0.02;
2.73;0.00;
2.74;0.02;
2.75;0.00;
2.76;0.00;
2.77;0.00;
2.78;0.05;
2.79;0.00;
2.80;0.02;
2.81;0.00;
2.82;0.00;
2.83;0.00;
2.84;0.00;
2.85;0.06;
2.86;0.06;
2.87;0.00;
2.88;0.06;
2.89;0.05;
2.90;0.00;
2.91;0.00;
2.92;0.00;
2.93;0.00;
2.94;0.00;
2.95;0.00;
2.96;0.06;
2.97;0.00;
2.98;0.00;
2.99;0.02;
3.00;0.00;
3.01;7.97;
3.02;26.28;
3.03;36.64;
3.04;44.36;
3.05;50.70;
3.06;56.66;
3.07;61.77;
3.08;65.08;
3.09;68.67;
3.10;73.94;
3.11;79.30;
3.12;84.30;
3.13;89.58;
3.14;95.05;
3.15;101.14;
3.16;107.72;
3.17;114.36;
3.18;120.95;
3.19;127.19;
3.20;132.83;
3.21;138.03;
3.22;142.78;
3.23;146.91;
3.24;150.59;
3.25;153.44;
3.26;155.66;
3.27;157.66;
3.28;159.08;
3.29;160.02;
3.30;160.80;
3.31;161.34;
3.32;161.75;
3.33;162.20;
3.34;162.41;
3.35;162.52;
3.36;162.61;
3.37;162.62;
3.38;162.81;
3.39;162.92;
3.40;163.02;
3.41;163.00;
3.42;162.98;
3.43;163.00;
3.44;162.91;
3.45;162.92;
3.46;162.97;
3.47;163.02;
3.48;162.98;
3.49;163.00;
3.50;163.14;
3.51;163.30;
3.52;163.16;
3.53;163.11;
3.54;163.06;
3.55;163.11;
3.56;163.19;
3.57;163.23;
3.58;163.14;
3.59;163.16;
3.60;163.06;
3.61;163.00;
3.62;162.88;
3.63;162.89;
3.64;163.02;
3.65;162.95;
3.66;163.09;
3.67;162.97;
3.68;163.09;
3.69;162.97;
3.70;162.88;
3.71;162.91;
3.72;162.84;
3.73;162.75;
3.74;162.66;
3.75;162.69;
3.76;162.77;
3.77;162.78;
3.78;162.67;
3.79;162.75;
3.80;162.81;
3.81;162.70;
3.82;162.70;
3.83;162.72;
3.84;162.66;
3.85;162.80;
3.86;162.59;
3.87;162.62;
3.88;162.44;
3.89;162.56;
3.90;162.58;
3.91;162.50;
3.92;162.53;
3.93;162.38;
3.94;162.45;
3.95;162.48;
3.96;162.44;
3.97;162.59;
3.98;162.38;
3.99;162.61;
4.00;162.39;
4.01;162.52;
4.02;162.41;
4.03;162.42;
4.04;162.47;
4.05;162.47;
4.06;162.41;
4.07;162.41;
4.08;162.28;
4.09;162.34;
4.10;162.27;
4.11;162.22;
4.12;162.30;
4.13;162.23;
4.14;162.17;
4.15;162.19;
4.16;162.14;
4.17;162.22;
4.18;162.28;
4.19;162.34;
4.20;162.17;
4.21;162.31;
4.22;162.16;
4.23;162.14;
4.24;162.20;
4.25;162.09;
4.26;162.09;
4.27;162.08;
4.28;161.91;
4.29;162.06;
4.30;161.92;
4.31;162.20;
4.32;162.08;
4.33;162.14;
4.34;161.97;
4.35;162.03;
4.36;161.92;
4.37;161.92;
4.38;161.86;
4.39;162.03;
4.40;161.91;
4.41;161.94;
4.42;161.86;
4.43;162.02;
4.44;161.83;
4.45;161.86;
4.46;161.80;
4.47;161.89;
4.48;161.67;
4.49;161.75;
4.50;161.92;
4.51;161.72;
4.52;161.73;
4.53;161.84;
4.54;161.69;
4.55;161.80;
4.56;161.80;
4.57;161.73;
4.58;161.69;
4.59;161.70;
4.60;161.72;
4.61;161.55;
4.62;161.61;
4.63;161.58;
4.64;161.62;
4.65;161.66;
4.66;161.55;
4.67;161.61;
4.68;161.62;
4.69;161.64;
4.70;161.50;
4.71;161.64;
4.72;161.52;
4.73;161.59;
4.74;161.47;
4.75;161.52;
4.76;161.50;
4.77;161.50;
4.78;161.52;
4.79;161.45;
4.80;161.47;
4.81;161.47;
4.82;161.48;
4.83;161.56;
4.84;161.45;
4.85;161.56;
4.86;161.41;
