"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
19.55;;;;;;;"Optimize Signal Quality";;
29.55;;;;;;;"Optimize Signal Quality";;
39.55;;;;;;;"Optimize Signal Quality";;
43.64;111;88;74;89;;;;;
44.31;111;88;74;89;;;;;
44.94;111;88;74;89;;;;;
45.54;111;88;74;89;;;;;
46.15;111;88;74;89;;;;;
46.77;115;89;76;96;;;;;
47.41;115;89;76;96;;;;;
48.10;115;89;76;96;;;;;
48.81;115;89;76;96;;;;;
49.47;115;89;76;96;;;;;
50.10;111;86;74;92;;;;;
50.74;111;86;74;92;;;;;
51.38;111;86;74;92;;;;;
52.04;111;86;74;92;;;;;
52.72;111;86;74;92;;;;;
53.37;102;77;67;91;;;;;
53.98;102;77;67;91;;;;;
54.58;102;77;67;91;;;;;
55.18;102;77;67;91;;;;;
55.78;102;77;67;91;;;;;
56.39;101;76;65;99;;;;;
57.01;101;76;65;99;;;;;
57.64;101;76;65;99;;;;;
58.27;101;76;65;99;;;;;
58.89;101;76;65;99;;;;;
59.51;101;77;66;97;;;;;
60.11;101;77;66;97;;;;;
60.70;101;77;66;97;;;;;
61.32;101;77;66;97;;;;;
61.96;101;77;66;97;;;;;
62.68;106;82;69;91;;;;;
63.44;106;82;69;91;;;;;
64.15;106;82;69;91;;;;;
64.84;106;82;69;91;;;;;
65.51;106;82;69;91;;;;;
66.18;103;76;64;88;;;;;
66.85;103;76;64;88;;;;;
67.51;103;76;64;88;;;;;
68.17;103;76;64;88;;;;;
68.79;103;76;64;88;;;;;
69.40;100;73;61;94;;;;;
70.02;100;73;61;94;;;;;
70.64;100;73;61;94;;;;;
71.29;100;73;61;94;;;;;
71.98;100;73;61;94;;;;;
72.69;106;79;67;89;;;;;
73.43;106;79;67;89;;;;;
74.16;106;79;67;89;;;;;
74.83;106;79;67;89;;;;;
75.47;106;79;67;89;;;;;
76.12;103;75;62;90;;;;;
76.77;103;75;62;90;;;;;
77.07;;;;;111;77;"internal";;
77.43;103;75;62;90;;;;;
78.09;103;75;62;90;;;;;
78.72;103;75;62;90;;;;;
79.37;107;79;66;93;;;;;
80.02;107;79;66;93;;;;;
80.71;107;79;66;93;;;;;
81.41;107;79;66;93;;;;;
82.14;107;79;66;93;;;;;
82.83;106;78;66;86;;;;;
83.48;106;78;66;86;;;;;
84.14;106;78;66;86;;;;;
84.79;106;78;66;86;;;;;
85.43;106;78;66;86;;;;;
86.07;105;77;64;92;;;;;
86.68;105;77;64;92;;;;;
87.28;105;77;64;92;;;;;
87.55;;;;;;;"Optimize Signal Quality";;
87.93;105;77;64;92;;;;;
88.59;105;77;64;92;;;;;
89.27;105;77;64;91;;;;;
90.03;105;77;64;91;;;;;
90.80;105;77;64;91;;;;;
91.49;105;77;64;91;;;;;
92.09;107;79;66;91;;;;;
92.73;115;86;72;92;;;;;
93.38;115;86;72;92;;;;;
94.03;115;86;72;92;;;;;
94.68;115;86;72;92;;;;;
95.33;115;86;72;92;;;;;
95.97;122;91;79;93;;;;;
96.63;122;91;79;93;;;;;
97.30;122;91;79;93;;;;;
98.00;122;91;79;93;;;;;
98.70;122;91;79;93;;;;;
99.17;;;;;;;"NBPcal";;
99.40;110;85;76;87;;;;;
100.07;110;85;76;87;;;;;
100.72;110;85;76;87;;;;;
101.33;110;85;76;87;;;;;
101.93;110;85;76;87;;;;;
102.52;103;80;72;97;;;;;
103.10;103;80;72;97;;;;;
103.71;103;80;72;97;;;;;
104.34;103;80;72;97;;;;;
104.97;103;80;72;97;;;;;
105.59;110;90;81;97;;;;;
106.26;110;90;81;97;;;;;
107.00;110;90;81;97;;;;;
107.82;110;90;81;97;;;;;
108.62;110;90;81;97;;;;;
109.31;109;88;79;82;;;;;
109.98;109;88;79;82;;;;;
110.64;109;88;79;82;;;;;
111.28;109;88;79;82;;;;;
111.92;109;88;79;82;;;;;
112.56;104;82;73;92;;;;;
113.19;104;82;73;92;;;;;
113.82;104;82;73;92;;;;;
114.42;104;82;73;92;;;;;
114.99;104;82;73;92;;;;;
115.56;99;78;69;101;;;;;
115.81;;;;;;;"Custom1";;
116.13;99;78;69;101;;;;;
116.73;99;78;69;101;;;;;
117.36;99;78;69;101;;;;;
118.05;99;78;69;101;;;;;
118.80;107;86;76;89;;;;;
119.55;107;86;76;89;;;;;
120.26;107;86;76;89;;;;;
120.90;107;86;76;89;;;;;
121.57;107;86;76;89;;;;;
122.22;102;80;71;89;;;;;
122.92;102;80;71;89;;;;;
123.60;102;80;71;89;;;;;
124.27;102;80;71;89;;;;;
124.90;102;80;71;89;;;;;
125.54;97;74;65;92;;;;;
126.17;97;74;65;92;;;;;
126.82;97;74;65;92;;;;;
127.48;97;74;65;92;;;;;
128.16;97;74;65;92;;;;;
128.84;97;74;65;90;;;;;
129.48;97;74;65;90;;;;;
130.10;97;74;65;90;;;;;
130.73;97;74;65;90;;;;;
131.39;97;74;65;90;;;;;
132.07;99;76;66;91;;;;;
132.55;;;;;;;"Optimize Signal Quality";;
132.80;99;76;66;91;;;;;
133.57;99;76;66;91;;;;;
134.27;99;76;66;91;;;;;
134.93;99;76;66;91;;;;;
135.55;99;76;66;91;;;;;
136.16;99;76;66;91;;;;;
136.75;99;76;66;91;;;;;
137.11;99;76;66;91;;;;;
137.84;99;76;66;91;;;;;
138.46;101;82;73;92;;;;;
139.16;101;82;73;92;;;;;
140.18;101;82;73;92;;;;;
141.09;101;82;73;92;;;;;
141.96;101;82;73;92;;;;;
142.83;92;74;63;70;;;;;
143.68;92;74;63;70;;;;;
144.44;92;74;63;70;;;;;
145.15;92;74;63;70;;;;;
145.80;92;74;63;70;;;;;
146.42;78;59;50;86;;;;;
147.02;78;59;50;86;;;;;
147.59;78;59;50;86;;;;;
148.16;78;59;50;86;;;;;
148.70;78;59;50;86;;;;;
149.27;78;62;53;105;;;;;
149.84;78;62;53;105;;;;;
150.46;78;62;53;105;;;;;
151.21;78;62;53;105;;;;;
152.06;78;62;53;105;;;;;
152.87;82;66;55;79;;;;;
153.69;82;66;55;79;;;;;
154.49;82;66;55;79;;;;;
155.20;82;66;55;79;;;;;
155.88;82;66;55;79;;;;;
156.52;70;53;44;86;;;;;
157.14;70;53;44;86;;;;;
157.73;70;53;44;86;;;;;
158.28;70;53;44;86;;;;;
158.85;70;53;44;86;;;;;
159.40;71;57;47;104;;;;;
159.94;71;57;47;104;;;;;
160.53;71;57;47;104;;;;;
161.12;71;57;47;104;;;;;
161.78;71;57;47;104;;;;;
162.51;82;68;58;92;;;;;
163.29;82;68;58;92;;;;;
164.04;82;68;58;92;;;;;
164.77;82;68;58;92;;;;;
165.48;82;68;58;92;;;;;
166.15;77;59;50;85;;;;;
166.82;77;59;50;85;;;;;
167.44;77;59;50;85;;;;;
168.05;77;59;50;85;;;;;
168.67;77;59;50;85;;;;;
169.26;72;54;46;97;;;;;
169.84;72;54;46;97;;;;;
170.40;72;54;46;97;;;;;
170.96;72;54;46;97;;;;;
171.51;72;54;46;97;;;;;
172.07;81;68;57;108;;;;;
172.63;81;68;57;108;;;;;
173.32;81;68;57;108;;;;;
174.20;81;68;57;108;;;;;
175.06;81;68;57;108;;;;;
175.91;92;76;64;76;;;;;
176.72;92;76;64;76;;;;;
177.53;92;76;64;76;;;;;
178.28;92;76;64;76;;;;;
179.00;92;76;64;76;;;;;
179.69;83;64;55;81;;;;;
