"Time [s]";"Pressure [mmHg]";
0.00;0.11;
0.01;0.00;
0.02;0.00;
0.03;0.05;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.08;
0.09;0.02;
0.10;0.11;
0.11;0.22;
0.12;0.00;
0.13;0.00;
0.14;0.11;
0.15;0.00;
0.16;0.05;
0.17;0.08;
0.18;0.05;
0.19;0.00;
0.20;0.06;
0.21;0.14;
0.22;0.06;
0.23;0.00;
0.24;0.00;
0.25;0.20;
0.26;0.03;
0.27;0.00;
0.28;0.03;
0.29;0.11;
0.30;0.09;
0.31;0.09;
0.32;0.19;
0.33;0.11;
0.34;0.06;
0.35;0.22;
0.36;0.20;
0.37;0.06;
0.38;0.09;
0.39;0.05;
0.40;0.05;
0.41;0.14;
0.42;0.00;
0.43;0.08;
0.44;0.12;
0.45;0.23;
0.46;0.12;
0.47;0.17;
0.48;0.14;
0.49;0.12;
0.50;0.00;
0.51;0.05;
0.52;0.02;
0.53;0.09;
0.54;0.00;
0.55;0.17;
0.56;0.17;
0.57;0.17;
0.58;0.14;
0.59;0.00;
0.60;0.03;
0.61;0.11;
0.62;0.09;
0.63;0.03;
0.64;0.08;
0.65;0.08;
0.66;0.08;
0.67;0.14;
0.68;0.05;
0.69;0.09;
0.70;0.03;
0.71;0.08;
0.72;0.00;
0.73;0.09;
0.74;0.00;
0.75;0.02;
0.76;0.00;
0.77;0.00;
0.78;0.06;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.00;
0.83;0.05;
0.84;0.00;
0.85;0.00;
0.86;0.00;
0.87;0.09;
0.88;0.03;
0.89;0.02;
0.90;0.03;
0.91;0.06;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.03;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.20;
1.04;0.50;
1.05;0.94;
1.06;1.48;
1.07;2.25;
1.08;3.06;
1.09;3.84;
1.10;4.81;
1.11;5.59;
1.12;6.56;
1.13;7.55;
1.14;8.50;
1.15;9.50;
1.16;10.42;
1.17;11.53;
1.18;12.52;
1.19;13.58;
1.20;14.56;
1.21;15.56;
1.22;16.42;
1.23;17.42;
1.24;18.09;
1.25;18.92;
1.26;19.80;
1.27;20.83;
1.28;21.64;
1.29;22.64;
1.30;23.56;
1.31;24.50;
1.32;25.38;
1.33;26.36;
1.34;26.73;
1.35;27.91;
1.36;28.98;
1.37;29.83;
1.38;30.69;
1.39;31.77;
1.40;32.78;
1.41;33.69;
1.42;34.55;
1.43;35.56;
1.44;36.47;
1.45;37.56;
1.46;38.34;
1.47;39.41;
1.48;40.20;
1.49;41.25;
1.50;42.27;
1.51;43.17;
1.52;43.95;
1.53;44.91;
1.54;45.80;
1.55;46.94;
1.56;47.62;
1.57;48.47;
1.58;49.22;
1.59;50.28;
1.60;51.17;
1.61;52.08;
1.62;53.02;
1.63;54.02;
1.64;54.98;
1.65;55.88;
1.66;56.89;
1.67;57.89;
1.68;58.98;
1.69;60.00;
1.70;61.05;
1.71;62.09;
1.72;63.22;
1.73;64.33;
1.74;65.25;
1.75;66.45;
1.76;67.45;
1.77;68.59;
1.78;69.62;
1.79;68.61;
1.80;61.14;
1.81;55.06;
1.82;50.78;
1.83;47.33;
1.84;44.50;
1.85;42.08;
1.86;40.20;
1.87;38.33;
1.88;36.75;
1.89;35.44;
1.90;34.23;
1.91;33.16;
1.92;31.97;
1.93;31.16;
