"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
21.44;;;;;;;"Optimize Signal Quality";;
31.44;;;;;;;"Optimize Signal Quality";;
40.44;;;;;;;"Optimize Signal Quality";;
44.65;113;80;68;91;;;;;
45.30;113;80;68;91;;;;;
45.96;113;80;68;91;;;;;
46.61;113;80;68;91;;;;;
47.25;113;80;68;91;;;;;
47.86;121;85;74;95;;;;;
48.48;121;85;74;95;;;;;
49.10;121;85;74;95;;;;;
49.72;121;85;74;95;;;;;
50.38;121;85;74;95;;;;;
51.05;127;90;78;93;;;;;
51.74;127;90;78;93;;;;;
52.43;127;90;78;93;;;;;
53.08;127;90;78;93;;;;;
53.68;127;90;78;93;;;;;
54.28;122;85;74;96;;;;;
54.89;122;85;74;96;;;;;
55.50;122;85;74;96;;;;;
56.14;122;85;74;96;;;;;
56.80;122;85;74;96;;;;;
57.48;124;89;77;92;;;;;
58.13;124;89;77;92;;;;;
58.76;124;89;77;92;;;;;
59.38;124;89;77;92;;;;;
60.02;124;89;77;92;;;;;
60.68;124;90;77;93;;;;;
61.35;124;90;77;93;;;;;
62.01;124;90;77;93;;;;;
62.66;124;90;77;93;;;;;
63.27;124;90;77;93;;;;;
63.86;117;84;73;97;;;;;
64.43;117;84;73;97;;;;;
65.01;117;84;73;97;;;;;
65.60;117;84;73;97;;;;;
66.22;117;84;73;97;;;;;
66.88;122;90;76;96;;;;;
67.56;122;90;76;96;;;;;
68.22;122;90;76;96;;;;;
68.85;122;90;76;96;;;;;
69.45;122;90;76;96;;;;;
69.97;118;86;73;103;;;;;
70.65;118;86;73;103;;;;;
71.26;118;86;73;103;;;;;
71.90;118;86;73;103;;;;;
72.54;118;86;73;103;;;;;
73.17;116;84;71;96;;;;;
73.77;116;84;71;96;;;;;
74.36;116;84;71;96;;;;;
74.96;116;84;71;96;;;;;
75.56;116;84;71;96;;;;;
76.20;118;86;71;97;;;;;
76.87;118;86;71;97;;;;;
76.92;;;;;131;80;"internal";;
77.56;118;86;71;97;;;;;
78.23;118;86;71;97;;;;;
78.87;118;86;71;97;;;;;
79.48;113;80;67;94;;;;;
80.09;113;80;67;94;;;;;
80.73;113;80;67;94;;;;;
81.37;113;80;67;94;;;;;
82.03;113;80;67;94;;;;;
82.65;113;82;68;94;;;;;
83.27;113;82;68;94;;;;;
83.89;113;82;68;94;;;;;
84.53;113;82;68;94;;;;;
85.22;113;82;68;94;;;;;
85.95;116;84;70;88;;;;;
86.65;116;84;70;88;;;;;
87.32;116;84;70;88;;;;;
87.44;;;;;;;"Optimize Signal Quality";;
88.04;116;84;70;88;;;;;
88.71;116;84;70;88;;;;;
89.40;116;84;70;88;;;;;
90.07;116;84;70;88;;;;;
90.69;116;84;70;88;;;;;
91.31;116;84;70;88;;;;;
91.90;113;81;67;88;;;;;
92.54;114;82;69;88;;;;;
93.22;114;82;69;88;;;;;
93.92;114;82;69;88;;;;;
94.60;114;82;69;88;;;;;
95.24;114;82;69;88;;;;;
95.89;108;81;67;90;;;;;
96.56;108;81;67;90;;;;;
97.23;108;81;67;90;;;;;
97.92;108;81;67;90;;;;;
98.61;108;81;67;90;;;;;
99.17;;;;;;;"NBPcal";;
99.27;129;95;79;89;;;;;
99.90;129;95;79;89;;;;;
100.49;129;95;79;89;;;;;
101.08;129;95;79;89;;;;;
101.67;129;95;79;89;;;;;
102.28;133;102;83;99;;;;;
102.93;133;102;83;99;;;;;
103.58;133;102;83;99;;;;;
104.18;133;102;83;99;;;;;
104.78;133;102;83;99;;;;;
105.39;135;102;85;98;;;;;
105.99;135;102;85;98;;;;;
106.63;135;102;85;98;;;;;
107.29;135;102;85;98;;;;;
107.97;135;102;85;98;;;;;
108.66;134;95;78;90;;;;;
109.33;134;95;78;90;;;;;
109.95;134;95;78;90;;;;;
110.55;134;95;78;90;;;;;
111.14;134;95;78;90;;;;;
111.74;124;86;70;98;;;;;
112.34;124;86;70;98;;;;;
112.93;124;86;70;98;;;;;
113.52;124;86;70;98;;;;;
114.10;124;86;70;98;;;;;
114.69;129;92;75;102;;;;;
115.28;129;92;75;102;;;;;
115.87;129;92;75;102;;;;;
116.47;129;92;75;102;;;;;
117.06;129;92;75;102;;;;;
117.66;133;95;77;101;;;;;
118.29;133;95;77;101;;;;;
118.95;133;95;77;101;;;;;
119.62;133;95;77;101;;;;;
120.28;133;95;77;101;;;;;
120.90;126;88;72;94;;;;;
121.50;126;88;72;94;;;;;
122.10;126;88;72;94;;;;;
122.70;126;88;72;94;;;;;
123.31;126;88;72;94;;;;;
123.93;129;91;74;98;;;;;
124.54;129;91;74;98;;;;;
125.14;129;91;74;98;;;;;
125.74;129;91;74;98;;;;;
126.34;129;91;74;98;;;;;
126.96;133;95;77;98;;;;;
127.44;;;;;;;"Optimize Signal Quality";;
127.61;133;95;77;98;;;;;
128.31;133;95;77;98;;;;;
128.99;133;95;77;98;;;;;
129.62;133;95;77;98;;;;;
130.79;133;95;77;71;;;;;
131.37;133;95;77;71;;;;;
131.42;;;;;;;"Custom1";;
131.90;133;95;77;71;;;;;
132.49;133;95;77;71;;;;;
133.09;133;95;77;71;;;;;
133.69;138;98;82;75;;;;;
134.27;138;98;82;75;;;;;
134.86;138;98;82;75;;;;;
135.47;138;98;82;75;;;;;
136.12;138;98;82;75;;;;;
136.81;139;102;84;90;;;;;
137.49;139;102;84;90;;;;;
138.14;139;102;84;90;;;;;
138.78;139;102;84;90;;;;;
139.43;139;102;84;90;;;;;
140.09;133;95;77;92;;;;;
140.76;133;95;77;92;;;;;
141.43;133;95;77;92;;;;;
142.07;133;95;77;92;;;;;
142.67;133;95;77;92;;;;;
143.24;122;86;70;98;;;;;
143.80;122;86;70;98;;;;;
144.36;122;86;70;98;;;;;
144.94;122;86;70;98;;;;;
145.57;122;86;70;98;;;;;
146.29;138;103;84;93;;;;;
147.05;138;103;84;93;;;;;
147.79;138;103;84;93;;;;;
148.50;138;103;84;93;;;;;
149.18;138;103;84;93;;;;;
149.87;134;98;80;86;;;;;
150.56;134;98;80;86;;;;;
151.25;134;98;80;86;;;;;
151.94;134;98;80;86;;;;;
152.57;134;98;80;86;;;;;
153.16;124;88;71;94;;;;;
153.73;124;88;71;94;;;;;
154.28;124;88;71;94;;;;;
154.82;124;88;71;94;;;;;
155.36;124;88;71;94;;;;;
155.91;133;96;76;108;;;;;
156.54;133;96;76;108;;;;;
157.37;133;96;76;108;;;;;
158.24;133;96;76;108;;;;;
159.07;133;96;76;108;;;;;
159.87;132;92;72;76;;;;;
160.63;132;92;72;76;;;;;
161.32;132;92;72;76;;;;;
161.96;132;92;72;76;;;;;
162.56;132;92;72;76;;;;;
163.15;116;80;64;94;;;;;
163.70;116;80;64;94;;;;;
164.25;116;80;64;94;;;;;
164.79;116;80;64;94;;;;;
165.33;116;80;64;94;;;;;
165.86;129;91;72;109;;;;;
166.41;129;91;72;109;;;;;
167.00;129;91;72;109;;;;;
167.44;;;;;;;"Optimize Signal Quality";;
167.68;129;91;72;109;;;;;
168.62;129;91;72;109;;;;;
169.49;129;91;72;79;;;;;
170.35;129;91;72;79;;;;;
171.13;129;91;72;79;;;;;
171.85;129;91;72;79;;;;;
172.54;129;91;72;79;;;;;
173.14;139;98;76;90;;;;;
173.78;139;98;76;90;;;;;
174.38;139;98;76;90;;;;;
174.97;139;98;76;90;;;;;
175.53;139;98;76;90;;;;;
176.08;150;99;86;103;;;;;
176.62;150;99;86;103;;;;;
177.16;150;99;86;103;;;;;
177.72;150;99;86;103;;;;;
178.35;150;99;86;103;;;;;
179.29;174;113;94;84;;;;;
180.17;174;113;94;84;;;;;
181.05;174;113;94;84;;;;;
181.93;174;113;94;84;;;;;
182.79;174;113;94;84;;;;;
183.56;158;101;86;73;;;;;
184.26;158;101;86;73;;;;;
184.93;158;101;86;73;;;;;
185.56;158;101;86;73;;;;;
186.18;158;101;86;73;;;;;
186.78;142;95;83;93;;;;;
187.37;142;95;83;93;;;;;
187.93;142;95;83;93;;;;;
188.48;142;95;83;93;;;;;
189.02;142;95;83;93;;;;;
189.56;155;108;92;107;;;;;
190.12;155;108;92;107;;;;;
190.71;155;108;92;107;;;;;
191.59;155;108;92;107;;;;;
192.45;155;108;92;107;;;;;
193.34;169;118;100;75;;;;;
194.24;169;118;100;75;;;;;
195.12;169;118;100;75;;;;;
195.95;169;118;100;75;;;;;
196.70;169;118;100;75;;;;;
197.39;142;101;90;78;;;;;
198.04;142;101;90;78;;;;;
198.67;142;101;90;78;;;;;
199.27;142;101;90;78;;;;;
199.84;142;101;90;78;;;;;
200.39;136;98;87;100;;;;;
200.95;136;98;87;100;;;;;
201.51;136;98;87;100;;;;;
202.12;136;98;87;100;;;;;
203.07;136;98;87;100;;;;;
204.02;158;111;95;75;;;;;
204.92;158;111;95;75;;;;;
205.78;158;111;95;75;;;;;
206.57;158;111;95;75;;;;;
207.28;158;111;95;75;;;;;
207.95;143;101;88;80;;;;;
208.59;143;101;88;80;;;;;
209.21;143;101;88;80;;;;;
209.81;143;101;88;80;;;;;
210.40;143;101;88;80;;;;;
210.98;131;94;84;99;;;;;
211.55;131;94;84;99;;;;;
212.11;131;94;84;99;;;;;
212.68;131;94;84;99;;;;;
213.27;131;94;84;99;;;;;
213.86;145;103;91;103;;;;;
214.47;145;103;91;103;;;;;
215.07;145;103;91;103;;;;;
215.68;145;103;91;103;;;;;
216.29;145;103;91;103;;;;;
216.92;152;107;94;97;;;;;
217.56;152;107;94;97;;;;;
218.21;152;107;94;97;;;;;
218.86;152;107;94;97;;;;;
219.49;152;107;94;97;;;;;
220.11;143;101;90;95;;;;;
220.72;143;101;90;95;;;;;
221.31;143;101;90;95;;;;;
221.73;;;;;;;"Custom1";;
221.89;143;101;90;95;;;;;
222.47;143;101;90;95;;;;;
223.04;139;100;89;103;;;;;
