"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
19.41;;;;;;;"Optimize Signal Quality";;
28.41;;;;;;;"Optimize Signal Quality";;
38.41;;;;;;;"Optimize Signal Quality";;
42.75;115;93;80;81;;;;;
43.49;115;93;80;81;;;;;
44.25;115;93;80;81;;;;;
45.06;115;93;80;81;;;;;
45.92;115;93;80;81;;;;;
46.78;114;90;79;73;;;;;
47.62;114;90;79;73;;;;;
48.44;114;90;79;73;;;;;
49.22;114;90;79;73;;;;;
49.99;114;90;79;73;;;;;
50.74;105;84;76;77;;;;;
51.48;105;84;76;77;;;;;
52.23;105;84;76;77;;;;;
52.99;105;84;76;77;;;;;
53.81;105;84;76;77;;;;;
54.65;111;89;79;75;;;;;
55.51;111;89;79;75;;;;;
56.43;111;89;79;75;;;;;
57.41;111;89;79;75;;;;;
58.42;111;89;79;75;;;;;
59.40;109;85;74;63;;;;;
60.37;109;85;74;63;;;;;
61.31;109;85;74;63;;;;;
62.22;109;85;74;63;;;;;
63.09;109;85;74;63;;;;;
63.94;105;82;72;67;;;;;
64.78;105;82;72;67;;;;;
65.56;105;82;72;67;;;;;
66.34;105;82;72;67;;;;;
67.17;105;82;72;67;;;;;
68.08;110;86;75;70;;;;;
69.03;110;86;75;70;;;;;
70.01;110;86;75;70;;;;;
70.97;110;86;75;70;;;;;
71.89;110;86;75;70;;;;;
72.74;106;83;73;66;;;;;
73.59;106;83;73;66;;;;;
74.45;106;83;73;66;;;;;
75.32;106;83;73;66;;;;;
76.21;106;83;73;66;;;;;
77.10;106;83;73;68;;;;;
77.94;106;83;73;68;;;;;
78.75;106;83;73;68;;;;;
79.58;106;83;73;68;;;;;
80.41;106;83;73;68;;;;;
81.24;107;83;73;72;;;;;
82.08;107;83;73;72;;;;;
82.93;107;83;73;72;;;;;
83.75;107;83;73;72;;;;;
84.56;107;83;73;72;;;;;
85.32;105;83;74;75;;;;;
85.95;;;;;116;80;"internal";;
86.11;105;83;74;75;;;;;
86.93;105;83;74;75;;;;;
87.80;105;83;74;75;;;;;
88.69;105;83;74;75;;;;;
89.60;106;83;73;69;;;;;
90.46;106;83;73;69;;;;;
91.26;106;83;73;69;;;;;
92.03;106;83;73;69;;;;;
92.79;106;83;73;69;;;;;
93.56;104;83;73;76;;;;;
94.34;104;83;73;76;;;;;
95.10;104;83;73;76;;;;;
95.83;104;83;73;76;;;;;
96.41;;;;;;;"Optimize Signal Quality";;
96.61;104;83;73;76;;;;;
97.49;104;83;73;74;;;;;
98.44;104;83;73;74;;;;;
99.37;104;83;73;74;;;;;
100.24;104;83;73;74;;;;;
101.10;104;83;73;74;;;;;
101.90;105;84;74;76;;;;;
102.67;105;84;74;76;;;;;
103.45;105;84;74;76;;;;;
104.24;105;84;74;76;;;;;
105.04;105;84;74;76;;;;;
105.83;107;84;73;76;;;;;
106.59;107;84;73;76;;;;;
107.36;107;84;73;76;;;;;
108.20;107;84;73;76;;;;;
108.96;;;;;;;"NBPcal";;
109.09;117;92;80;72;;;;;
110.02;117;92;80;72;;;;;
110.97;117;92;80;72;;;;;
111.87;117;92;80;72;;;;;
112.70;117;92;80;72;;;;;
113.53;111;87;77;70;;;;;
114.37;111;87;77;70;;;;;
115.22;111;87;77;70;;;;;
116.10;111;87;77;70;;;;;
116.98;111;87;77;70;;;;;
