"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.20;
0.02;0.12;
0.03;0.19;
0.04;0.30;
0.05;0.09;
0.06;0.22;
0.07;0.14;
0.08;0.08;
0.09;0.19;
0.10;0.03;
0.11;0.05;
0.12;0.02;
0.13;0.08;
0.14;0.22;
0.15;0.20;
0.16;0.11;
0.17;0.08;
0.18;0.12;
0.19;0.02;
0.20;0.06;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.02;
0.25;0.00;
0.26;0.00;
0.27;0.02;
0.28;0.08;
0.29;0.05;
0.30;0.11;
0.31;0.02;
0.32;0.03;
0.33;0.00;
0.34;0.00;
0.35;0.02;
0.36;0.00;
0.37;0.08;
0.38;0.00;
0.39;0.09;
0.40;0.00;
0.41;0.00;
0.42;0.00;
0.43;0.00;
0.44;0.08;
0.45;0.00;
0.46;0.00;
0.47;0.14;
0.48;0.09;
0.49;0.00;
0.50;0.08;
0.51;0.00;
0.52;0.19;
0.53;0.16;
0.54;0.06;
0.55;0.19;
0.56;0.09;
0.57;0.20;
0.58;0.17;
0.59;0.23;
0.60;0.05;
0.61;0.05;
0.62;0.17;
0.63;0.05;
0.64;0.09;
0.65;0.08;
0.66;0.09;
0.67;0.02;
0.68;0.03;
0.69;0.09;
0.70;0.12;
0.71;0.02;
0.72;0.11;
0.73;0.03;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.06;
0.78;0.19;
0.79;0.14;
0.80;0.00;
0.81;0.02;
0.82;0.02;
0.83;0.02;
0.84;0.06;
0.85;0.00;
0.86;0.02;
0.87;0.06;
0.88;0.03;
0.89;0.05;
0.90;0.00;
0.91;0.06;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.02;
0.99;0.03;
1.00;0.12;
1.01;0.02;
1.02;0.00;
1.03;0.09;
1.04;0.00;
1.05;0.00;
1.06;0.03;
1.07;0.03;
1.08;0.00;
1.09;0.00;
1.10;0.08;
1.11;0.17;
1.12;0.00;
1.13;0.16;
1.14;0.16;
1.15;0.17;
1.16;0.09;
1.17;0.33;
1.18;0.25;
1.19;0.17;
1.20;0.23;
1.21;0.28;
1.22;0.30;
1.23;0.27;
1.24;0.34;
1.25;0.36;
1.26;0.45;
1.27;0.42;
1.28;0.47;
1.29;0.56;
1.30;0.53;
1.31;0.61;
1.32;0.59;
1.33;0.55;
1.34;0.58;
1.35;0.64;
1.36;0.38;
1.37;0.34;
1.38;0.34;
1.39;0.27;
1.40;0.19;
1.41;0.34;
1.42;0.22;
1.43;0.20;
1.44;0.30;
1.45;0.12;
1.46;0.11;
1.47;0.12;
1.48;0.14;
1.49;0.05;
1.50;0.08;
1.51;0.11;
1.52;0.06;
1.53;0.08;
1.54;0.00;
1.55;0.09;
1.56;0.00;
1.57;0.06;
1.58;0.08;
1.59;0.06;
