"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"Height Offset [cm]";
20.01;;;;;;;"Optimize Signal Quality";;
30.01;;;;;;;"Optimize Signal Quality";;
40.01;;;;;;;"Optimize Signal Quality";;
43.75;110;84;75;91;;;;;
44.37;110;84;75;91;;;;;
45.00;110;84;75;91;;;;;
45.60;110;84;75;91;;;;;
46.21;110;84;75;91;;;;;
46.83;113;87;76;97;;;;;
47.45;113;87;76;97;;;;;
48.11;113;87;76;97;;;;;
48.80;113;87;76;97;;;;;
49.46;113;87;76;97;;;;;
50.13;113;87;77;91;;;;;
50.80;113;87;77;91;;;;;
51.49;113;87;77;91;;;;;
52.18;113;87;77;91;;;;;
52.85;113;87;77;91;;;;;
53.48;105;80;70;91;;;;;
54.08;105;80;70;91;;;;;
54.68;105;80;70;91;;;;;
55.28;105;80;70;91;;;;;
55.89;105;80;70;91;;;;;
56.50;106;80;70;99;;;;;
57.09;106;80;70;99;;;;;
57.70;106;80;70;99;;;;;
58.30;106;80;70;99;;;;;
58.94;106;80;70;99;;;;;
59.61;108;83;72;95;;;;;
60.25;108;83;72;95;;;;;
60.88;108;83;72;95;;;;;
61.50;108;83;72;95;;;;;
62.12;108;83;72;95;;;;;
62.75;105;79;68;96;;;;;
63.39;105;79;68;96;;;;;
64.01;105;79;68;96;;;;;
64.61;105;79;68;96;;;;;
65.20;105;79;68;96;;;;;
65.77;101;76;66;101;;;;;
66.35;101;76;66;101;;;;;
66.91;101;76;66;101;;;;;
67.51;101;76;66;101;;;;;
68.21;101;76;66;101;;;;;
69.00;113;88;76;88;;;;;
69.83;113;88;76;88;;;;;
70.65;113;88;76;88;;;;;
71.48;113;88;76;88;;;;;
72.19;113;88;76;88;;;;;
72.87;107;82;71;82;;;;;
73.54;107;82;71;82;;;;;
74.21;107;82;71;82;;;;;
74.89;107;82;71;82;;;;;
75.56;107;82;71;82;;;;;
76.20;103;76;66;89;;;;;
76.81;103;76;66;89;;;;;
77.42;103;76;66;89;;;;;
78.02;103;76;66;89;;;;;
78.64;103;76;66;89;;;;;
79.29;109;84;72;95;;;;;
80.00;109;84;72;95;;;;;
80.77;109;84;72;95;;;;;
81.48;109;84;72;95;;;;;
82.10;;;;;133;70;"internal";;
82.15;109;84;72;95;;;;;
82.85;111;85;73;87;;;;;
83.55;111;85;73;87;;;;;
84.28;111;85;73;87;;;;;
85.00;111;85;73;87;;;;;
85.64;111;85;73;87;;;;;
86.28;106;79;68;90;;;;;
86.91;106;79;68;90;;;;;
87.54;106;79;68;90;;;;;
88.19;106;79;68;90;;;;;
88.82;106;79;68;90;;;;;
89.42;103;76;66;96;;;;;
90.00;103;76;66;96;;;;;
90.58;103;76;66;96;;;;;
91.17;103;76;66;96;;;;;
91.75;103;76;66;96;;;;;
92.37;110;84;72;100;;;;;
93.01;;;;;;;"Optimize Signal Quality";;
93.03;110;84;72;100;;;;;
93.73;110;84;72;100;;;;;
94.38;110;84;72;100;;;;;
95.04;110;84;72;100;;;;;
95.72;110;84;72;91;;;;;
96.42;110;84;72;91;;;;;
97.12;110;84;72;91;;;;;
97.74;110;84;72;91;;;;;
98.35;110;84;72;91;;;;;
98.96;121;93;80;94;;;;;
99.56;121;93;80;94;;;;;
100.16;121;93;80;94;;;;;
100.77;121;93;80;94;;;;;
101.41;121;93;80;94;;;;;
102.07;136;101;90;95;;;;;
102.75;136;101;90;95;;;;;
103.44;136;101;90;95;;;;;
104.12;136;101;90;95;;;;;
104.78;126;83;68;90;;;;;
104.86;;;;;;;"NBPcal";;
105.39;126;83;68;90;;;;;
105.99;126;83;68;90;;;;;
106.59;126;83;68;90;;;;;
107.19;126;83;68;90;;;;;
107.80;124;80;66;98;;;;;
108.41;124;80;66;98;;;;;
109.02;124;80;66;98;;;;;
109.62;124;80;66;98;;;;;
110.20;124;80;66;98;;;;;
110.77;123;83;69;102;;;;;
111.33;123;83;69;102;;;;;
111.91;123;83;69;102;;;;;
112.55;123;83;69;102;;;;;
113.28;123;83;69;102;;;;;
113.99;129;91;77;90;;;;;
114.69;129;91;77;90;;;;;
115.42;129;91;77;90;;;;;
116.18;129;91;77;90;;;;;
116.97;129;91;77;90;;;;;
117.76;123;84;70;79;;;;;
118.43;123;84;70;79;;;;;
119.06;123;84;70;79;;;;;
119.68;123;84;70;79;;;;;
120.29;123;84;70;79;;;;;
120.90;120;81;67;95;;;;;
121.53;120;81;67;95;;;;;
122.13;120;81;67;95;;;;;
122.75;120;81;67;95;;;;;
123.39;120;81;67;95;;;;;
124.06;126;86;71;93;;;;;
124.78;126;86;71;93;;;;;
125.50;126;86;71;93;;;;;
126.17;126;86;71;93;;;;;
126.85;126;86;71;93;;;;;
127.52;120;81;66;89;;;;;
128.17;120;81;66;89;;;;;
128.80;120;81;66;89;;;;;
